fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_width Vout_1 14G,eye_maxHeight Vout_2 14G,eye_width_XY Vout_2 14G,eye_maxWidth Vout_1 14G,eye_height_XY Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_1 14G,eye_height Vout_2 14G,eye_height Vout_1 14G,eye_width Vout_2 14G,eye_maxWidth Vout_2 14G,eye_width Vout_1 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_height Vout_1 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_height Vout_2 28G,eye_maxHeight Vout_2 28G,eye_maxWidth Vout_2 28G,eye_width Vout_2 28G,eye_height_XY Vout_1 28G,eye_height Vout_1 56G,eye_width_XY Vout_2 56G,eye_maxWidth Vout_1 56G,eye_width Vout_1 56G,eye_maxHeight Vout_2 56G,eye_height Vout_2 56G,eye_maxWidth Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width Vout_2 56G,eye_height_XY Vout_2 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G
1.173e-06,0.0007149,1.236e-09,88.7,5.003000000000001e-13,1417.0,-0.01976,-22.44,-44.93,-6.58,-20.59,-34.71,-9.068,-22.11,-35.26,-13.13,-23.76,-34.46,-18.81,-24.87,-30.94,0.1109,0.2391,0.1988,1.156e-10,1.201e-10,1.2e-10,0.01303,0.01508,0.01431,1.246e-10,1.276e-10,1.276e-10,2.0,2.0,4.564e-11,0.02126,4.85e-11,4.79e-11,0.02112,0.1657,0.1301,4.783e-11,0.008963,0.05072,5.817e-11,4.852e-11,0.0,0.02021,1.274e-11,-0.06103,1.83e-11,0.0,0.0,0.0205,0.03124,8.987e-12,2.006e-11,0.05109,-0.1559,1.061e-11,0.0,0.0,0.03197,0.02411,1.148e-11,0.0,1.453e-11,0.02916,0.0003364,9.193e-14
2.125e-06,0.002405,1.333e-09,592.4,1.116e-13,1355.0,-0.01972,-27.59,-33.1,-6.58,-29.98,-27.79,-9.072,-31.73,-27.32,-13.13,-35.61,-30.34,-18.83,-41.43,-36.08,0.1362,0.1492,0.1473,1.41e-10,1.415e-10,1.415e-10,0.02743,0.06747,0.06468,1.407e-10,1.409e-10,1.409e-10,1.0,2.0,6.732e-11,0.0662,6.487e-11,6.826e-11,0.06585,0.1479,0.1478,6.826e-11,0.05526,0.1208,6.126e-11,6.487e-11,3.107e-11,0.06629,3.185e-11,0.03201,2.438e-11,3.19e-11,0.1094,0.01228,0.06636,2.443e-11,1.89e-11,0.1022,-0.05266,2.825e-12,9.309e-12,6.289e-12,0.004924,-0.04657,9.678e-13,0.02743,2.633e-12,0.0007661,0.02739,9.083e-12
5.417e-06,0.0005486,1.656e-09,847.1,2.6350000000000004e-13,306.8,-0.01965,5.703,11.82,-6.585,1.633,10.59,-9.101,-1.448,7.615,-13.18,-8.54,-2.277,-18.89,-18.82,-17.45,0.3198,0.4814,0.4456,1.22e-10,1.279e-10,1.279e-10,0.6657,0.6988,0.6929,1.262e-10,1.307e-10,1.307e-10,2.0,2.0,5.193e-11,0.6785,5.995e-11,5.426e-11,0.6761,0.3755,0.3312,5.425e-11,0.6165,0.2055,5.87e-11,6.001e-11,1.283e-11,0.1855,1.532e-11,-0.1044,2.078e-11,1.563e-11,0.1121,0.01705,0.1863,2.14e-11,1.898e-11,0.1113,-0.2433,3.824e-13,0.0,0.0,0.0,-0.2001,0.0,0.0,0.0,0.005992,0.00232,2.441e-13
4.511e-06,0.0005226,2.94e-09,1429.0,5.037e-14,493.1,-0.01967,-8.172,-0.6276,-6.583,-14.83,-6.652,-9.084,-17.71,-8.594,-13.16,-22.99,-14.29,-18.87,-31.29,-26.66,-0.009421,0.2729,0.1903,1.201e-10,1.27e-10,1.269e-10,-0.008946,0.04641,0.0332,1.134e-10,1.222e-10,1.221e-10,1.0,2.0,4.725e-11,0.0206,4.574e-11,5.225e-11,0.01686,0.1416,0.1117,5.221e-11,-0.01539,0.02156,3.83e-11,4.578e-11,1.823e-11,0.00888,1.934e-11,0.06714,1.171e-11,1.956e-11,0.1208,-0.01293,0.009285,1.192e-11,9.843e-12,0.1058,-0.07796,1.389e-13,4.998e-12,3.2e-12,0.0,-0.03657,0.0,0.02058,0.0,8.674e-05,0.01988,4.987e-12
6.357e-06,0.0022229999999999,1.071e-09,912.3,7.574000000000001e-13,865.2,-0.01962,-47.68,-44.55,-6.59,-57.51,-44.5,-9.1,-57.46,-47.21,-13.17,-59.13,-53.61,-18.88,-63.65,-63.78,0.01942,0.1018,0.08316,9.756e-11,1.054e-10,1.051e-10,0.0005776,0.00166,0.001358,8.658e-11,9.422e-11,9.406e-11,1.0,2.0,3.349e-11,0.000252,8.436e-12,3.067e-11,0.0002223,0.03508,0.03228,3.044e-11,-0.0009811,-0.03891,2.311e-11,1.603e-11,0.0,8.882e-07,5.326e-13,-0.0872,3.547e-14,0.0,0.0,-0.001755,0.0,0.0,0.0,0.0002613,-0.06357,3.528e-13,0.0,0.0,0.0,-0.001075,0.0,0.0,0.0,2.45e-06,0.0001701,3.14e-13
5.607e-06,0.00105,1.0320000000000002e-09,887.2,6.834e-13,411.3,-0.01964,-19.29,-13.14,-6.586,-24.68,-12.7,-9.093,-27.91,-17.41,-13.17,-34.04,-27.26,-18.88,-43.59,-42.03,0.6316,0.6904,0.6903,1.362e-10,1.372e-10,1.372e-10,0.2525,0.2515,0.2515,1.226e-10,1.277e-10,1.277e-10,1.0,2.0,6.175e-11,0.1839,5.649e-11,6.34e-11,0.1824,0.5722,0.5558,6.329e-11,0.05036,0.2487,5.167e-11,5.649e-11,0.0,0.0002721,1.407e-11,-0.3332,4.871e-13,0.0,0.0,-0.2158,0.0,0.0,0.0,0.06249,-0.2946,4.223e-13,0.0,0.0,0.0,-0.1748,0.0,0.0,0.0,0.0006433,0.0006306,4.263e-13
8.197e-06,0.002107,2.903e-09,989.0,8.811e-14,1026.0,-0.01958,-49.92,-47.74,-6.598,-37.05,-28.53,-9.108,-40.2,-31.72,-13.17,-47.42,-44.8,-18.87,-57.84,-61.35,0.02864,0.06922,0.06192,1.381e-10,1.392e-10,1.392e-10,-0.001621,0.0,0.0002318,0.0,0.0,3.036e-11,1.0,2.0,6.059e-11,0.0,1.189e-13,6.145e-11,3.137e-06,0.05105,0.04878,6.131e-11,-0.001592,-0.008529,0.0,0.0,1.4e-11,1.842e-06,1.831e-11,-0.04865,6.565e-14,1.839e-11,0.0101,-0.001095,0.0,0.0,0.0,0.009761,-0.04011,5.674e-13,0.0,0.0,1.972e-05,-0.0008534,8.662e-13,0.0,-9.116e-12,3.899e-06,6.231e-05,1.173e-13
8.352e-06,0.0006988999999999,1.168e-09,1056.0,7.544e-14,1450.0,-0.01961,-13.16,-13.04,-6.594,-18.06,-10.53,-9.106,-22.02,-14.34,-13.17,-29.65,-27.64,-18.87,-40.49,-44.73,0.1824,0.2768,0.2659,1.351e-10,1.372e-10,1.372e-10,0.02191,0.05632,0.05217,1.372e-10,1.388e-10,1.388e-10,1.0,2.0,5.695e-11,0.04772,5.623e-11,6.052e-11,0.0476,0.2491,0.2486,6.05e-11,0.01709,0.1527,4.935e-11,5.623e-11,1.787e-11,5.368e-05,2.093e-11,-0.02338,6.058e-13,2.099e-11,0.1058,-0.04792,0.0,0.0,0.0,0.1055,-0.1881,6.065e-13,0.0,0.0,0.0,-0.04588,0.0,0.0,0.0,0.0003264,0.001338,2.698e-13
1.703e-06,0.001076,1.533e-09,655.8,6.913e-13,1171.0,-0.01974,-5.336,-8.573,-6.58,-4.954,-0.1144,-9.071,-7.382,-2.449,-13.13,-11.43,-6.449,-18.83,-17.18,-12.13,0.152,0.3039,0.2581,1.134e-10,1.179e-10,1.177e-10,0.1561,0.1558,0.1555,9.816e-11,1.054e-10,1.053e-10,2.0,2.0,4.5e-11,0.2185,4.002e-11,4.66e-11,0.1898,0.2127,0.1689,4.639e-11,0.1391,0.06528,3.974e-11,4.143e-11,1.138e-11,0.08729,1.199e-11,-0.07302,9.557e-12,1.252e-11,0.06473,-0.01843,0.0,0.0,0.0,0.06353,-0.1781,3.021e-13,0.0,0.0,0.0,-0.2089,0.0,0.0,0.0,0.006084,0.0006908,2.192e-13
5.581999999999999e-06,0.001497,2.9700000000000003e-09,182.9,3.527e-13,341.5,-0.0197,-4.936,-9.865,-6.576,-4.972,-3.428,-9.083,-4.589,-0.1438,-13.18,-7.508,-1.402,-18.9,-16.01,-12.42,0.4652,0.5069,0.5027,1.253e-10,1.303e-10,1.303e-10,0.1304,0.3155,0.3051,1.404e-10,1.41e-10,1.41e-10,2.0,2.0,5.463e-11,0.3101,6.345e-11,5.701e-11,0.3098,0.4301,0.3993,5.701e-11,-0.06334,0.3296,6.052e-11,6.345e-11,1.369e-11,0.2743,1.47e-11,-0.08499,2.349e-11,1.498e-11,0.08263,0.1222,0.3036,2.354e-11,1.975e-11,0.08046,-0.2001,1.308e-13,0.0,0.0,0.0,-0.3119,0.0,0.0,0.0,0.001115,0.00088,1.977e-13
6.434e-06,0.0009687,2.1600000000000004e-09,305.5,1.419e-13,504.8,-0.01969,-3.076,-6.134,-6.577,-5.129,-3.715,-9.088,-4.655,-0.05556,-13.18,-9.917,-6.061,-18.89,-19.55,-19.74,0.3954,0.4755,0.4616,1.245e-10,1.296e-10,1.296e-10,0.2155,0.3973,0.3823,1.295e-10,1.335e-10,1.335e-10,2.0,2.0,5.638e-11,0.3337,5.82e-11,5.895e-11,0.3068,0.4278,0.4275,5.894e-11,-0.07274,0.3732,5.19e-11,5.827e-11,2.294e-11,0.2084,2.352e-11,-0.001186,1.527e-11,2.352e-11,0.1839,-0.1456,0.2093,1.528e-11,1.079e-11,0.1812,-0.2415,6.852e-13,0.0,0.0,0.0,-0.383,0.0,0.0,0.0,0.004637,0.001107,1.634e-13
3.039e-06,0.001937,2.384e-09,630.5,9.828e-13,1054.0,-0.0197,-24.94,-26.12,-6.581,-27.48,-18.88,-9.076,-30.05,-21.4,-13.14,-34.42,-25.96,-18.85,-41.11,-33.54,0.1484,0.2426,0.209,1.113e-10,1.144e-10,1.125e-10,0.1038,0.1035,0.1024,9.341e-11,9.853e-11,9.849e-11,1.0,2.0,4.137e-11,0.1356,3.524e-11,4.436e-11,0.1214,0.1629,0.132,4.394e-11,0.07823,0.04995,3.733e-11,3.844e-11,0.0,0.01033,3.587e-12,-0.08984,2.176e-12,0.0,0.0,-0.1121,0.0,0.0,0.0,0.008652,-0.1395,1.14e-13,0.0,0.0,0.0,-0.1735,0.0,0.0,0.0,0.0006723,0.0008708,1.399e-13
3.0659999999999995e-06,0.0009299999999999,1.139e-09,825.5,7.849e-13,1186.0,-0.01971,-7.997,-8.092,-6.581,-9.212,0.3553,-9.078,-11.87,-2.4,-13.15,-16.58,-7.826,-18.86,-24.02,-17.36,0.2149,0.3532,0.3511,1.072e-10,1.124e-10,1.12e-10,0.1764,0.1586,0.1581,9.206e-11,9.879e-11,9.877e-11,1.0,2.0,4.492e-11,0.2381,3.502e-11,4.464e-11,0.2162,0.2982,0.2489,4.26e-11,0.1696,0.1429,3.472e-11,3.664e-11,6.759e-12,0.03198,9.507e-12,-0.1322,4.802e-12,1.154e-11,0.07319,-0.06378,0.03305,7e-12,4.099e-12,0.0726,-0.3073,3.762e-13,0.0,0.0,0.0,-0.2547,0.0,0.0,0.0,0.0008615,0.00339,3.146e-13
4.832e-06,0.002317,9.457e-10,1434.0,3.014e-13,1241.0,-0.0199,-33.93,-30.69,-6.596,-50.25,-36.86,-9.094,-53.5,-41.31,-13.16,-56.83,-48.33,-18.88,-61.36,-58.13,0.06817,0.1097,0.1027,1.143e-10,1.221e-10,1.221e-10,-0.0001017,0.0,1.326e-05,0.0,0.0,5.045e-11,1.0,2.0,5.141e-11,1.108e-05,2.55e-11,5.329e-11,1.047e-05,0.07942,0.06964,5.256e-11,-7.489e-05,0.02282,2.337e-11,2.836e-11,1.249e-11,2.661e-05,1.238e-11,-0.04828,3.962e-12,1.338e-11,0.01692,-8.286e-05,0.0,0.0,0.0,0.01692,-0.05291,3.587e-13,0.0,0.0,0.0,-0.0002361,0.0,0.0,0.0,1.815e-06,0.0001392,2.536e-13
5.739e-06,0.0008337,4.496e-10,1006.0,3.385e-13,994.1,-0.01965,-16.79,-14.58,-6.587,-20.47,-8.431,-9.094,-23.73,-13.09,-13.17,-29.96,-23.34,-18.88,-39.67,-38.52,0.4407,0.4224,0.4222,1.243e-10,1.291e-10,1.291e-10,0.05843,0.09231,0.09226,1.146e-10,1.237e-10,1.237e-10,1.0,2.0,4.637e-11,0.09255,3.987e-11,5.328e-11,0.08904,0.4354,0.4346,5.326e-11,-0.04528,0.2647,2.812e-11,3.989e-11,9.78e-12,0.0005661,9.285e-12,-0.2184,4.687e-13,1.089e-11,0.05249,-0.1925,0.0,0.0,0.0,0.05052,-0.2725,3.928e-13,0.0,0.0,0.0,-0.1426,0.0,0.0,0.0,0.0007481,0.001003,1.152e-13
3.492e-06,0.002485,2.211e-09,72.09,1.305e-13,334.4,-0.01973,-13.78,-27.6,-6.578,-17.0,-27.47,-9.066,-14.4,-19.83,-13.13,-11.22,-9.577,-18.87,-10.38,-2.111,0.0005539,0.07758,0.05985,1.138e-10,1.223e-10,1.222e-10,0.0005286,0.02586,0.01528,1.412e-10,1.415e-10,1.414e-10,2.0,2.0,3.805e-11,0.01866,6.973e-11,4.625e-11,0.01137,0.04241,0.03439,4.624e-11,-0.008067,-0.0158,6.953e-11,6.977e-11,5.639e-12,0.01664,1.013e-11,-0.0353,3.28e-11,1.05e-11,0.01274,-0.02942,0.01738,3.293e-11,3.253e-11,0.01267,-0.05328,1.171e-11,0.0,0.0,0.01977,-0.003201,1.171e-11,0.0,9.226e-12,0.01958,0.0002543,3.82e-13
4.187e-06,0.0019039999999999,1.371e-10,545.4,8.453e-13,1085.0,-0.01968,-21.5,-23.78,-6.583,-23.11,-13.77,-9.084,-25.9,-16.98,-13.16,-31.03,-23.86,-18.88,-39.32,-35.91,0.122,0.2304,0.2038,1.08e-10,1.125e-10,1.122e-10,0.1769,0.1033,0.1027,7.191e-11,9.042e-11,9.041e-11,1.0,2.0,4.097e-11,0.1466,2.506e-11,4.125e-11,0.1419,0.1463,0.1275,4.117e-11,0.05846,0.0339,2.256e-11,2.532e-11,0.0,0.004508,1.17e-12,-0.1771,1.397e-12,0.0,0.0,-0.2469,0.006334,9.038e-13,-6.167e-12,0.003729,-0.1557,7.605e-13,0.0,0.0,0.0,-0.2423,0.0,0.0,0.0,0.002157,0.0003953,1.284e-13
6.615e-06,0.0005199,2.389e-09,1050.0,1.636e-13,1285.0,-0.01966,-0.3819,0.2564,-6.587,1.178,11.58,-9.112,-2.989,6.507,-13.18,-11.15,-6.259,-18.88,-22.13,-22.95,0.3055,0.3446,0.3444,1.371e-10,1.383e-10,1.382e-10,0.05329,0.197,0.1969,1.282e-10,1.327e-10,1.326e-10,2.0,2.0,5.477e-11,0.1986,4.795e-11,6.018e-11,0.1974,0.3486,0.3484,6.017e-11,-0.03298,0.25,3.669e-11,4.795e-11,1.693e-11,0.006447,2.139e-11,-0.02444,5.344e-12,2.14e-11,0.1282,-0.1626,0.01006,5.344e-12,-5.056e-12,0.1272,-0.2386,7.09e-14,0.0,0.0,0.0,-0.2217,0.0,0.0,0.0,0.0003387,0.0001475,5.714e-14
3.217e-06,0.001956,3.536e-10,473.5,9.651e-13,649.8,-0.0197,-12.73,-14.06,-6.581,-14.77,-7.83,-9.078,-17.39,-10.5,-13.15,-22.04,-15.79,-18.86,-29.45,-25.2,0.1593,0.2827,0.2481,1.194e-10,1.225e-10,1.22e-10,0.2198,0.2285,0.228,9.957e-11,1.092e-10,1.092e-10,1.0,2.0,4.637e-11,0.2679,4.176e-11,4.921e-11,0.2498,0.1868,0.1593,4.889e-11,0.1339,0.02978,3.961e-11,4.255e-11,0.0,0.02218,5.938e-12,-0.0971,6.498e-12,0.0,0.0,-0.1683,0.02364,8.269e-12,5.353e-12,0.02433,-0.149,1.622e-13,0.0,0.0,0.0,-0.2867,0.0,0.0,0.0,0.001251,0.000514,8.682e-14
7.588e-06,0.0009444,2.792e-09,1386.0,9.007000000000001e-13,1499.0,-0.01959,-40.37,-36.14,-6.595,-47.17,-34.08,-9.106,-50.77,-41.67,-13.17,-56.51,-52.75,-18.87,-63.42,-65.49,0.2429,0.3232,0.3219,7.338e-11,8.343e-11,8.303e-11,-0.001532,0.003981,0.003941,5.994e-11,6.923e-11,6.92e-11,1.0,2.0,1.712e-11,0.0,4.744e-12,1.663e-11,0.000296,0.08912,0.08648,5.868e-12,-0.005825,-0.01333,0.0,0.0,0.0,4.298e-05,8.427e-13,-0.4817,1.475e-13,0.0,0.0,-0.008108,0.0,0.0,0.0,0.0003532,-0.3355,1.352e-13,0.0,0.0,0.0,-0.00613,0.0,0.0,0.0,8.847e-06,0.0005248,1.493e-13
2.232e-06,0.002044,1.645e-09,249.1,1.251e-13,974.2,-0.01974,-10.78,-21.32,-6.577,-10.93,-15.05,-9.067,-10.91,-12.49,-13.13,-13.13,-12.89,-18.82,-16.12,-13.25,0.1964,0.2161,0.2141,1.364e-10,1.383e-10,1.383e-10,0.007897,0.06934,0.06654,1.417e-10,1.42e-10,1.42e-10,2.0,2.0,6.632e-11,0.06689,6.809e-11,6.72e-11,0.06503,0.2106,0.2066,6.719e-11,0.05728,0.1813,6.653e-11,6.809e-11,3.053e-11,0.06618,3.156e-11,0.06199,2.998e-11,3.158e-11,0.1668,0.01268,0.06664,2.999e-11,2.78e-11,0.1508,-0.0548,1.163e-11,1.01e-11,7.581e-12,0.06879,0.0421,1.164e-11,0.04623,1.099e-11,0.06688,0.04604,9.851e-12
6.493999999999999e-06,0.001013,4.928e-10,643.3,8.129e-13,573.1,-0.01964,-1.791,0.6739,-6.593,-3.37,7.187,-9.109,-7.706,0.7805,-13.18,-15.44,-11.18,-18.88,-26.22,-27.47,0.4631,0.5971,0.5968,1.168e-10,1.206e-10,1.206e-10,0.4168,0.5122,0.5116,8.718e-11,1.025e-10,1.024e-10,1.0,2.0,4.609e-11,0.2976,3.258e-11,4.866e-11,0.2957,0.3976,0.3966,4.729e-11,0.2523,0.1373,2.639e-11,3.259e-11,0.0,0.002735,3.277e-13,-0.4574,9.406e-13,0.0,0.0,-0.3601,0.0,0.0,0.0,0.0008548,-0.3208,1.973e-13,5.926e-13,-8.721e-12,0.0,-0.3134,0.0,0.004436,0.0,0.004599,0.0009674,1.911e-13
2.825e-06,0.0010149999999999,5.867000000000001e-10,1203.0,4.335e-13,1372.0,-0.01971,-29.04,-27.84,-6.581,-32.65,-21.34,-9.075,-35.18,-23.86,-13.14,-39.45,-28.97,-18.85,-45.71,-37.66,0.2764,0.3029,0.3024,1.152e-10,1.229e-10,1.228e-10,0.006654,0.01585,0.01584,1.098e-10,1.191e-10,1.189e-10,1.0,2.0,5.097e-11,0.01865,4.578e-11,5.347e-11,0.0183,0.3301,0.2888,5.343e-11,0.007756,0.2221,4.364e-11,4.596e-11,1.589e-11,0.006275,1.601e-11,-0.06359,9.618e-12,1.743e-11,0.1483,-0.006808,0.00648,1.297e-11,1.216e-11,0.1373,-0.2463,1.807e-13,0.0,0.0,0.0,-0.02319,0.0,0.0,0.0,5.713e-05,7.679e-05,1.055e-14
6.854e-06,0.00176,2.5830000000000003e-09,198.7,2.0980000000000002e-13,1176.0,-0.01971,-11.86,-23.68,-6.571,-4.752,-2.978,-9.094,-3.641,2.027,-13.19,-9.507,-5.072,-18.89,-19.43,-19.32,0.1714,0.2235,0.2234,1.298e-10,1.333e-10,1.334e-10,-0.2562,0.04376,0.032,8.192e-11,9.814e-11,9.813e-11,2.0,2.0,5.283e-11,0.01476,2.66e-11,5.737e-11,0.00793,0.2264,0.2253,5.727e-11,-0.3982,0.1329,1.302e-11,1.533e-11,9.083e-12,0.002119,1.576e-11,-0.1219,5.073e-12,1.576e-11,0.03982,-0.2531,0.0,0.0,0.0,0.03915,-0.123,3.688e-13,0.0,0.0,0.0,-0.2208,0.0,0.0,0.0,0.002464,0.001735,2.69e-13
5.481e-06,0.001815,2.252e-09,393.7,9.54e-13,466.4,-0.01966,-4.77,-4.867,-6.587,-5.574,3.005,-9.1,-8.94,-0.9038,-13.18,-15.39,-9.505,-18.89,-24.96,-22.81,0.2245,0.3476,0.3169,1.24e-10,1.268e-10,1.266e-10,0.4173,0.3498,0.3484,9.65e-11,1.107e-10,1.106e-10,1.0,2.0,4.743e-11,0.349,3.719e-11,5.081e-11,0.3404,0.2185,0.2066,5.075e-11,0.08075,0.02487,3.096e-11,3.733e-11,0.0,0.002347,2.208e-12,-0.1921,6.453e-13,0.0,0.0,-0.4032,0.0,0.0,0.0,0.001438,-0.1665,4.124e-13,0.0,0.0,0.0,-0.3618,0.0,0.0,0.0,0.001898,0.001115,2.131e-13
5.551e-06,0.001902,6.406999999999999e-11,249.9,5.179e-13,239.4,-0.01967,-0.803,-1.291,-6.581,-2.697,1.647,-9.096,-5.186,-0.5274,-13.17,-11.86,-9.512,-18.88,-22.15,-24.36,0.1193,0.2741,0.2407,1.207e-10,1.268e-10,1.268e-10,0.3634,0.4012,0.397,1.378e-10,1.392e-10,1.392e-10,2.0,2.0,3.875e-11,0.3875,6.244e-11,4.771e-11,0.3813,0.1425,0.1331,4.766e-11,0.2275,0.003206,5.913e-11,6.244e-11,0.0,0.06114,8.013e-13,-0.1688,1.956e-11,0.0,0.0,-0.1615,0.06144,1.957e-11,1.518e-11,0.0009458,-0.1348,7.803e-13,0.0,0.0,0.0,-0.1803,0.0,0.0,0.0,0.0006049,0.0001609,7.791e-14
6.585e-06,0.002286,3.007e-10,783.2,8.576000000000001e-13,812.3,-0.01961,-43.61,-41.09,-6.591,-51.01,-38.54,-9.101,-53.55,-43.96,-13.17,-57.63,-52.85,-18.88,-63.35,-64.26,0.00935,0.08092,0.06629,9.731e-11,1.037e-10,1.028e-10,0.0007838,0.003087,0.002578,7.255e-11,8.29e-11,8.26e-11,1.0,2.0,2.88e-11,0.0003748,8.427e-12,2.715e-11,0.0002709,0.02468,0.02244,2.694e-11,-0.002456,-0.04075,1.495e-11,1.146e-11,0.0,1.705e-06,3.396e-13,-0.07245,3.671e-13,0.0,0.0,-0.003538,0.0,0.0,0.0,9.083e-05,-0.05163,1.945e-13,0.0,0.0,0.0,-0.002342,0.0,0.0,0.0,9.801e-06,9.351e-05,1.105e-13
9.427e-06,0.0006561,2.609e-09,657.5,8.207e-14,172.3,-0.01953,7.302,14.89,-6.604,-1.22,5.014,-9.114,-6.565,-2.93,-13.17,-15.02,-15.92,-18.87,-25.89,-32.19,-0.004944,0.3932,0.3464,7.522e-11,9.382e-11,9.373e-11,0.2073,0.509,0.5089,5.711e-11,8.07e-11,8.058e-11,2.0,2.0,0.0,0.0,9.141e-13,0.0,0.005165,0.0,0.005289,1.738e-12,-0.317,-0.3045,0.0,0.0,0.0,0.002028,9.644e-13,-0.3503,5.934e-13,0.0,0.0,-0.2895,0.0,0.0,0.0,0.001072,-0.2683,1.062e-13,0.0,0.0,0.0,-0.344,0.0,0.0,0.0,0.0002919,0.001877,7.588e-13
7.858e-06,0.0006056,2.729e-10,138.2,7.101000000000002e-13,889.4,-0.0197,-12.89,-25.79,-6.586,-7.692,-8.868,-9.099,-11.47,-13.9,-13.17,-18.91,-24.74,-18.87,-29.34,-39.98,0.3891,0.4685,0.4684,9.043e-11,1.022e-10,1.021e-10,0.1539,0.07334,0.07251,3.866e-11,7.399e-11,7.379e-11,2.0,2.0,3.005e-11,0.0,3.855e-12,3.112e-11,0.009462,0.1734,0.1729,2.698e-11,0.07117,0.01064,0.0,0.0,0.0,0.003186,2.328e-13,-0.3414,7.377e-13,0.0,0.0,-0.1244,0.0,0.0,0.0,0.001037,-0.2993,7.727e-13,0.0,0.0,0.0,-0.118,0.0,0.0,0.0,0.0008064,0.001113,3.047e-13
3.363e-06,0.001512,3.874e-10,706.2,9.047e-14,23.08,-0.01969,-17.8,-8.509,-6.582,-24.42,-15.22,-9.078,-27.08,-18.16,-13.15,-31.73,-23.75,-18.86,-39.07,-33.62,0.08727,0.4253,0.349,8.784e-11,1.036e-10,1.035e-10,0.0766,0.3728,0.3166,8.685e-11,1.032e-10,1.032e-10,1.0,2.0,4.598e-12,0.08304,1.875e-11,2.056e-11,0.08084,0.1119,0.1051,2.056e-11,-0.03004,-0.05261,2.544e-12,1.879e-11,0.0,0.001364,1.603e-13,-0.2268,3.48e-13,0.0,0.0,-0.2069,0.0,0.0,0.0,0.001424,-0.2566,6.287e-15,0.0,0.0,0.0,-0.2127,0.0,0.0,0.0,5.454e-05,0.002692,5.395e-13
2.7109999999999995e-06,0.0007377999999999,7.012e-10,201.4,4.899000000000002e-13,35.52,-0.01972,-2.373,-4.797,-6.58,-8.841,-11.18,-9.071,-11.13,-13.27,-13.13,-14.78,-16.53,-18.83,-19.81,-20.95,0.04027,0.4295,0.3362,9.026e-11,1.057e-10,1.057e-10,0.06651,0.3221,0.2513,9.135e-11,1.068e-10,1.067e-10,2.0,2.0,0.0,0.0,2.753e-11,0.0,0.09808,0.0,0.1196,2.543e-11,-0.01162,-0.09564,0.0,0.0,0.0,0.005961,3.672e-13,-0.2636,1.753e-12,0.0,0.0,-0.1486,0.0,0.0,0.0,0.002295,-0.2815,1.857e-13,0.0,0.0,0.0,-0.1825,0.0,0.0,0.0,0.001247,0.0001524,3.794e-13
9.082e-06,0.001617,1.26e-09,1364.0,1.06e-13,1445.0,-0.01956,-50.41,-48.12,-6.601,-36.86,-25.91,-9.11,-41.12,-33.96,-13.17,-49.22,-48.3,-18.87,-59.95,-65.21,0.1331,0.2047,0.1994,1.392e-10,1.401e-10,1.401e-10,-0.008162,0.0,7.156e-05,0.0,0.0,2.938e-11,1.0,2.0,5.566e-11,0.0,2.869e-12,5.964e-11,7.631e-06,0.2015,0.2014,5.964e-11,-0.004527,0.1323,0.0,0.0,9.86e-12,4.316e-05,1.473e-11,-0.1058,2.698e-13,1.481e-11,0.02815,-0.00458,0.0,0.0,0.0,0.02684,-0.1053,2.219e-13,0.0,0.0,0.0,-0.00328,0.0,0.0,0.0,3.993e-06,0.0009036,8.822e-14
