fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_maxHeight Vout_1 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_height Vout_1 14G,eye_width_XY Vout_2 14G,eye_height_XY Vout_2 14G,eye_width_XY Vout_1 14G,eye_width Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_1 14G,eye_maxWidth Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_2 28G,eye_width_XY Vout_2 28G,eye_width Vout_2 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_height Vout_1 56G,eye_width Vout_1 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G,eye_height Vout_2 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width Vout_2 56G
6.753e-06,0.002035,6.685e-10,1445.0,8.799e-13,1127.0,-0.01971,-45.0,-39.63,-6.595,-58.62,-45.11,-9.103,-59.0,-49.08,-13.17,-61.03,-56.27,-18.88,-65.76,-66.82,0.0279,0.1337,0.1096,8.641e-11,9.436e-11,9.397e-11,-0.0002307,0.0,3.061e-07,0.0,0.0,7.57e-13,1.0,2.0,0.03182,4.336e-06,-0.0001503,-0.07174,3.977e-12,1.595e-06,1.821e-11,1.126e-11,0.02854,2.331e-11,1.911e-11,6.969e-12,0.0,0.0,0.0,-0.1221,2.827e-06,0.0002307,0.0,-0.0001471,3.597e-13,0.0,1.73e-13,0.0,0.0,0.0,0.0,-0.09294,0.0,0.0002252,1.646e-13,-0.0001831,6.285e-07,1.106e-13,0.0,0.0
9.802e-06,0.0022559999999999,8.048e-10,836.0,6.407000000000001e-13,1365.0,-0.01954,-50.47,-50.36,-6.605,-57.5,-46.76,-9.112,-60.16,-54.88,-13.17,-64.33,-64.95,-18.86,-70.06,-76.68,-0.006495,0.03721,0.03086,5.703e-11,6.937e-11,6.865e-11,-0.0003651,0.0001818,0.0001725,2.158e-11,3.859e-11,3.745e-11,1.0,2.0,0.0,0.0,-0.001047,-0.05506,1.004e-12,3.517e-06,3.326e-12,0.0,0.0002142,0.0,0.0,0.0,0.0,0.0,0.0,-0.05043,1.84e-06,0.0002725,0.0,-0.0007645,2.922e-14,0.0,4.989e-13,0.0,0.0,0.0,0.0,-0.03389,0.0,1.324e-05,2.297e-14,-0.000488,4.178e-07,7.782e-13,0.0,0.0
7.166999999999999e-06,0.001567,2.457e-09,1287.0,2.0300000000000002e-13,107.9,-0.0196,-47.96,-34.69,-6.593,-48.49,-36.55,-9.105,-48.76,-39.57,-13.17,-53.41,-49.07,-18.88,-61.66,-63.09,0.0794,0.3555,0.3166,8.216e-11,9.958e-11,9.946e-11,0.001095,0.002713,0.002178,7.133e-11,9.001e-11,8.989e-11,1.0,2.0,0.0,0.0,-0.001984,-0.06614,4.871e-13,1.906e-05,2.379e-12,0.0,0.009716,0.0,0.0,0.0,0.0,0.0,0.0,-0.253,1.141e-05,0.0009872,0.0,-0.002457,2.731e-13,0.0,1.99e-13,0.0,0.0,0.0,0.0,-0.1952,0.0,0.002658,1.046e-13,-0.002028,5.679e-06,1.014e-13,0.0,0.0
2.616e-06,0.001442,1.655e-10,176.7,8.137000000000003e-13,349.4,-0.01973,-7.463,-14.93,-6.579,-8.79,-11.05,-9.072,-11.08,-13.13,-13.13,-15.25,-17.42,-18.84,-21.57,-24.35,0.3319,0.5256,0.4768,1.332e-10,1.35e-10,1.349e-10,0.2513,0.2425,0.2423,1.285e-10,1.327e-10,1.327e-10,2.0,2.0,0.3836,0.2503,0.1923,0.1425,6.156e-11,0.2446,5.908e-11,5.959e-11,0.337,5.548e-11,5.914e-11,6.157e-11,0.1371,1.563e-11,0.1012,-0.128,0.1361,0.09991,1.049e-11,-0.02508,2.269e-11,2.059e-11,1.563e-11,2.309e-11,0.0,0.0,0.0,-0.2389,0.0,0.000952,2.607e-13,-0.1609,0.0002072,7.214e-14,0.0,0.0
3.962e-06,0.001548,1.552e-09,796.7,1.4360000000000001e-13,125.8,-0.01968,-25.8,-17.02,-6.583,-32.59,-23.63,-9.081,-35.63,-26.42,-13.15,-40.95,-32.22,-18.87,-48.65,-42.99,0.05546,0.3661,0.2942,9.308e-11,1.077e-10,1.076e-10,-0.01403,0.09539,0.07706,9.255e-11,1.072e-10,1.071e-10,1.0,2.0,0.1369,0.02943,-0.02921,-0.008779,2.586e-11,0.02722,2.793e-11,1.274e-11,0.1199,1.464e-11,2.793e-11,2.588e-11,0.0,0.0,0.0,-0.1755,0.0006723,0.001993,0.0,-0.06213,5.512e-13,0.0,1.559e-12,0.0,0.0,0.0,0.0,-0.2084,0.0,0.001261,1.123e-13,-0.0634,0.0002046,1.143e-13,0.0,0.0
8.803999999999999e-06,0.0007702,6.953e-10,693.0,9.509000000000001e-13,661.5,-0.01961,1.671,4.237,-6.611,0.7224,10.43,-9.119,-5.699,-0.02586,-13.17,-14.98,-14.71,-18.87,-26.42,-32.09,0.3955,0.5781,0.5189,8.86e-11,9.877e-11,9.858e-11,0.3163,0.4898,0.4685,4.247e-11,6.634e-11,6.633e-11,2.0,2.0,0.03782,0.0,-0.3228,-0.2226,1.84e-12,0.003856,1.922e-11,0.0,0.03729,1.585e-11,1.952e-11,0.0,0.0,0.0,0.0,-0.4224,0.001758,0.001084,0.0,-0.3082,2.658e-13,0.0,3.498e-13,0.0,0.0,0.0,0.0,-0.3221,0.0,0.001067,1.515e-13,-0.2892,0.001942,2.212e-13,0.0,0.0
7.263e-06,0.002476,3.06e-10,907.6,4.0930000000000003e-13,370.4,-0.0196,-49.09,-41.64,-6.594,-51.6,-39.38,-9.105,-54.37,-45.35,-13.17,-59.17,-55.5,-18.87,-65.39,-67.64,-0.006622,0.05255,0.04594,1.259e-10,1.309e-10,1.309e-10,-0.0005389,0.0002402,0.0002361,4.271e-11,7.078e-11,7.065e-11,1.0,2.0,0.02278,0.0,-0.0005852,-0.02743,3.475e-13,6.641e-07,4.84e-11,0.0,0.02276,4.067e-11,4.842e-11,0.0,4.871e-06,0.0,0.0,-0.03285,5.01e-07,0.0001381,0.0,-0.0004263,6.445e-13,-1.824e-11,5.669e-13,1.219e-12,0.0,0.0,0.0,-0.02729,0.0,0.0001724,1.811e-13,-0.0002913,3.762e-07,2.611e-13,0.0,0.0
8.012e-06,0.001674,5.1569999999999996e-11,1285.0,1.198e-13,493.3,-0.01958,-51.25,-42.99,-6.597,-40.22,-29.86,-9.108,-42.76,-34.57,-13.17,-49.75,-47.08,-18.87,-59.86,-63.27,0.1463,0.2377,0.2193,1.068e-10,1.171e-10,1.171e-10,-0.002162,0.0,0.000273,0.0,0.0,3.408e-11,1.0,2.0,0.1105,0.0,-0.003189,0.05033,4.141e-13,7.81e-06,3.91e-11,0.0,0.1066,3.205e-11,3.912e-11,0.0,0.0,0.0,0.0,-0.1732,1.138e-05,0.000619,0.0,-0.003028,1.888e-13,0.0,5.464e-13,0.0,0.0,0.0,0.0,-0.1219,0.0,0.0001581,3.762e-13,-0.002329,3.822e-06,6.935e-14,0.0,0.0
7.694e-06,0.002165,1.1730000000000002e-09,1236.0,9.770000000000003e-14,1346.0,-0.01963,-50.74,-48.83,-6.596,-37.2,-26.87,-9.106,-40.56,-31.46,-13.17,-47.71,-44.52,-18.87,-58.03,-61.0,0.04932,0.0717,0.07058,1.36e-10,1.376e-10,1.376e-10,-0.001092,0.0,1.268e-06,0.0,0.0,2.389e-12,1.0,2.0,0.05652,0.0,-0.001334,0.008257,3.667e-13,2.857e-07,6.241e-11,0.0,0.05077,6.062e-11,6.243e-11,0.0,0.0,2.391e-11,0.01346,-0.02928,3.919e-06,0.01313,2.114e-11,-0.001078,1.376e-13,0.0,2.384e-11,0.0,0.0,0.0,0.0,-0.03469,0.0,0.0001366,1.464e-13,-0.0008487,2.017e-06,1.285e-13,0.0,0.0
6.558e-06,0.002238,2.608e-09,521.8,2.1250000000000005e-13,841.6,-0.01962,-29.0,-30.53,-6.59,-33.84,-25.06,-9.101,-37.27,-27.63,-13.17,-43.92,-38.57,-18.88,-53.58,-53.57,0.07058,0.1104,0.1031,1.312e-10,1.344e-10,1.344e-10,-0.003381,0.09722,0.09556,1.209e-10,1.281e-10,1.281e-10,1.0,2.0,0.0784,0.09514,-0.009197,0.002495,4.074e-11,0.09451,6.353e-11,2.795e-11,0.07273,6.37e-11,6.369e-11,4.074e-11,0.0,2.102e-11,0.01594,-0.0504,0.0003039,0.01586,1.628e-11,-0.08586,8.612e-14,0.0,2.078e-11,0.0,0.0,0.0,0.0,-0.04466,0.0,0.0001903,3.516e-13,-0.07305,0.0004425,4.513e-13,0.0,0.0
7.926e-06,0.001989,2.398e-09,1204.0,7.942000000000001e-13,149.5,-0.01959,-52.5,-40.04,-6.597,-55.17,-42.8,-9.108,-57.43,-49.18,-13.17,-61.51,-58.74,-18.87,-67.23,-70.32,-0.02757,0.1647,0.1431,1.07e-10,1.168e-10,1.168e-10,-0.0008588,0.0,6.444e-05,0.0,0.0,2.54e-11,1.0,2.0,0.03132,0.0,-0.000868,-0.1313,7.309e-13,3.024e-06,2.689e-11,0.0,0.0312,1.57e-11,2.69e-11,0.0,0.0,0.0,0.0,-0.1316,2.482e-06,0.0002816,0.0,-0.0006801,6.603e-13,0.0,2.439e-13,0.0,0.0,0.0,0.0,-0.1045,0.0,0.0002213,1.621e-13,-0.0004621,1.527e-06,2.273e-13,0.0,0.0
2.479e-06,0.001768,2.721e-09,329.9,5.278e-13,866.4,-0.01974,-7.355,-14.16,-6.578,-5.021,-2.636,-9.071,-6.856,-3.788,-13.13,-9.613,-5.211,-18.85,-13.03,-5.77,0.2548,0.3138,0.3137,1.307e-10,1.326e-10,1.325e-10,0.06922,0.1285,0.1284,1.259e-10,1.306e-10,1.305e-10,2.0,2.0,0.2884,0.1378,0.1098,0.1437,5.917e-11,0.1354,6.024e-11,5.791e-11,0.2497,5.925e-11,6.029e-11,5.917e-11,0.1791,2.317e-11,0.1613,0.0009115,0.1773,0.1525,2.127e-11,0.1364,2.668e-11,2.606e-11,2.277e-11,2.698e-11,1.161e-11,0.0,0.1868,-0.1384,0.0,0.007712,2.529e-12,0.09301,0.1864,1.128e-11,0.0,1.035e-11
7.179999999999999e-06,0.001436,2.078e-10,532.6,8.965000000000002e-13,1252.0,-0.01963,-11.78,-14.27,-6.594,-12.16,-1.782,-9.107,-16.47,-8.877,-13.17,-24.22,-21.37,-18.88,-35.04,-37.89,0.223,0.3036,0.3027,8.815e-11,9.667e-11,9.641e-11,0.04389,0.08417,0.08188,2.773e-11,5.71e-11,5.64e-11,1.0,2.0,0.1382,0.0149,-0.1347,0.003317,2.717e-12,0.01328,2.093e-11,-4.878e-12,0.1312,2.439e-11,2.397e-11,4.281e-12,0.0,0.0,0.0,-0.2951,0.007703,0.001493,0.0,-0.3981,9.185e-13,0.0,4.997e-13,0.0,0.0,0.0,0.0,-0.2458,0.0,0.001606,2.401e-13,-0.3304,0.004311,8.991e-13,0.0,0.0
9.138999999999998e-06,0.002452,2.3740000000000003e-09,511.3,6.927000000000002e-13,1470.0,-0.01956,-35.74,-39.81,-6.602,-38.84,-28.21,-9.111,-43.96,-38.07,-13.17,-52.2,-51.9,-18.87,-62.17,-67.4,-0.0006579,0.02527,0.0211,6.386e-11,7.44e-11,7.366e-11,-0.07181,0.005744,0.004662,-2.992e-11,5.101e-12,1.344e-11,1.0,2.0,0.001739,0.0,-0.07305,-0.03513,1.007e-12,0.0002226,7.415e-12,0.0,0.0008147,9.049e-13,9.69e-12,0.0,0.0,0.0,0.0,-0.03299,0.0001765,0.0003622,0.0,-0.06042,5.009e-13,0.0,8.07e-13,0.0,0.0,0.0,0.0,-0.02196,0.0,1.402e-05,2.81e-14,-0.04064,7.599e-05,2.31e-13,0.0,0.0
5.073e-06,0.002222,2.864e-09,1469.0,7.898e-13,157.8,-0.01987,-55.8,-43.8,-6.595,-60.26,-46.74,-9.095,-59.15,-47.23,-13.17,-59.32,-51.19,-18.88,-62.5,-59.61,-0.002411,0.1347,0.1113,1.162e-10,1.237e-10,1.237e-10,-0.0003347,0.0,0.0001057,0.0,0.0,3.793e-11,1.0,2.0,0.06251,0.0,-0.0003769,-0.05764,6.285e-14,1.828e-07,4.336e-11,0.0,0.0574,2.992e-11,4.343e-11,0.0,0.0,0.0,0.0,-0.09775,1.978e-06,9.844e-05,0.0,-0.0004098,5.069e-13,0.0,3.066e-13,0.0,0.0,0.0,0.0,-0.0821,0.0,9.887e-05,7.183e-14,-0.0003165,1.005e-06,1.163e-13,0.0,0.0
7.596e-06,0.001875,2.421e-09,670.4,5.537000000000002e-13,1062.0,-0.01959,-34.43,-35.0,-6.595,-39.18,-27.24,-9.106,-43.32,-34.87,-13.17,-50.61,-47.37,-18.87,-59.97,-62.31,0.08822,0.2039,0.2033,9.691e-11,1.055e-10,1.055e-10,-0.004507,0.03675,0.03661,5.961e-11,8.419e-11,8.389e-11,1.0,2.0,0.09582,0.001928,-0.05249,-0.02541,8.544e-12,0.001833,3.439e-11,3.358e-12,0.09582,3.36e-11,3.675e-11,9.638e-12,0.0,0.0,0.0,-0.1436,0.0002288,0.0002327,0.0,-0.06097,3.662e-13,0.0,1.76e-13,0.0,0.0,0.0,0.0,-0.1304,0.0,0.0005283,5.843e-13,-0.04251,0.0001441,2.753e-13,0.0,0.0
4.705e-06,0.001712,7.903e-10,484.7,5.327e-13,1400.0,-0.01968,-14.41,-19.64,-6.584,-12.87,-3.962,-9.089,-15.84,-7.21,-13.17,-21.54,-14.98,-18.88,-30.65,-28.13,0.2025,0.2228,0.2222,1.101e-10,1.158e-10,1.158e-10,0.2254,0.03483,0.02661,8.43e-11,4.817e-12,9.863e-11,1.0,2.0,0.2312,0.0582,-0.1322,0.1262,2.179e-11,0.05639,4.831e-11,1.037e-11,0.2168,4.688e-11,4.919e-11,2.199e-11,0.0,8.928e-12,0.03044,-0.1619,0.00777,0.02977,2.03e-12,-0.2964,7.717e-13,0.0,6.531e-12,0.0,0.0,0.0,0.0,-0.1807,0.0,0.001485,9.386e-13,-0.36,0.001021,4.41e-13,0.0,0.0
8.378e-06,0.0021219999999999,1.7470000000000003e-09,1473.0,7.502000000000002e-13,917.1,-0.01978,-38.62,-32.45,-6.603,-54.67,-42.71,-9.109,-58.02,-50.84,-13.17,-62.87,-61.36,-18.87,-68.97,-73.41,0.01637,0.09433,0.07653,7.954e-11,9.168e-11,9.134e-11,-0.0001061,0.0,8.796e-06,0.0,0.0,1.978e-11,1.0,2.0,0.007974,0.0,-0.0002451,-0.0754,1.001e-12,5.258e-06,1.625e-11,0.0,0.007836,1.646e-11,1.632e-11,0.0,0.0,0.0,0.0,-0.0943,4.893e-07,0.0001679,0.0,-0.000281,2.547e-13,0.0,2.175e-13,0.0,0.0,0.0,0.0,-0.06174,0.0,0.0001701,3.206e-13,-0.0001909,1.96e-06,4.719e-13,0.0,0.0
5.583e-06,0.001514,2.444e-09,1245.0,7.671e-13,902.2,-0.01964,-46.69,-41.67,-6.587,-55.95,-42.06,-9.094,-56.13,-44.36,-13.17,-57.48,-49.87,-18.88,-61.55,-59.32,0.3009,0.3495,0.3484,1.145e-10,1.176e-10,1.175e-10,0.002867,0.003448,0.003403,1.138e-10,1.174e-10,1.173e-10,1.0,2.0,0.313,0.002823,0.001309,0.1693,4.523e-11,0.002738,4.693e-11,4.469e-11,0.3056,4.637e-11,4.79e-11,4.607e-11,0.0,0.0,0.0,-0.1834,1.405e-05,0.00194,0.0,-0.002491,4.786e-13,0.0,7.416e-13,0.0,0.0,0.0,0.0,-0.2231,0.0,0.003194,1.947e-13,-0.002174,1.141e-05,9.435e-14,0.0,0.0
8.564999999999998e-06,0.002021,1.442e-09,1445.0,9.71e-13,1397.0,-0.01968,-42.43,-37.41,-6.602,-57.04,-45.12,-9.11,-59.55,-52.5,-13.17,-63.58,-62.21,-18.87,-69.26,-73.84,0.002406,0.08755,0.07139,5.911e-11,7.121e-11,7.092e-11,-0.0001148,0.0,5.261e-06,0.0,0.0,8.657e-12,1.0,2.0,0.0,1.281e-05,-0.0001958,-0.08592,2.548e-12,7.131e-06,2.053e-12,-1.209e-11,0.001726,0.0,0.0,3.771e-12,0.0,0.0,0.0,-0.1144,5.41e-07,0.0002503,0.0,-0.0002254,8.569e-14,0.0,1.255e-13,0.0,0.0,0.0,0.0,-0.08449,0.0,0.0001592,6.028e-14,-0.0001899,1.73e-06,3.117e-13,0.0,0.0
8.353e-06,0.002368,1.407e-09,219.5,7.078e-13,1040.0,-0.01968,-9.475,-18.6,-6.597,-1.056,5.663,-9.12,-6.395,-2.116,-13.18,-15.03,-15.21,-18.87,-25.37,-30.16,0.001296,0.04531,0.0366,8.085e-11,9.074e-11,9.029e-11,-0.05649,0.01599,0.01583,5.363e-11,7.829e-11,7.775e-11,2.0,2.0,0.004713,0.001263,-0.05927,-0.03848,8.389e-13,0.0004209,1.469e-11,-2.883e-11,0.004689,1.475e-11,1.471e-11,1.019e-12,0.0,0.0,0.0,-0.04726,0.000744,0.0001602,0.0,-0.07197,6.888e-13,0.0,1.583e-13,0.0,6.163e-13,0.0,0.0005882,-0.03025,0.0,0.0002067,3.071e-13,-0.05065,0.0001558,5.935e-14,0.0,-9.088e-12
5.113e-06,0.0005235,9.403e-10,1074.0,2.0480000000000002e-13,204.9,-0.01963,6.659,15.46,-6.587,0.4639,10.12,-9.098,-2.727,6.941,-13.18,-9.442,-2.338,-18.89,-19.58,-17.42,0.1332,0.4126,0.3407,1.054e-10,1.163e-10,1.162e-10,0.2457,0.415,0.3803,1.064e-10,1.168e-10,1.167e-10,2.0,2.0,0.2191,0.2436,0.1764,0.05343,3.931e-11,0.2331,3.867e-11,3.2e-11,0.1873,3.035e-11,3.87e-11,3.934e-11,0.0,0.0,0.0,-0.1885,0.001152,0.01275,0.0,-0.2523,1.304e-12,0.0,1.682e-12,0.0,0.0,0.0,0.0,-0.2453,0.0,0.001636,3.529e-13,-0.2081,0.0006134,1.494e-13,0.0,0.0
5.227e-06,0.001436,1.65e-09,217.2,1.601e-13,331.7,-0.0197,-3.594,-7.162,-6.577,-7.285,-8.008,-9.076,-6.839,-4.606,-13.16,-9.655,-5.813,-18.89,-17.44,-15.31,0.2563,0.3703,0.3457,1.13e-10,1.216e-10,1.215e-10,0.2553,0.3358,0.3344,1.281e-10,1.324e-10,1.324e-10,2.0,2.0,0.2951,0.2865,0.07358,0.2337,6.187e-11,0.2704,4.736e-11,6.013e-11,0.2605,4.191e-11,4.736e-11,6.187e-11,0.2858,9.999e-12,0.05972,-0.03316,0.2804,0.05954,9.069e-12,0.1426,2.334e-11,2.092e-11,9.745e-12,2.337e-11,0.0,0.0,0.0,-0.1826,0.0,0.0007363,1.647e-13,-0.2709,0.0001528,4.561e-14,0.0,0.0
7.139e-06,0.002452,2.6190000000000006e-09,1184.0,4.536000000000001e-13,1034.0,-0.01969,-46.53,-42.95,-6.596,-51.34,-38.09,-9.105,-54.4,-44.99,-13.17,-59.41,-55.4,-18.88,-65.81,-67.62,0.019,0.05561,0.04631,1.033e-10,1.098e-10,1.097e-10,-0.0001855,0.0,5.417e-07,0.0,0.0,1.009e-12,1.0,2.0,0.02249,0.0,-0.0001778,-0.01405,8.524e-13,6.491e-07,3.664e-11,0.0,0.02124,4.042e-11,3.849e-11,0.0,0.0,0.0,0.0,-0.04215,8.612e-07,1.337e-05,0.0,-0.0001352,5.371e-13,0.0,1.696e-13,0.0,0.0,0.0,0.0,-0.02804,0.0,0.0001011,4.222e-13,-9.858e-05,4.212e-07,8.951e-14,0.0,0.0
6.689e-06,0.0008219999999999,2.274e-09,237.2,9.273e-13,58.88,-0.01964,2.422,4.808,-6.586,-3.245,0.06724,-9.099,-5.762,-2.339,-13.18,-11.35,-9.237,-18.88,-19.98,-20.8,0.2627,0.6308,0.542,9.157e-11,1.063e-10,1.062e-10,0.666,0.7412,0.7116,9.541e-11,1.089e-10,1.088e-10,2.0,2.0,0.135,0.2323,0.2743,-0.1122,2.434e-11,0.2258,1.953e-11,1.22e-11,0.1347,3.837e-12,1.955e-11,2.435e-11,0.0,0.0,0.0,-0.3828,0.0007206,0.0003666,0.0,-0.2078,7.829e-14,0.0,9.661e-14,0.0,0.0,0.0,0.0,-0.3576,0.0,0.001426,7.298e-13,-0.263,0.0002472,8.65e-14,0.0,0.0
4.499e-06,0.001145,2.615e-09,47.18,4.795e-13,1427.0,-0.01974,-25.44,-50.88,-6.576,-13.31,-20.12,-9.07,-10.62,-12.3,-13.14,-8.21,-3.664,-18.9,-11.99,-4.242,0.3679,0.3005,0.2997,1.119e-10,1.211e-10,1.211e-10,-0.3624,0.0,0.0003758,0.0,0.0,3.58e-11,2.0,2.0,0.3487,0.001082,-0.2864,0.2745,1.467e-11,0.0004207,5.091e-11,1.383e-11,0.3487,4.849e-11,5.101e-11,4.821e-13,0.007574,1.581e-11,0.1429,-0.0414,0.007123,0.1424,1.545e-11,-0.3241,1.764e-11,1.828e-11,1.355e-11,7.059e-13,2.483e-12,0.0,0.02444,-0.3123,0.0,0.0008001,5.605e-14,-0.293,0.01916,2.139e-12,0.0,-9.559e-13
5.012e-06,0.001306,2.505e-09,1375.0,3.212000000000001e-13,263.0,-0.01965,-43.2,-32.66,-6.585,-51.57,-38.58,-9.089,-53.7,-41.32,-13.16,-55.86,-46.92,-18.88,-59.85,-56.08,0.4014,0.516,0.4902,1.182e-10,1.252e-10,1.252e-10,0.0001179,0.004358,0.003388,8.885e-11,1.043e-10,1.043e-10,1.0,2.0,0.4143,0.001132,-0.0003581,0.324,1.952e-11,0.000991,5.145e-11,3.625e-12,0.3691,4.844e-11,5.146e-11,1.952e-11,0.0,1.331e-11,0.1058,-0.05311,2.738e-05,0.1029,1.127e-11,-0.00252,4.467e-13,0.0,1.303e-11,0.0,0.0,0.0,0.0,-0.2455,0.0,0.0008749,8.706e-14,-0.002454,7.803e-06,8.22e-14,0.0,0.0
3.035e-06,0.001248,2.767e-10,244.7,6.137000000000001e-13,223.9,-0.01972,-2.718,-5.412,-6.579,-5.795,-5.017,-9.073,-7.828,-6.574,-13.14,-12.11,-11.01,-18.85,-18.97,-18.92,0.3341,0.5433,0.4816,1.239e-10,1.292e-10,1.292e-10,0.5318,0.5353,0.5348,1.381e-10,1.392e-10,1.392e-10,2.0,2.0,0.3729,0.5367,0.4368,0.1561,6.827e-11,0.5274,5.313e-11,6.82e-11,0.3174,4.779e-11,5.314e-11,6.83e-11,0.3139,1.276e-11,0.09651,-0.1235,0.3127,0.09648,8.766e-12,0.03759,3.038e-11,2.913e-11,1.259e-11,3.044e-11,0.0,0.0,0.0,-0.2687,0.0,0.001516,1.172e-13,-0.293,0.0002748,1.427e-13,0.0,0.0
1.843e-06,0.0006107999999999,1.9090000000000003e-09,407.7,5.804e-14,667.9,-0.01975,-5.127,-10.26,-6.579,-10.13,-13.73,-9.066,-10.47,-11.96,-13.12,-12.05,-11.2,-18.81,-15.06,-11.9,0.02454,0.2026,0.1522,1.256e-10,1.307e-10,1.306e-10,0.05842,0.1473,0.1007,1.366e-10,1.384e-10,1.384e-10,2.0,2.0,0.1342,0.1192,0.104,0.04873,6.752e-11,0.1165,5.747e-11,6.645e-11,0.1104,5.552e-11,5.749e-11,6.752e-11,0.1194,2.533e-11,0.1083,0.04139,0.1163,0.08525,2.563e-11,0.09578,3.246e-11,3.24e-11,2.483e-11,3.257e-11,1.565e-11,1.059e-11,0.1376,-0.001841,8.843e-12,0.06183,1.049e-11,0.1177,0.1363,1.56e-11,0.06371,1.533e-11
5.972e-06,0.0007202999999999,2.233e-10,1354.0,1.1440000000000002e-13,376.2,-0.01964,-24.49,-15.45,-6.588,-32.4,-22.06,-9.095,-36.77,-26.52,-13.17,-43.47,-36.89,-18.88,-52.54,-51.63,0.1561,0.37,0.3215,1.142e-10,1.225e-10,1.225e-10,-0.004926,0.01904,0.01655,9.918e-11,1.113e-10,1.113e-10,1.0,2.0,0.2644,0.005957,-0.008418,0.1246,2.854e-11,0.005904,4.768e-11,1.585e-11,0.2385,4.19e-11,4.769e-11,2.855e-11,0.0,1.074e-11,0.0577,-0.09581,5.436e-05,0.05557,8.316e-12,-0.01828,2.13e-13,0.0,1.056e-11,0.0,0.0,0.0,0.0,-0.228,0.0,0.0004613,9.118e-14,-0.01329,1.866e-05,3.009e-13,0.0,0.0
8.411e-06,0.002111,1.727e-09,570.2,2.1040000000000002e-13,1272.0,-0.01958,-34.09,-37.6,-6.598,-41.39,-31.25,-9.109,-45.9,-38.2,-13.17,-53.36,-51.64,-18.87,-62.39,-66.57,0.06365,0.117,0.1096,1.102e-10,1.188e-10,1.188e-10,0.01306,0.04935,0.0493,8.803e-11,1.073e-10,1.073e-10,1.0,2.0,0.06114,0.0,-0.0451,-0.01526,1.807e-11,0.0162,4.84e-11,0.0,0.0588,4.294e-11,4.851e-11,0.0,0.0,0.0,0.0,-0.05906,0.0001272,0.0005214,0.0,-0.06492,3.057e-13,0.0,2.032e-12,0.0,0.0,0.0,0.0,-0.04793,0.0,0.0003556,3.38e-13,-0.0456,0.00016,1.772e-13,0.0,0.0
4.538e-06,0.0017929999999999,2.7530000000000003e-09,582.7,1.451e-13,850.1,-0.01967,-22.51,-23.71,-6.583,-26.34,-20.07,-9.085,-28.62,-19.31,-13.16,-33.7,-24.81,-18.88,-42.03,-36.84,0.2299,0.2573,0.2516,1.363e-10,1.38e-10,1.38e-10,0.1346,0.1768,0.1689,1.415e-10,1.418e-10,1.418e-10,1.0,2.0,0.2493,0.1728,-0.04143,0.2237,6.084e-11,0.1666,6.525e-11,5.548e-11,0.249,6.353e-11,6.526e-11,6.087e-11,0.1565,3.021e-11,0.1714,0.04912,0.1423,0.1706,2.935e-11,-0.005083,1.813e-11,1.18e-11,3.02e-11,1.815e-11,0.0,0.0,0.0,-0.1571,0.0,4.318e-05,3.809e-13,-0.1928,0.001265,1.55e-13,0.0,0.0
