fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_maxWidth Vout_1 14G,eye_width Vout_2 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_1 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width_XY Vout_1 28G,eye_width Vout_2 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_1 28G,eye_width_XY Vout_2 28G,eye_height Vout_2 56G,eye_width_XY Vout_1 56G,eye_height_XY Vout_2 56G,eye_height Vout_1 56G,eye_maxWidth Vout_1 56G,eye_height_XY Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width Vout_1 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_2 56G
8.757e-06,0.002043,1.991e-10,1146.0,1.512e-13,1084.0,-0.01957,-52.79,-49.84,-6.6,-39.97,-28.61,-9.11,-44.19,-36.81,-13.17,-52.13,-50.88,-18.87,-62.45,-67.34,0.07588,0.1208,0.1107,1.292e-10,1.329e-10,1.329e-10,-0.001331,0.0,9.922e-05,0.0,0.0,1.892e-11,1.0,2.0,4.397e-06,-0.00133,6.204e-11,0.0,6.198e-11,2.117e-13,-0.01787,0.0,0.0,0.07292,0.0698,5.943e-11,0.0,0.0,0.0,-0.001154,5.937e-06,6.006e-05,1.206e-13,0.0,0.0,-0.05999,0.0,4.952e-13,-0.0007801,1.878e-14,5.465e-06,-0.0503,0.0,6.689e-05,0.0,0.0,0.0,0.0,0.0,3.539e-13
7.533e-06,0.001956,2.45e-10,154.9,3.559000000000001e-13,751.3,-0.0197,-10.55,-21.07,-6.578,-4.83,-3.07,-9.104,-7.248,-5.212,-13.18,-15.27,-17.13,-18.88,-26.29,-33.53,0.145,0.225,0.2108,1.208e-10,1.262e-10,1.262e-10,-0.02476,0.06632,0.06632,1.133e-10,1.237e-10,1.237e-10,2.0,2.0,0.06385,-0.0763,5.645e-11,-1.698e-11,5.626e-11,3.409e-11,-0.009849,3.409e-11,0.06629,0.1239,0.1233,5.415e-11,0.0,0.0,0.0,-0.1173,0.0009978,0.0002384,3.853e-13,0.0,0.0,-0.1337,0.0,7.051e-13,-0.09325,4.745e-13,0.0003871,-0.09368,0.0,0.0002391,0.0,0.0,0.0,0.0,0.0,3.013e-13
5.197e-06,0.0007704999999999,4.621e-10,901.8,7.901e-13,50.73,-0.01963,-0.1508,10.72,-6.587,-6.96,3.892,-9.095,-10.29,-0.3365,-13.17,-16.6,-9.635,-18.88,-26.35,-24.33,0.1005,0.559,0.4652,9.154e-11,1.06e-10,1.06e-10,0.2418,0.5221,0.4774,9.065e-11,1.053e-10,1.053e-10,1.0,2.0,0.06367,-0.02275,2.215e-11,1.861e-12,2.202e-11,1.69e-11,-0.1071,1.69e-11,0.07276,0.1493,0.1447,7.389e-12,0.0,0.0,0.0,-0.2817,0.001716,0.00422,6.476e-13,0.0,0.0,-0.3832,0.0,4.347e-13,-0.2794,1.803e-13,0.002469,-0.3369,0.0,0.001964,0.0,0.0,0.0,0.0,0.0,4.803e-13
1.294e-06,0.001956,1.22e-09,1331.0,6.615000000000002e-13,933.7,-0.01975,-41.67,-39.51,-6.58,-46.1,-38.25,-9.07,-48.18,-40.3,-13.13,-50.96,-43.23,-18.82,-53.7,-46.58,0.0566,0.1653,0.1317,1.138e-10,1.193e-10,1.186e-10,0.001978,0.003651,0.002939,1.141e-10,1.185e-10,1.173e-10,1.0,2.0,0.001842,0.0002041,4.719e-11,4.249e-11,4.61e-11,4.783e-11,0.002007,4.812e-11,0.002501,0.1014,0.0838,4.203e-11,0.0,0.0,0.0,-0.0009201,0.0007031,0.01332,6.991e-12,0.0,0.0,-0.06211,0.0,9.905e-12,-0.002136,1.372e-13,5.789e-06,-0.08832,0.0,0.0001255,0.0,0.0,0.0,0.0,0.0,2.25e-13
4.953e-06,0.001148,5.083e-10,244.9,3.803e-14,1416.0,-0.01973,-11.91,-23.81,-6.578,-15.17,-23.79,-9.066,-13.49,-17.99,-13.14,-13.04,-12.94,-18.88,-19.59,-19.94,0.1007,0.2043,0.1348,1.31e-10,1.344e-10,1.343e-10,0.002496,0.0,0.04969,0.0,0.0,6.616e-11,2.0,2.0,0.04646,-0.0605,6.182e-11,5.485e-11,6.173e-11,5.809e-11,0.1271,5.809e-11,0.05402,0.1696,0.1588,5.921e-11,2.012e-11,2.647e-11,0.03134,-0.07362,0.02883,0.1622,2.623e-11,1.534e-11,0.1636,0.1428,2.486e-11,2.003e-11,-0.1092,7.914e-12,0.01194,-0.06166,8.165e-12,0.02862,0.01294,-2.428e-12,2.809e-12,6.993e-12,0.02907,2.804e-12
7.154e-06,0.001536,2.456e-09,1418.0,5.367000000000001e-13,1303.0,-0.0196,-53.53,-49.68,-6.593,-53.88,-40.13,-9.105,-56.07,-46.23,-13.17,-59.79,-55.3,-18.88,-65.3,-66.66,0.233,0.2585,0.2579,9.958e-11,1.099e-10,1.098e-10,-0.001108,0.0,2.509e-06,0.0,0.0,1.002e-12,1.0,2.0,1.731e-06,-0.0009968,4.307e-11,0.0,4.261e-11,6.473e-13,0.121,0.0,0.0,0.2296,0.2291,4.015e-11,0.0,0.0,0.0,-0.0009339,2.883e-06,0.0009263,8.359e-13,0.0,0.0,-0.2549,0.0,3.697e-13,-0.0008058,1.076e-13,4.142e-06,-0.1986,0.0,0.0007943,0.0,0.0,0.0,0.0,0.0,2.974e-13
8.175e-06,0.002418,2.3430000000000003e-09,949.6,7.652000000000001e-13,470.9,-0.01958,-51.77,-44.96,-6.598,-57.22,-45.04,-9.109,-58.91,-51.19,-13.17,-62.33,-60.17,-18.87,-67.75,-71.42,-0.001242,0.05578,0.04896,1.167e-10,1.203e-10,1.2e-10,-0.000301,0.0002713,0.0002711,8.168e-11,9.676e-11,9.675e-11,1.0,2.0,3.692e-07,-0.0003768,3.83e-11,0.0,3.822e-11,2.298e-13,-0.03512,0.0,0.0,0.01704,0.01681,3.316e-11,0.0,0.0,0.0,-0.0003181,3.768e-07,0.000234,4.843e-13,0.0,0.0,-0.04368,0.0,5.182e-13,-0.0002152,1.33e-13,1.348e-07,-0.0286,0.0,6.89e-05,0.0,0.0,0.0,0.0,0.0,1.361e-13
2.377e-06,0.001296,1.505e-09,554.3,3.465000000000001e-13,314.7,-0.01972,-1.795,-0.1288,-6.579,-5.722,-0.7584,-9.073,-7.668,-1.885,-13.14,-11.72,-5.692,-18.85,-18.07,-12.15,0.2514,0.4248,0.3785,1.258e-10,1.307e-10,1.307e-10,0.5767,0.6046,0.6002,1.365e-10,1.381e-10,1.381e-10,1.0,2.0,0.6029,0.5609,5.635e-11,6.625e-11,5.635e-11,6.708e-11,0.1596,6.709e-11,0.604,0.3262,0.2736,5.37e-11,3.128e-11,1.974e-11,0.4764,0.22,0.4618,0.1477,1.942e-11,3.074e-11,0.1637,-0.02371,1.705e-11,3.127e-11,-0.1938,1.037e-13,0.1057,-0.2065,0.0,0.0002769,0.1062,5.534e-12,9.23e-12,0.0,0.0,8.923e-12
2.767e-06,0.0009308,1.225e-09,1285.0,5.945e-13,1130.0,-0.01971,-27.93,-25.0,-6.581,-32.1,-20.48,-9.074,-34.64,-23.11,-13.14,-38.9,-28.17,-18.85,-45.16,-36.72,0.2472,0.3524,0.3519,1.159e-10,1.199e-10,1.197e-10,0.01202,0.01855,0.0185,1.066e-10,1.144e-10,1.143e-10,1.0,2.0,0.01786,0.007033,5.21e-11,4.514e-11,5.061e-11,4.704e-11,0.2014,4.784e-11,0.0211,0.3325,0.2843,5.072e-11,1.3e-11,1.777e-11,0.007533,-0.009953,0.006821,0.1443,1.682e-11,1.14e-11,0.1548,-0.09456,1.237e-11,1.143e-11,-0.02085,9.888e-14,3.044e-05,-0.2489,3.15e-13,0.0004938,0.0,0.0,0.0,-7.235e-12,0.003874,9.538e-14
7.132e-06,0.002085,1.426e-09,886.7,4.961e-14,1453.0,-0.0196,-46.94,-48.11,-6.593,-34.79,-30.86,-9.103,-36.65,-28.82,-13.17,-42.72,-38.03,-18.87,-52.58,-54.2,0.02285,0.0557,0.04897,1.344e-10,1.368e-10,1.368e-10,-0.0005242,0.000624,0.0004514,8.34e-11,9.761e-11,9.76e-11,1.0,2.0,9.942e-05,-0.00189,6.225e-11,0.0,6.216e-11,1.065e-11,0.01157,0.0,0.0,0.04426,0.04004,6.067e-11,0.0,2.273e-11,0.0,-0.001393,3.202e-06,0.01927,2.272e-11,0.0,0.01945,-0.02545,2.187e-11,8.199e-14,-0.001089,4.354e-13,6.917e-06,-0.03683,0.0,0.0001761,0.0,0.0,0.0,0.0,0.0,3.786e-13
9.142e-06,0.001302,2.323e-09,1390.0,3.292e-13,1413.0,-0.01955,-49.41,-46.51,-6.602,-47.4,-35.15,-9.111,-52.07,-45.18,-13.17,-59.26,-58.3,-18.87,-67.28,-72.33,0.2233,0.2824,0.2822,1.068e-10,1.162e-10,1.162e-10,-0.003717,0.0005432,0.0003687,2.877e-11,5.4e-11,5.097e-11,1.0,2.0,2.259e-05,-0.002623,4.04e-11,0.0,4.039e-11,6.184e-13,0.06091,0.0,0.0,0.2293,0.2279,3.221e-11,0.0,0.0,0.0,-0.002583,2.093e-05,0.006617,1.921e-12,0.0,0.0,-0.2766,0.0,5.716e-13,-0.001878,1.429e-13,3.013e-06,-0.2193,0.0,0.0009731,0.0,0.0,0.0,0.0,0.0,1.384e-13
4.78e-06,0.0008506,3.526e-10,512.6,3.8700000000000014e-14,918.2,-0.01971,-3.13,-6.095,-6.578,-7.996,-9.282,-9.071,-7.814,-6.375,-13.15,-9.904,-5.765,-18.88,-18.32,-16.67,0.05532,0.2067,0.1527,1.252e-10,1.305e-10,1.305e-10,0.05209,0.2073,0.09902,1.339e-10,1.363e-10,1.362e-10,2.0,2.0,0.15,0.07154,5.653e-11,6.008e-11,5.64e-11,6.225e-11,0.1047,6.236e-11,0.1664,0.145,0.145,5.184e-11,2.497e-11,2.39e-11,0.1419,0.07053,0.1395,0.1362,2.326e-11,2.283e-11,0.1506,0.09219,2.269e-11,2.448e-11,-0.08231,6.037e-12,0.00786,-0.1119,6.169e-12,0.02243,0.0,0.0,0.0,3.804e-12,0.02256,2.805e-12
8.343e-06,0.0006262999999999,2.0379999999999998e-09,261.5,3.417e-13,1435.0,-0.0197,-11.0,-21.99,-6.584,-2.738,1.1,-9.109,-6.474,-3.687,-13.18,-14.17,-15.0,-18.87,-23.79,-28.66,0.3668,0.3243,0.3241,1.034e-10,1.136e-10,1.136e-10,0.0769,0.0159,0.01324,3.207e-11,6.089e-11,6.046e-11,2.0,2.0,0.006346,-0.2037,3.641e-11,0.0,3.63e-11,4.165e-12,0.07329,0.0,0.0,0.2663,0.2557,2.578e-11,0.0,7.904e-13,0.0,-0.2465,0.002256,0.0008433,1.248e-13,0.0,0.004981,-0.345,-1.058e-11,7.117e-13,-0.2492,2.474e-14,0.001748,-0.2713,0.0,0.0001714,0.0,0.0,0.0,0.0,0.0,2.721e-13
3.703e-06,0.001111,2.5750000000000003e-09,1227.0,6.749e-13,944.4,-0.01968,-33.92,-29.9,-6.582,-38.93,-26.21,-9.08,-41.5,-29.17,-13.15,-45.81,-35.13,-18.87,-52.01,-44.89,0.3526,0.4061,0.4054,1.197e-10,1.23e-10,1.228e-10,0.008929,0.01341,0.01337,1.108e-10,1.177e-10,1.177e-10,1.0,2.0,0.0136,0.006472,5.462e-11,4.866e-11,5.355e-11,5.014e-11,0.267,5.144e-11,0.01537,0.4105,0.36,5.365e-11,1.467e-11,1.958e-11,0.005753,-0.005798,0.005477,0.1996,1.86e-11,1.259e-11,0.204,-0.05604,1.459e-11,1.381e-11,-0.01434,1.741e-13,3.097e-05,-0.301,0.0,0.0009706,0.0,0.0,0.0,0.0,0.0,1.977e-13
7.697e-06,0.0008650999999999,1.369e-09,1360.0,8.313e-13,1227.0,-0.01959,-36.1,-31.51,-6.595,-42.62,-29.77,-9.106,-46.66,-37.86,-13.17,-53.46,-50.03,-18.87,-61.71,-64.19,0.3052,0.3731,0.3725,7.592e-11,8.831e-11,8.813e-11,-0.003365,0.006852,0.006849,5.562e-11,7.372e-11,7.362e-11,1.0,2.0,4.875e-05,-0.0107,1.914e-11,0.0,1.142e-11,8.103e-13,-0.06776,0.0,0.0,0.0941,0.09389,1.837e-11,0.0,0.0,0.0,-0.0131,2.3e-05,0.0005212,8.422e-13,0.0,0.0,-0.4257,0.0,2.835e-13,-0.00938,8.068e-14,4.421e-05,-0.3442,0.0,0.0002584,0.0,0.0,0.0,0.0,0.0,7.658e-13
9.882e-06,0.002154,2.926e-09,1238.0,5.3770000000000013e-14,905.0,-0.01959,-51.02,-46.35,-6.605,-34.24,-27.72,-9.11,-36.99,-32.18,-13.17,-44.21,-45.03,-18.86,-54.91,-61.83,-0.02894,0.0298,0.02591,8.137e-11,9.942e-11,9.94e-11,-0.0009264,0.0,1.559e-06,0.0,0.0,2.716e-12,1.0,2.0,2.82e-05,-0.001027,0.0,0.0,3.588e-12,4.188e-12,-0.04533,0.0,0.0,0.0,0.0001993,0.0,0.0,0.0,0.0,-0.001001,7.522e-06,2.963e-05,9.844e-14,0.0,0.0,-0.03545,0.0,1.091e-12,-0.0006967,3.414e-13,2.932e-06,-0.02565,0.0,9.05e-05,0.0,0.0,0.0,0.0,0.0,2.557e-13
9.554e-06,0.0006892999999999,1.847e-09,191.3,1.704e-13,189.5,-0.01963,-1.958,-3.941,-6.589,-7.646,-8.729,-9.105,-9.949,-10.76,-13.17,-16.47,-19.72,-18.87,-25.71,-32.61,0.07822,0.4533,0.4037,8.594e-11,1.018e-10,1.018e-10,0.2871,0.383,0.3638,9.039e-11,1.054e-10,1.054e-10,2.0,2.0,0.04102,0.03327,0.0,5.085e-12,7.024e-12,1.653e-11,-0.2675,1.709e-11,0.04269,0.0,0.02089,0.0,0.0,0.0,0.0,-0.2087,0.0007609,0.0002681,2.376e-13,0.0,0.0,-0.3738,0.0,2.14e-13,-0.1904,4.261e-13,0.0004022,-0.2763,0.0,0.001633,0.0,0.0,0.0,0.0,0.0,1.107e-13
1.0029999999999998e-06,0.001764,8.281e-10,183.8,4.132e-13,379.7,-0.01976,-18.92,-37.67,-6.58,-24.66,-42.66,-9.069,-26.97,-44.8,-13.13,-30.58,-47.97,-18.82,-34.83,-50.83,-0.0052,0.09401,0.07359,9.874e-11,1.113e-10,1.113e-10,0.001416,0.006129,0.004873,1.112e-10,1.202e-10,1.201e-10,2.0,2.0,0.002572,-0.000183,3.199e-11,3.532e-11,3.192e-11,4.051e-11,-0.02119,4.072e-11,0.003302,0.03801,0.03029,2.02e-11,5.34e-12,0.0,0.000581,-0.001856,0.0003255,0.0005628,4.715e-13,3.891e-12,0.0,-0.06645,0.0,4.958e-12,-0.003518,3.768e-14,3.495e-06,-0.061,0.0,0.0001336,0.0,0.0,0.0,0.0,0.0,8.617e-14
3.741e-06,0.0008842,7.088e-10,649.2,5.952000000000001e-13,265.6,-0.01968,3.146,7.74,-6.581,-0.1768,8.173,-9.085,-2.842,5.636,-13.16,-8.406,-1.008,-18.88,-17.22,-12.77,0.417,0.6477,0.5889,1.311e-10,1.344e-10,1.343e-10,0.8956,0.8549,0.8547,1.406e-10,1.41e-10,1.41e-10,2.0,2.0,0.8561,0.7514,5.94e-11,6.981e-11,5.939e-11,6.975e-11,0.1854,6.975e-11,0.8575,0.478,0.4224,5.428e-11,2.89e-11,1.733e-11,0.4581,0.1317,0.4521,0.1399,1.733e-11,2.586e-11,0.1415,-0.162,1.365e-11,2.89e-11,-0.3189,1.327e-13,0.000981,-0.3005,0.0,0.001388,0.0,0.0,0.0,0.0,0.0,1.129e-13
7.217999999999999e-06,0.002358,2.284e-09,374.6,1.461e-14,253.7,-0.0196,-13.18,-10.08,-6.593,-20.42,-17.54,-9.104,-24.45,-22.12,-13.17,-31.73,-30.96,-18.87,-41.8,-44.16,-0.03653,0.04147,0.03649,7.81e-11,9.624e-11,9.612e-11,-0.05857,0.05552,0.05175,7.735e-11,9.538e-11,9.523e-11,1.0,2.0,0.0003437,-0.08258,2.092e-12,0.0,6.554e-13,2.348e-12,-0.05325,0.0,0.0,0.001072,0.0001524,-2.177e-11,0.0,0.0,0.0,-0.06685,0.0003001,3.596e-05,6.222e-14,0.0,0.0,-0.04463,0.0,9.07e-13,-0.04574,3.108e-13,3.504e-05,-0.03317,0.0,0.0001769,0.0,0.0,0.0,0.0,0.0,1.33e-13
7.65e-06,0.001017,2.137e-09,75.16,9.197000000000002e-13,724.2,-0.0197,-16.22,-32.44,-6.582,-8.962,-11.45,-9.096,-9.519,-10.08,-13.18,-12.46,-11.74,-18.88,-20.48,-22.03,0.4831,0.5278,0.5271,9.864e-11,1.064e-10,1.063e-10,0.08734,0.05832,0.05798,6.349e-11,8.92e-11,8.919e-11,2.0,2.0,0.05811,-0.04401,3.342e-11,8.901e-12,3.047e-11,1.814e-11,0.02856,1.815e-11,0.06421,0.2437,0.2426,3.167e-11,0.0,0.0,0.0,-0.08013,0.003486,0.001023,1.757e-13,0.0,0.0,-0.4594,0.0,5.226e-13,-0.1628,1.468e-13,0.002505,-0.3309,0.0,0.0008495,0.0,0.0,0.0,0.0,0.0,5.673e-13
2.375e-06,0.0008615,1.442e-09,62.35,1.506e-13,1054.0,-0.01975,-22.62,-45.27,-6.578,-20.52,-34.52,-9.066,-19.08,-29.18,-13.13,-18.4,-23.76,-18.81,-17.71,-16.92,0.3233,0.34,0.3359,1.418e-10,1.42e-10,1.42e-10,-0.0007579,0.02518,0.02404,1.404e-10,1.408e-10,1.407e-10,2.0,2.0,0.02346,0.014,6.835e-11,6.752e-11,6.835e-11,6.84e-11,0.3135,6.841e-11,0.02395,0.3396,0.339,6.74e-11,3.126e-11,3.27e-11,0.02374,-0.09875,0.02374,0.249,3.269e-11,2.963e-11,0.2752,0.101,3.157e-11,3.121e-11,-0.06834,1.095e-11,0.0253,-0.07276,1.096e-11,0.0959,0.02573,1.168e-11,1.305e-11,9.222e-12,0.09836,1.301e-11
3.506e-06,0.002197,7.617999999999998e-10,237.2,2.424e-13,859.4,-0.01973,-9.275,-18.24,-6.576,-6.504,-6.029,-9.073,-7.363,-5.135,-13.15,-11.33,-8.771,-18.87,-18.31,-16.55,0.1704,0.198,0.1979,1.376e-10,1.385e-10,1.385e-10,0.007772,0.07059,0.07051,1.343e-10,1.367e-10,1.367e-10,2.0,2.0,0.07121,0.006706,6.751e-11,5.15e-11,6.749e-11,5.763e-11,0.09449,5.764e-11,0.07128,0.1778,0.1615,6.702e-11,1.659e-11,2.875e-11,0.06711,-0.01238,0.06645,0.08571,2.87e-11,1.064e-11,0.08661,-0.02847,2.739e-11,1.658e-11,-0.09043,4.683e-14,0.0006784,-0.08831,0.0,8.713e-05,0.0,0.0,0.0,0.0,0.0,4.065e-13
2.295e-06,0.001199,2.5440000000000003e-09,136.2,6.038e-13,1215.0,-0.01975,-16.03,-32.09,-6.578,-11.27,-16.05,-9.068,-12.11,-15.25,-13.13,-12.57,-12.16,-18.81,-11.66,-5.36,0.2028,0.3158,0.3156,1.197e-10,1.221e-10,1.218e-10,0.05909,0.02973,0.02969,1.216e-10,1.281e-10,1.28e-10,2.0,2.0,0.04014,0.02969,5.421e-11,6.093e-11,5.258e-11,6.035e-11,0.1505,6.037e-11,0.04312,0.2995,0.2502,5.465e-11,2.991e-11,2.175e-11,0.1073,0.03223,0.1021,0.1536,2.036e-11,2.976e-11,0.1676,-0.02508,1.817e-11,2.942e-11,-0.01981,1.404e-12,0.09772,-0.1234,0.0,0.01782,0.1196,1.456e-11,1.482e-11,0.0,0.0,1.435e-11
1.887e-06,0.001759,2.103e-10,255.1,3.398000000000001e-13,640.3,-0.01974,-8.798,-17.44,-6.579,-9.488,-12.21,-9.069,-11.46,-13.67,-13.13,-15.45,-17.6,-18.82,-21.4,-23.84,0.2728,0.3602,0.3426,1.396e-10,1.4e-10,1.4e-10,0.1206,0.136,0.1359,1.337e-10,1.361e-10,1.361e-10,2.0,2.0,0.1374,0.1122,6.65e-11,5.719e-11,6.65e-11,6.088e-11,0.1329,6.09e-11,0.1376,0.3044,0.2701,6.499e-11,2.534e-11,2.531e-11,0.09857,0.02217,0.09405,0.1413,2.53e-11,2.315e-11,0.1457,-0.03526,2.171e-11,2.528e-11,-0.09828,3.613e-14,0.0004326,-0.1521,0.0,0.0002519,0.0,0.0,0.0,0.0,0.0,1.032e-12
7.718e-06,0.001605,1.8119999999999997e-09,932.4,1.0070000000000003e-13,1479.0,-0.01959,-42.64,-43.49,-6.595,-39.97,-30.83,-9.106,-43.45,-34.05,-13.17,-50.44,-46.88,-18.87,-60.09,-62.71,0.1157,0.2037,0.2007,1.383e-10,1.398e-10,1.398e-10,0.002032,0.00389,0.003487,1.214e-10,1.272e-10,1.272e-10,1.0,2.0,0.001524,-0.000107,6.148e-11,4.072e-11,6.147e-11,4.704e-11,0.1341,4.732e-11,0.001621,0.2027,0.2016,5.758e-11,0.0,2.192e-11,0.0,-0.00208,1.882e-05,0.06146,2.189e-11,0.0,0.06201,-0.05098,1.77e-11,8.22e-13,-0.001569,1.051e-13,5.147e-06,-0.1343,0.0,0.0004185,0.0,0.0,0.0,0.0,0.0,2.123e-13
4.248e-06,0.001537,1.8559999999999998e-09,337.1,5.033000000000001e-13,403.0,-0.0197,-1.849,-3.222,-6.578,-1.866,3.544,-9.084,-3.873,2.249,-13.16,-8.678,-2.798,-18.89,-16.62,-12.28,0.4828,0.5297,0.5297,1.364e-10,1.379e-10,1.379e-10,0.4678,0.4491,0.4489,1.342e-10,1.368e-10,1.367e-10,2.0,2.0,0.452,0.3012,6.376e-11,5.66e-11,6.377e-11,6.087e-11,0.2828,6.087e-11,0.4524,0.4712,0.437,6.184e-11,2.475e-11,2.128e-11,0.291,0.04499,0.2885,0.1569,2.127e-11,2.053e-11,0.1597,-0.04771,1.772e-11,2.475e-11,-0.4329,4.312e-13,0.002399,-0.2186,0.0,0.001898,0.0,0.0,0.0,0.0,0.0,4.289e-13
4.402e-06,0.001431,2.518e-10,207.8,9.672000000000002e-13,1299.0,-0.01973,-10.7,-21.37,-6.58,-4.051,-1.52,-9.082,-6.765,-4.386,-13.16,-12.03,-10.71,-18.88,-20.57,-21.98,0.2589,0.3129,0.3123,1.032e-10,1.068e-10,1.066e-10,-0.1525,0.006038,0.00583,6.934e-11,7.371e-11,6.966e-11,2.0,2.0,0.04786,-0.05363,3.813e-11,1.99e-11,3.711e-11,2.061e-11,0.1294,2.072e-11,0.05155,0.2556,0.2265,3.876e-11,2.568e-12,0.0,0.008077,-0.3231,0.005878,0.005205,2.295e-12,-7.057e-12,0.0,-0.2112,0.0,2.55e-12,-0.3176,6.872e-14,0.003017,-0.2572,0.0,0.000863,0.0,0.0,0.0,0.0,0.0,2.445e-13
1.116e-06,0.0009872,2.326e-09,603.0,7.632e-14,403.8,-0.01975,-2.897,-5.141,-6.579,-8.775,-10.33,-9.067,-10.23,-10.75,-13.13,-12.99,-12.26,-18.81,-16.92,-14.7,0.006983,0.1777,0.1314,1.059e-10,1.169e-10,1.168e-10,0.01925,0.1422,0.1021,1.276e-10,1.329e-10,1.328e-10,2.0,2.0,0.07567,0.02873,4.277e-11,6.107e-11,4.275e-11,6.276e-11,-0.0156,6.28e-11,0.09106,0.09128,0.06887,3.694e-11,2.97e-11,0.0,0.07548,-0.004108,0.04683,0.03018,1.065e-11,2.923e-11,0.0,-0.02164,0.0,2.966e-11,0.05966,9.448e-13,0.06132,-0.06547,0.0,0.004195,0.07951,1.243e-11,1.315e-11,0.0,0.0,1.308e-11
2.052e-06,0.002092,7.264e-11,1022.0,7.969000000000002e-13,975.7,-0.01972,-39.8,-38.18,-6.58,-44.15,-35.02,-9.072,-46.38,-37.28,-13.13,-49.59,-40.86,-18.83,-53.18,-45.76,0.1222,0.2338,0.2009,1.16e-10,1.192e-10,1.183e-10,0.005417,0.007778,0.00709,1.096e-10,1.13e-10,1.126e-10,1.0,2.0,0.004735,0.001533,4.729e-11,4.365e-11,4.696e-11,4.274e-11,0.03321,4.326e-11,0.005911,0.1541,0.1268,4.311e-11,8.191e-12,0.0,0.0008687,-0.003219,0.0008358,0.01396,6.042e-12,6.382e-12,0.0,-0.0913,0.0,6.862e-12,-0.006179,3.277e-14,2.623e-05,-0.1239,0.0,0.0001722,0.0,0.0,0.0,0.0,0.0,1.444e-14
1.282e-06,0.002013,1.101e-10,1497.0,9.482000000000001e-13,179.8,-0.01978,-42.9,-35.51,-6.582,-48.85,-40.04,-9.071,-50.69,-41.84,-13.13,-52.92,-44.31,-18.82,-54.99,-47.31,0.01834,0.139,0.1106,1.04e-10,1.152e-10,1.151e-10,0.0002036,0.002224,0.001687,1.053e-10,1.159e-10,1.159e-10,1.0,2.0,0.0008034,-0.0003377,3.508e-11,2.619e-11,3.505e-11,3.568e-11,-0.02188,3.577e-11,0.00104,0.06071,0.04952,2.067e-11,0.0,0.0,0.0,-0.001011,5.83e-05,0.00103,7.268e-13,0.0,0.0,-0.09104,0.0,2.048e-12,-0.001385,8.043e-14,4.314e-06,-0.07909,0.0,0.0006996,0.0,0.0,0.0,0.0,0.0,7.625e-14
1.649e-06,0.001601,1.4790000000000002e-09,544.3,6.104e-13,1269.0,-0.01974,-9.56,-15.12,-6.58,-9.274,-6.418,-9.07,-11.68,-8.689,-13.13,-15.66,-12.51,-18.82,-21.17,-17.57,0.1655,0.2587,0.2227,1.156e-10,1.198e-10,1.198e-10,0.06123,0.1043,0.1035,1.011e-10,1.098e-10,1.096e-10,1.0,2.0,0.1347,0.05889,4.788e-11,4.09e-11,4.785e-11,4.27e-11,0.0575,4.296e-11,0.1485,0.1857,0.1481,4.589e-11,0.0,0.0,0.0,-0.03185,0.06569,0.05586,1.252e-11,0.0,0.0,-0.07055,0.0,9.935e-12,-0.1386,1.129e-13,0.007003,-0.1494,0.0,0.0007858,0.0,0.0,0.0,0.0,0.0,2.159e-13
