fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height Vout_2 14G,eye_height_XY Vout_1 14G,eye_maxHeight Vout_2 14G,eye_width Vout_1 14G,eye_maxWidth Vout_2 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height Vout_1 14G,eye_width_XY Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 28G,eye_height_XY Vout_2 28G,eye_height Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_1 28G,eye_height Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_2 56G,eye_height Vout_2 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_1 56G,eye_height Vout_1 56G
3.944e-06,0.0009815,1.29e-09,698.1,5.188e-13,1335.0,-0.0197,-6.112,-8.451,-6.582,-4.203,5.365,-9.086,-7.075,2.369,-13.16,-12.56,-4.452,-18.88,-21.24,-16.33,0.302,0.323,0.323,1.11e-10,1.19e-10,1.19e-10,0.351,0.149,0.148,8.88e-11,1.08e-10,1.08e-10,1.0,2.0,0.1803,0.1533,0.3175,0.1838,4.713e-11,3.132e-11,5.009e-11,0.3623,0.2133,3.13e-11,2.7e-11,5.012e-11,0.1142,0.01379,-0.07934,3.964e-12,1.265e-11,0.02198,1.068e-11,-0.131,1.289e-12,1.165e-11,1.258e-12,0.1062,0.0,0.005513,0.0,0.0,0.0,0.0,-0.2975,0.0006759,1.467e-13,0.0,1.019e-13,-0.3219
2.802e-06,0.0008734,1.796e-09,81.82,6.084000000000002e-14,1171.0,-0.0198,-20.7,-41.42,-6.578,-22.14,-37.75,-9.065,-19.15,-29.28,-13.12,-16.28,-19.55,-18.81,-13.77,-9.511,0.161,0.237,0.197,1.36e-10,1.38e-10,1.38e-10,-0.00669,0.0252,0.0172,7.17e-11,3.32e-11,9.3e-11,2.0,2.0,0.01574,-0.2031,0.198,0.0,6.636e-11,0.0,6.731e-11,0.2068,0.198,2.938e-11,0.0,6.731e-11,0.2151,0.006612,-0.2463,2.242e-11,3.096e-11,0.008488,3.094e-11,0.202,1.889e-11,3.044e-11,2.245e-11,0.2147,1.398e-11,0.006156,0.0,1.45e-11,0.0,0.0,-0.09881,0.1546,5.302e-12,0.1564,1.44e-11,0.07596
8.63e-06,0.0005071,2.573e-09,559.1,7.552000000000003e-13,340.5,-0.0196,3.292,6.593,-6.602,0.725,8.463,-9.116,-4.908,-0.168,-13.17,-13.62,-13.63,-18.87,-24.29,-29.5,0.463,0.687,0.642,1.32e-10,1.35e-10,1.35e-10,0.793,0.825,0.824,1.12e-10,1.19e-10,1.19e-10,2.0,2.0,0.2757,0.1346,0.3401,0.2808,4.832e-11,3.882e-11,5.39e-11,0.3403,0.007576,3.829e-11,3.433e-11,5.39e-11,0.0,0.000474,-0.2387,1.033e-13,0.0,0.0,8.314e-13,-0.3139,0.0,0.0,0.0,0.003151,0.0,0.002567,0.0,0.0,0.0,0.0,-0.3476,0.0007394,2.132e-13,0.0,9.877e-14,-0.2775
8.458e-06,0.0005068,7.015e-11,789.8,3.209000000000001e-13,540.6,-0.0196,3.522,7.177,-6.602,1.555,10.64,-9.118,-4.217,1.661,-13.17,-13.44,-12.94,-18.87,-24.94,-30.5,0.514,0.617,0.617,1.38e-10,1.39e-10,1.39e-10,0.447,0.616,0.615,1.2e-10,1.28e-10,1.28e-10,2.0,2.0,0.3807,0.2402,0.4136,0.3842,6.549e-11,5.064e-11,6.717e-11,0.415,0.1265,5.064e-11,4.451e-11,6.716e-11,0.0,0.001571,-0.2808,1.586e-13,0.0,0.0,2.231e-12,-0.3669,0.0,0.0,0.0,0.0002932,0.0,0.001097,0.0,0.0,0.0,0.0,-0.2781,0.002276,3.712e-13,0.0,4.108e-13,-0.2298
9.128999999999998e-06,0.001187,8.602999999999998e-10,349.7,5.273e-14,848.6,-0.0197,-4.881,-9.649,-6.583,-8.943,-11.12,-9.097,-9.055,-8.349,-13.18,-15.13,-16.21,-18.87,-26.35,-33.23,0.173,0.241,0.237,1.1e-10,1.19e-10,1.19e-10,0.15,0.206,0.204,1.19e-10,1.26e-10,1.26e-10,2.0,2.0,0.1447,0.05209,0.1838,0.1604,3.966e-11,5.55e-11,4.65e-11,0.2003,0.144,5.55e-11,5.186e-11,4.652e-11,0.01344,0.0529,-0.02664,1.603e-11,7.727e-12,0.05444,6.435e-12,-0.055,1.098e-11,7.582e-12,1.622e-11,0.008861,0.0,0.0001737,0.0,0.0,0.0,0.0,-0.1241,0.001747,4.232e-14,0.0,3.95e-13,-0.1362
3.927e-06,0.001078,2.573e-09,1235.0,2.348e-13,440.0,-0.0197,-32.5,-25.09,-6.582,-40.37,-28.91,-9.081,-43.28,-31.11,-13.15,-47.58,-37.03,-18.87,-53.47,-46.85,0.424,0.488,0.488,1.32e-10,1.35e-10,1.35e-10,0.0155,0.0189,0.0187,1.3e-10,1.34e-10,1.34e-10,1.0,2.0,0.01657,0.01469,0.4501,0.01811,6.261e-11,6.225e-11,6.35e-11,0.4824,0.4265,6.224e-11,6.1e-11,6.351e-11,0.3497,0.01068,0.001606,2.682e-11,2.867e-11,0.01079,2.864e-11,0.124,2.529e-11,2.799e-11,2.708e-11,0.3336,-1.681e-12,6.257e-05,0.0,1.08e-12,0.0,0.0,-0.01148,0.01296,7.063e-13,0.01636,4.16e-12,-0.2461
8.291e-06,0.001898,2.915e-11,1118.0,7.532000000000002e-13,990.4,-0.0196,-52.74,-48.62,-6.598,-57.48,-45.14,-9.11,-59.0,-51.33,-13.17,-62.34,-60.31,-18.87,-67.75,-71.7,0.1,0.186,0.155,8.73e-11,9.53e-11,9.5e-11,9.25e-05,0.00065,0.000607,9.47e-11,1e-10,1e-10,1.0,2.0,6.703e-06,-0.0005775,0.02413,0.0,1.766e-11,0.0,1.158e-11,0.02931,-0.1021,2.364e-12,0.0,1.631e-11,0.0,2.129e-06,-0.0006422,3.367e-13,0.0,0.0,1.271e-13,-0.1565,0.0,0.0,0.0,0.0001239,0.0,5.436e-07,-1.461e-11,0.0,5.275e-06,8.808e-13,-0.000478,0.0005096,9.572e-14,0.0,1.65e-13,-0.1152
8.48e-06,0.001075,2.5880000000000003e-10,312.4,9.438e-13,863.3,-0.0197,-4.994,-9.953,-6.6,-0.17,6.561,-9.115,-5.822,-2.109,-13.17,-14.75,-15.96,-18.87,-26.06,-33.01,0.318,0.467,0.466,8.47e-11,9.45e-11,9.42e-11,0.0944,0.135,0.133,1.38e-11,5.59e-11,5.56e-11,2.0,2.0,0.01951,-0.3707,0.04107,0.0,1.323e-11,0.0,1.677e-11,0.0417,-0.1879,1.284e-12,0.0,1.811e-11,0.0,0.002826,-0.4662,4.076e-13,0.0,0.0,1.982e-13,-0.3696,0.0,0.0,0.0,0.001764,0.0,0.007741,0.0,0.0,0.0,0.0,-0.4575,0.001187,1.75e-12,0.0,1.272e-13,-0.3207
7.13e-06,0.001573,1.977e-09,21.89,4.040000000000001e-13,974.9,-0.0197,-29.2,-58.42,-6.575,-14.61,-22.7,-9.081,-9.928,-10.95,-13.18,-9.727,-6.435,-18.89,-18.31,-17.72,0.313,0.305,0.305,1.18e-10,1.24e-10,1.24e-10,-0.085,0.00674,0.00569,8.62e-11,9.93e-11,9.9e-11,2.0,2.0,0.001544,-0.3157,0.2826,0.0,5.146e-11,0.0,5.425e-11,0.2893,0.1525,1.709e-11,0.0,5.425e-11,0.0,0.0003907,-0.189,2.941e-12,0.0,0.0,3.806e-12,-0.2503,0.0,0.0,0.0,0.001452,0.0,0.0008591,0.0,0.0,0.0,0.0,-0.1615,0.0006958,5.164e-13,0.0,9.784e-14,-0.182
6.128e-06,0.001635,1.525e-09,275.8,6.955e-13,247.5,-0.0197,0.0306,0.306,-6.584,-1.04,4.923,-9.103,-4.083,1.683,-13.18,-10.86,-7.473,-18.89,-20.46,-20.87,0.35,0.489,0.454,1.25e-10,1.3e-10,1.3e-10,0.622,0.593,0.593,1.33e-10,1.36e-10,1.36e-10,2.0,2.0,0.5726,0.3562,0.2681,0.5917,4.355e-11,6.152e-11,4.955e-11,0.2718,0.09475,6.145e-11,5.742e-11,4.965e-11,0.0,0.01348,-0.3713,7.26e-12,0.0,0.0,8.384e-14,-0.2257,0.0,0.0,0.0,0.0004129,0.0,0.0014,0.0,0.0,0.0,0.0,-0.3134,0.001592,1.668e-13,0.0,3.157e-13,-0.1752
3.828e-06,0.0008057,1.13e-09,165.7,5.718e-13,1444.0,-0.0197,-14.74,-29.5,-6.578,-7.92,-9.349,-9.074,-9.922,-10.86,-13.14,-13.36,-13.67,-18.86,-18.05,-17.21,0.284,0.308,0.307,1.06e-10,1.14e-10,1.14e-10,0.159,0.00685,0.00367,8.92e-11,1.28e-12,6.89e-11,2.0,2.0,0.01931,0.04096,0.2911,0.02032,4.527e-11,3.033e-11,4.622e-11,0.3384,0.1965,3.016e-11,2.678e-11,4.768e-11,0.1021,0.02558,0.03547,2.957e-12,1.159e-11,0.0,9.69e-12,-0.1436,0.0,1.032e-11,0.0,0.09197,0.0,0.002496,0.0,0.0,0.0,0.0,-0.1924,0.002963,2.513e-13,0.0,3.027e-13,-0.2734
2.718e-06,0.001261,2.295e-09,778.4,5.847000000000001e-13,1064.0,-0.0197,-17.67,-18.28,-6.581,-20.01,-11.08,-9.074,-22.53,-13.46,-13.14,-26.86,-17.96,-18.85,-33.46,-25.42,0.265,0.347,0.347,1.22e-10,1.25e-10,1.25e-10,0.129,0.134,0.134,1.09e-10,1.18e-10,1.18e-10,1.0,2.0,0.1649,0.1125,0.2956,0.165,5.541e-11,4.731e-11,5.466e-11,0.3448,0.1982,4.709e-11,4.562e-11,5.593e-11,0.1957,0.09541,0.01844,1.293e-11,2.146e-11,0.09669,2.043e-11,-0.03743,1.497e-11,1.715e-11,1.53e-11,0.1787,0.0,7.125e-05,0.0,0.0,0.0,0.0,-0.1797,0.001186,2.131e-13,0.0,5.94e-13,-0.2176
1.742e-06,0.0021,1.143e-09,1230.0,6.237000000000002e-13,1046.0,-0.0197,-44.08,-42.02,-6.581,-48.34,-39.01,-9.071,-50.2,-40.84,-13.13,-52.47,-43.34,-18.82,-54.67,-46.45,0.121,0.232,0.198,1.2e-10,1.23e-10,1.23e-10,0.00206,0.00385,0.00353,1.14e-10,1.18e-10,1.18e-10,1.0,2.0,0.00242,0.0009903,0.1286,0.003283,4.812e-11,4.758e-11,4.963e-11,0.1598,0.03589,4.71e-11,4.595e-11,5.012e-11,0.0,0.001302,-0.001121,1.285e-11,0.0,0.001467,1.188e-11,-0.06414,9.987e-12,0.0,1.355e-11,0.03887,0.0,1.697e-05,0.0,0.0,0.0,0.0,-0.002689,0.0003267,2.216e-13,0.0,1.712e-13,-0.1342
3.3809999999999995e-06,0.0005407,2.0800000000000003e-09,1230.0,9.935000000000002e-13,652.4,-0.0197,-0.392,4.956,-6.582,-3.535,7.724,-9.082,-6.418,4.536,-13.15,-11.67,-1.936,-18.87,-19.82,-13.08,0.276,0.467,0.4,1.18e-10,1.21e-10,1.2e-10,0.189,0.248,0.23,1.08e-10,1.13e-10,1.12e-10,1.0,2.0,0.1516,0.1035,0.2569,0.181,4.664e-11,4.424e-11,4.855e-11,0.3157,0.1237,4.303e-11,4.525e-11,4.901e-11,0.06965,0.01216,-0.06918,7.152e-12,1.126e-11,0.02265,1.088e-11,-0.1012,6.561e-12,1.065e-11,9.043e-12,0.06944,0.0,0.0002671,0.0,0.0,0.0,0.0,-0.1806,0.002501,5.726e-14,0.0,1.976e-13,-0.2642
9.033e-06,0.002035,1.222e-09,430.4,5.44e-13,1383.0,-0.0196,-20.84,-26.46,-6.601,-21.08,-11.19,-9.111,-26.25,-20.7,-13.17,-34.83,-34.91,-18.87,-45.92,-51.69,0.0197,0.102,0.0813,6.77e-11,8.13e-11,8.11e-11,-0.226,0.0,0.00298,0.0,0.0,2.28e-11,1.0,2.0,0.004262,-0.2512,0.001443,0.0,0.0,0.0,1.262e-12,0.0,-0.04943,5.484e-13,0.0,0.0,0.0,0.001194,-0.2411,7.956e-13,0.0,0.0,6.7e-13,-0.1036,0.0,0.0,0.0,0.0006487,0.0,0.0005979,0.0,0.0,0.0,0.0,-0.1614,1.28e-05,9.779e-14,0.0,1.607e-13,-0.07027
8.462999999999998e-06,0.002047,2.593e-09,1093.0,6.623e-13,405.8,-0.0196,-51.87,-43.45,-6.599,-54.54,-42.4,-9.11,-57.5,-50.02,-13.17,-62.08,-60.26,-18.87,-68.02,-72.08,0.031,0.165,0.144,1.26e-10,1.28e-10,1.28e-10,-0.000775,0.0,1.32e-05,0.0,0.0,6.37e-12,1.0,2.0,1.532e-06,-0.0006779,0.05281,0.0,4.177e-11,0.0,4.576e-11,0.05304,-0.08582,7.241e-13,0.0,4.579e-11,0.0,1.487e-06,-0.0005163,1.451e-13,0.0,0.0,3.232e-13,-0.102,0.0,0.0,0.0,0.0003665,0.0,4.88e-07,0.0,0.0,0.0,0.0,-0.0003192,0.0002438,2.891e-13,0.0,1.224e-13,-0.07461
5.167e-06,0.002178,1.825e-09,1470.0,3.472e-13,288.8,-0.0198,-50.02,-39.6,-6.593,-51.68,-38.6,-9.094,-53.39,-41.5,-13.17,-56.73,-48.76,-18.88,-61.78,-59.19,0.0335,0.136,0.116,1.23e-10,1.29e-10,1.29e-10,-0.000183,0.0,8.77e-05,0.0,0.0,3.32e-11,1.0,2.0,1.893e-06,-0.0005699,0.07046,6.825e-06,4.383e-11,7.589e-13,5.161e-11,0.07989,-0.02377,9.332e-13,-1.871e-11,5.172e-11,0.0,1.442e-06,-0.0005008,4.183e-13,0.0,0.0,5.471e-12,-0.08416,0.0,0.0,0.0,0.003066,0.0,2.536e-07,0.0,0.0,0.0,0.0,-0.0003932,0.0004469,3.405e-14,0.0,1.642e-13,-0.07845
7.557e-06,0.0007516,3.342e-10,1111.0,2.156e-13,843.1,-0.0196,-18.5,-14.49,-6.593,-24.25,-12.63,-9.104,-28.24,-19.43,-13.17,-35.71,-32.34,-18.87,-46.27,-48.91,0.374,0.487,0.486,1.36e-10,1.38e-10,1.38e-10,0.0271,0.0742,0.0739,1.3e-10,1.34e-10,1.34e-10,1.0,2.0,0.05896,-0.01394,0.4841,0.06027,5.519e-11,5.05e-11,6.017e-11,0.4852,0.2647,5.049e-11,4.105e-11,6.023e-11,0.05204,1.108e-05,-0.08426,1.647e-13,1.353e-11,0.0,1.329e-11,-0.2873,0.0,6.633e-12,0.0,0.04855,0.0,0.0003584,0.0,0.0,0.0,0.0,-0.05656,0.001256,5.218e-13,0.0,1.596e-13,-0.2241
4.774e-06,0.0009222999999999,2.952e-09,208.6,6.522000000000001e-13,58.09,-0.0197,0.516,0.995,-6.581,-5.089,-3.669,-9.08,-6.105,-3.218,-13.16,-8.074,-2.906,-18.9,-14.52,-9.312,0.141,0.58,0.467,9.77e-11,1.11e-10,1.11e-10,0.381,0.622,0.525,1.08e-10,1.19e-10,1.18e-10,2.0,2.0,0.3895,0.4509,0.2039,0.4285,1.984e-11,4.284e-11,3.123e-11,0.2389,0.008412,4.279e-11,3.483e-11,3.128e-11,0.0,0.1441,0.2444,9.67e-12,0.0,0.0,1.151e-12,-0.313,0.0,0.0,0.0,0.003081,0.0,0.001177,0.0,0.0,0.0,0.0,-0.2338,0.0003146,5.868e-14,0.0,3.1e-14,-0.3563
5.362e-06,0.0006602,1.1730000000000002e-09,601.9,5.591e-14,445.9,-0.0197,2.128,4.384,-6.581,-3.689,-0.645,-9.082,-5.078,-0.673,-13.17,-9.411,-4.584,-18.89,-18.76,-17.76,0.0277,0.301,0.224,1.11e-10,1.2e-10,1.2e-10,0.173,0.386,0.304,1.18e-10,1.25e-10,1.25e-10,2.0,2.0,0.293,0.27,0.1307,0.3027,3.604e-11,5.002e-11,4.353e-11,0.1586,0.02259,5.002e-11,4.436e-11,4.356e-11,0.05426,0.1823,0.1355,1.807e-11,9.597e-12,0.1875,9.332e-12,-0.04166,1.75e-11,7.538e-12,1.867e-11,0.05386,0.0,0.0004114,-7.87e-12,0.0,0.004728,4.532e-13,-0.2755,0.001159,1.068e-13,0.0,4.15e-13,-0.2198
9.454e-06,0.002215,1.436e-09,1050.0,1.4980000000000005e-13,1430.0,-0.0196,-51.52,-51.07,-6.603,-39.48,-28.29,-9.111,-44.19,-37.78,-13.17,-52.51,-52.41,-18.86,-63.07,-69.1,0.0307,0.0689,0.0604,1.15e-10,1.23e-10,1.23e-10,-0.00121,0.0,6.68e-05,0.0,0.0,3.49e-11,1.0,2.0,2.73e-06,-0.0007512,0.03422,0.0,5.081e-11,0.0,5.301e-11,0.03561,-0.01453,3.114e-13,0.0,5.316e-11,0.0,1.314e-06,-0.0006684,1.622e-13,0.0,0.0,3.444e-13,-0.03898,0.0,0.0,0.0,3.162e-05,0.0,2.199e-06,0.0,0.0,0.0,0.0,-0.0004265,2.961e-05,3.195e-13,0.0,4.598e-14,-0.0251
2.808e-06,0.001712,2.0379999999999998e-09,179.3,4.378000000000001e-13,186.0,-0.0197,-4.878,-9.732,-6.578,-8.819,-11.07,-9.07,-9.733,-10.42,-13.13,-11.41,-9.779,-18.84,-13.01,-7.367,0.156,0.355,0.299,1.13e-10,1.22e-10,1.22e-10,0.235,0.265,0.263,1.34e-10,1.37e-10,1.37e-10,2.0,2.0,0.2398,0.2398,0.1828,0.2607,3.905e-11,6.594e-11,4.606e-11,0.2244,0.09324,6.591e-11,6.466e-11,4.606e-11,0.06246,0.2042,0.2218,3.142e-11,1.027e-11,0.2385,9.704e-12,-0.02829,3.108e-11,7.121e-12,3.154e-11,0.06057,0.0,0.1535,1.397e-11,0.0,0.1544,1.429e-11,0.1461,0.001455,1.426e-11,0.0,2.086e-13,-0.1644
3.928e-06,0.001599,2.264e-09,197.5,6.236000000000001e-13,732.0,-0.0197,-9.078,-18.13,-6.577,-4.88,-3.193,-9.075,-6.322,-3.584,-13.15,-8.689,-4.187,-18.89,-13.58,-7.392,0.33,0.378,0.377,1.29e-10,1.31e-10,1.31e-10,0.101,0.116,0.115,1.22e-10,1.28e-10,1.28e-10,2.0,2.0,0.1214,0.0733,0.3319,0.1224,5.779e-11,5.391e-11,5.875e-11,0.3599,0.2329,5.382e-11,4.884e-11,5.894e-11,0.1413,0.1758,0.09012,2.078e-11,1.94e-11,0.1798,1.888e-11,-0.03947,1.969e-11,1.701e-11,2.122e-11,0.1404,0.0,0.003654,1.716e-12,0.0,0.009801,3.957e-12,-0.1914,0.001124,1.589e-12,0.0,1.034e-13,-0.2262
1.89e-06,0.002496,1.465e-09,336.7,8.993e-13,1246.0,-0.0197,-10.39,-19.44,-6.58,-9.705,-10.9,-9.071,-12.05,-13.1,-13.13,-15.72,-16.35,-18.83,-20.21,-19.54,0.0648,0.153,0.124,1.07e-10,1.1e-10,1.07e-10,0.0243,0.0463,0.0458,9.11e-11,9.48e-11,9.43e-11,2.0,2.0,0.04983,0.02341,0.07889,0.06016,3.786e-11,3.762e-11,4.268e-11,0.09793,0.006933,3.307e-11,3.663e-11,4.274e-11,0.0,0.03122,-0.03005,1.011e-11,0.0,0.0,6.366e-12,-0.07048,0.0,0.0,0.0,0.01712,0.0,7.539e-05,0.0,0.0,0.0,0.0,-0.07155,8.403e-05,3.565e-13,0.0,2.28e-14,-0.108
1.897e-06,0.002362,1.254e-10,963.4,5.646e-13,561.2,-0.0197,-38.95,-36.11,-6.58,-44.42,-36.39,-9.071,-46.61,-38.46,-13.13,-49.77,-41.88,-18.83,-53.23,-46.41,0.119,0.243,0.213,1.31e-10,1.34e-10,1.34e-10,0.00697,0.0115,0.0103,1.32e-10,1.34e-10,1.34e-10,1.0,2.0,0.007396,0.002868,0.1457,0.00876,5.485e-11,5.925e-11,5.804e-11,0.169,0.03774,5.914e-11,5.763e-11,5.816e-11,0.046,0.003211,-0.002425,1.901e-11,1.574e-11,0.003243,1.536e-11,-0.06068,1.636e-11,1.098e-11,1.907e-11,0.04553,0.0,7.709e-06,0.0,0.0,0.0,0.0,-0.005141,0.0009339,1.602e-13,0.0,1.732e-13,-0.09538
4.199e-06,0.0022719999999999,1.899e-09,762.3,8.644e-13,283.5,-0.0197,-36.68,-30.24,-6.583,-43.21,-32.0,-9.083,-45.76,-34.92,-13.16,-49.94,-40.99,-18.87,-55.79,-50.64,0.0428,0.168,0.139,1.3e-10,1.32e-10,1.32e-10,0.00632,0.0179,0.0156,1.33e-10,1.34e-10,1.34e-10,1.0,2.0,0.01005,-0.002244,0.08442,0.01053,4.955e-11,5.855e-11,5.464e-11,0.09377,-0.03093,5.854e-11,5.585e-11,5.472e-11,0.0,0.0004044,-0.009882,5.827e-12,0.0,0.0,6.721e-12,-0.08544,0.0,0.0,0.0,0.005135,0.0,1.723e-05,0.0,0.0,0.0,0.0,-0.00787,0.0002435,1.23e-13,0.0,1.646e-13,-0.08474
5.285999999999999e-06,0.002093,4.49e-10,1060.0,2.4050000000000004e-13,918.5,-0.0197,-49.13,-46.02,-6.586,-49.76,-37.39,-9.092,-51.87,-40.08,-13.17,-55.45,-47.6,-18.88,-60.71,-58.34,0.15,0.184,0.184,1.31e-10,1.34e-10,1.34e-10,-0.000247,0.000892,0.000719,1.01e-10,1.13e-10,1.13e-10,1.0,2.0,0.0001957,-0.0003759,0.1415,0.0001957,6.055e-11,2.086e-11,6.282e-11,0.1557,0.05275,2.082e-11,7.925e-12,6.281e-11,0.04383,7.783e-07,-0.0007182,7.251e-14,2.324e-11,0.0,2.283e-11,-0.05701,0.0,2.154e-11,0.0,0.04341,0.0,4.889e-07,0.0,0.0,0.0,0.0,-0.0005703,0.0009249,8.165e-14,0.0,2.392e-13,-0.08076
4.266e-06,0.000721,2.124e-09,818.3,9.661e-13,401.9,-0.0197,2.871,7.784,-6.584,0.523,10.78,-9.092,-2.71,7.14,-13.17,-8.811,-0.628,-18.89,-18.0,-13.37,0.44,0.659,0.592,1.3e-10,1.32e-10,1.31e-10,0.597,0.618,0.617,1.2e-10,1.23e-10,1.23e-10,2.0,2.0,0.5959,0.5089,0.4096,0.6088,5.507e-11,5.427e-11,5.665e-11,0.4777,0.1543,5.324e-11,5.319e-11,5.678e-11,0.111,0.09539,-0.0659,1.078e-11,1.444e-11,0.09809,1.416e-11,-0.1918,9.076e-12,1.119e-11,1.276e-11,0.1093,0.0,0.003737,0.0,0.0,0.0,0.0,-0.2698,0.0006304,2.628e-13,0.0,1.286e-13,-0.3167
6.843e-06,0.001749,2.426e-09,660.4,1.532e-13,286.7,-0.0196,-27.39,-21.07,-6.591,-35.38,-27.18,-9.102,-40.15,-31.48,-13.17,-47.59,-42.76,-18.88,-57.04,-57.76,0.0661,0.24,0.211,1.01e-10,1.13e-10,1.13e-10,0.0558,0.13,0.119,1.04e-10,1.15e-10,1.15e-10,1.0,2.0,0.04161,-0.007772,0.0942,0.04177,2.355e-11,3.432e-11,3.287e-11,0.1007,0.02171,3.43e-11,2.597e-11,3.286e-11,0.0,0.0001369,-0.09722,9.525e-14,0.0,0.0,6.633e-13,-0.1699,0.0,0.0,0.0,0.001684,0.0,0.0008248,0.0,0.0,0.0,0.0,-0.07228,0.001383,2.536e-13,0.0,3.228e-13,-0.1412
5.977999999999999e-06,0.0008002999999999,8.497999999999998e-10,454.7,3.916000000000001e-13,469.2,-0.0197,0.197,0.465,-6.583,0.322,7.418,-9.101,-2.855,3.964,-13.18,-10.12,-6.328,-18.88,-20.53,-21.6,0.665,0.686,0.686,1.4e-10,1.41e-10,1.41e-10,0.689,0.659,0.659,1.26e-10,1.31e-10,1.31e-10,2.0,2.0,0.6491,0.43,0.5773,0.6625,6.82e-11,5.102e-11,6.884e-11,0.6046,0.3022,5.102e-11,4.291e-11,6.889e-11,0.1457,0.001348,-0.4308,1.012e-12,2.373e-11,0.0,2.368e-11,-0.2394,0.0,1.942e-11,0.0,0.1455,0.0,0.001413,0.0,0.0,0.0,0.0,-0.4094,0.000522,2.988e-14,0.0,1.454e-13,-0.2797
7.334999999999999e-06,0.0023889999999999,2.806e-09,1429.0,9.422000000000002e-13,610.0,-0.02,-35.35,-27.69,-6.606,-58.14,-45.8,-9.107,-60.67,-52.32,-13.17,-63.05,-60.03,-18.87,-67.78,-70.58,0.00737,0.0605,0.0516,1.04e-10,1.08e-10,1.07e-10,4.88e-05,6.09e-05,6.05e-05,1.02e-10,1.07e-10,1.06e-10,1.0,2.0,6.146e-05,4.174e-05,0.01745,7.454e-05,2.89e-11,4.233e-11,2.942e-11,0.0187,-0.03906,4.227e-11,3.773e-11,2.981e-11,0.0,2.018e-05,-1.986e-05,1.223e-11,0.0,2.103e-05,5.298e-13,-0.04614,1.255e-11,0.0,1.435e-11,0.0002868,0.0,3.8e-07,0.0,0.0,0.0,0.0,-6.622e-05,4.13e-05,1.622e-13,0.0,5.341e-14,-0.03543
4.292e-06,0.0019219999999999,2.496e-09,1168.0,3.719e-13,1479.0,-0.0197,-50.15,-49.23,-6.583,-58.8,-45.69,-9.084,-57.15,-44.58,-13.16,-56.73,-46.78,-18.88,-59.2,-53.77,0.177,0.176,0.176,1.15e-10,1.22e-10,1.22e-10,0.00134,0.00147,0.00146,1.18e-10,1.24e-10,1.24e-10,1.0,2.0,0.001362,0.000836,0.1687,0.00157,5.031e-11,5.579e-11,5.269e-11,0.1865,0.1108,5.507e-11,5.385e-11,5.294e-11,0.07013,0.0005808,-0.0003056,1.716e-11,1.583e-11,0.0006029,1.488e-11,-0.06472,1.506e-11,1.384e-11,1.731e-11,0.06606,0.0,3.88e-06,0.0,0.0,0.0,0.0,-0.001243,0.000211,6.656e-14,0.0,1.056e-13,-0.1424
4.4770000000000005e-06,0.001716,1.109e-09,1294.0,6.554e-13,698.0,-0.0197,-48.51,-42.4,-6.584,-58.04,-44.39,-9.085,-56.88,-44.3,-13.16,-56.79,-47.23,-18.88,-59.57,-54.84,0.281,0.349,0.349,1.27e-10,1.29e-10,1.29e-10,0.00224,0.00287,0.00261,1.29e-10,1.31e-10,1.31e-10,1.0,2.0,0.001956,0.001037,0.2755,0.002248,5.461e-11,5.66e-11,5.625e-11,0.2988,0.1558,5.648e-11,5.427e-11,5.626e-11,0.04316,0.0002908,-0.0007726,9.042e-12,1.218e-11,0.0003361,1.168e-11,-0.1546,6.132e-12,9.492e-12,9.135e-12,0.04209,0.0,4.156e-06,0.0,0.0,0.0,0.0,-0.001503,0.0008045,1.214e-13,0.0,1.003e-13,-0.1845
