fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_1 14G,eye_maxHeight Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_1 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_1 28G,eye_height Vout_2 28G,eye_height Vout_1 28G,eye_height_XY Vout_1 28G,eye_width Vout_2 28G,eye_width Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width_XY Vout_2 28G,eye_maxHeight Vout_2 28G,eye_height_XY Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_1 56G,eye_height Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_1 56G,eye_maxHeight Vout_1 56G,eye_height_XY Vout_1 56G,eye_width Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width_XY Vout_2 56G,eye_width Vout_2 56G,eye_maxWidth Vout_2 56G
1.966e-06,0.0006783999999999,2.34e-09,1330.0,4.632e-13,1279.0,-0.01973,-14.56,-12.85,-6.58,-17.76,-7.852,-9.071,-20.26,-10.27,-13.13,-24.46,-14.69,-18.83,-30.65,-21.77,0.2065,0.3014,0.3012,1.206e-10,1.238e-10,1.237e-10,0.02076,0.04607,0.04599,1.127e-10,1.189e-10,1.188e-10,1.0,2.0,0.04398,0.233,4.988e-11,0.01737,5.49e-11,0.05297,5.517e-11,5.022e-11,0.2799,5.374e-11,5.018e-11,0.1433,2.229e-11,-0.0152,-0.03094,0.1412,1.832e-11,1.917e-11,1.776e-11,1.631e-11,0.02754,0.02346,0.166,2.142e-11,0.0,-0.0393,-0.1112,0.00131,7.22e-13,0.0,0.003516,0.0,0.0,1.71e-12,0.0,0.0
1.5189999999999998e-06,0.0006522,1.158e-09,1277.0,8.513e-13,402.7,-0.01974,-6.624,-1.458,-6.58,-11.67,-3.296,-9.07,-14.16,-5.773,-13.13,-18.34,-10.18,-18.82,-24.45,-17.1,0.1696,0.386,0.3212,1.272e-10,1.3e-10,1.3e-10,0.07771,0.1687,0.1442,1.284e-10,1.309e-10,1.307e-10,1.0,2.0,0.09375,0.2079,5.365e-11,0.01737,4.934e-11,0.1142,5.384e-11,5.616e-11,0.2522,5.357e-11,5.595e-11,0.0349,1.315e-11,-0.05166,-0.1173,0.06558,1.309e-11,8.264e-12,1.617e-11,1.567e-11,0.03555,0.03395,0.06702,1.315e-11,0.0,-0.08479,-0.1713,3.661e-05,2.604e-14,0.0,0.0002111,0.0,0.0,2.303e-14,0.0,0.0
3.373e-06,0.001076,2.508e-09,654.1,5.740000000000001e-13,368.4,-0.01969,-1.758,1.607,-6.581,-4.943,3.519,-9.08,-7.436,1.354,-13.15,-12.21,-3.729,-18.87,-19.89,-12.86,0.5121,0.6583,0.6244,1.385e-10,1.395e-10,1.395e-10,0.6539,0.646,0.6459,1.373e-10,1.383e-10,1.383e-10,1.0,2.0,0.654,0.4982,6.489e-11,0.614,6.395e-11,0.6544,6.575e-11,6.647e-11,0.5572,6.572e-11,6.644e-11,0.2748,2.549e-11,0.3304,-0.03919,0.2734,2.656e-11,2.26e-11,2.828e-11,2.808e-11,0.5103,0.5096,0.2817,2.549e-11,0.0,-0.3639,-0.2941,0.0004242,1.845e-13,0.0,0.0006424,0.0,0.0,2.44e-13,0.0,0.0
3.225e-06,0.001181,1.927e-09,1070.0,8.736e-14,238.7,-0.0197,-27.61,-19.4,-6.581,-34.48,-25.89,-9.077,-37.63,-28.36,-13.14,-42.85,-33.11,-18.86,-49.52,-41.73,0.01259,0.3547,0.2667,9.934e-11,1.145e-10,1.144e-10,-0.003364,0.03031,0.023,9.807e-11,1.116e-10,1.116e-10,1.0,2.0,0.009743,0.1245,2.508e-11,-0.008017,3.153e-11,0.01191,3.807e-11,3.377e-11,0.1599,3.803e-11,3.373e-11,-0.003078,0.0,-0.01261,-0.0644,0.01986,0.0,0.0,0.0,8.479e-13,0.0,0.0002081,0.0,5.346e-12,0.0,-0.01965,-0.1715,2.283e-05,1.091e-13,0.0,0.0008731,0.0,0.0,3.108e-14,0.0,0.0
1.448e-06,0.001188,1.922e-09,599.5,8.878e-13,1216.0,-0.01975,-5.745,-9.923,-6.58,-5.906,-2.975,-9.07,-8.308,-5.28,-13.13,-12.15,-8.914,-18.82,-17.18,-13.28,0.09964,0.2548,0.2046,1.076e-10,1.112e-10,1.083e-10,0.02454,0.1315,0.1303,9.498e-11,9.622e-11,9.605e-11,2.0,2.0,0.128,0.1256,0.0,0.07925,4.031e-11,0.0,4.39e-11,0.0,0.1648,4.323e-11,3.335e-11,0.008499,0.0,-0.0509,-0.0914,0.02786,0.0,0.0,0.0,1.039e-11,0.0,0.07791,0.0,7.237e-12,0.0,-0.164,-0.1402,0.001505,3.56e-13,0.0,0.0007328,0.0,0.0,4.179e-13,0.0,0.0
6.502999999999999e-06,0.0008937999999999,2.221e-09,387.9,8.385000000000001e-13,951.6,-0.01969,-4.258,-8.472,-6.588,0.7693,8.338,-9.107,-3.167,3.289,-13.18,-10.36,-6.844,-18.88,-20.16,-20.83,0.3754,0.446,0.4452,9.855e-11,1.049e-10,1.047e-10,0.6434,0.1475,0.1464,5.057e-11,8.011e-11,7.99e-11,2.0,2.0,0.02678,0.291,-1.61e-13,0.112,3.615e-11,0.03675,3.752e-11,2.233e-12,0.2923,3.469e-11,5.645e-12,0.1319,0.0,-0.4201,-0.3785,0.003382,0.0,0.0,0.0,2.148e-13,0.0,0.002426,0.0,9.759e-13,0.0,-0.4948,-0.3324,0.0007092,2.192e-13,0.0,0.002062,0.0,0.0,1.635e-13,0.0,0.0
7.74e-06,0.001674,2.9700000000000003e-09,1499.0,2.7760000000000005e-13,676.5,-0.01961,-56.9,-49.34,-6.596,-45.46,-32.35,-9.107,-49.2,-40.24,-13.17,-56.1,-52.8,-18.87,-64.67,-67.32,0.3223,0.3429,0.3427,1.384e-10,1.394e-10,1.394e-10,-0.003442,0.0002163,0.0001672,1.116e-11,4.02e-11,3.945e-11,1.0,2.0,9.886e-06,0.3046,0.0,-0.002231,6.608e-11,0.0,6.755e-11,0.0,0.3052,6.756e-11,6.714e-13,0.1353,5.624e-12,-0.002235,-0.1926,0.01745,0.0,1.025e-12,0.0,2.477e-13,0.0,6.761e-06,0.0282,1.24e-11,0.0,-0.001567,-0.1494,6.013e-06,3.803e-13,0.0,0.001069,0.0,0.0,1.973e-13,0.0,0.0
5.051e-06,0.001777,2.407e-09,919.4,4.186000000000001e-13,525.7,-0.01965,-38.88,-33.66,-6.585,-47.7,-35.39,-9.09,-50.21,-38.59,-13.16,-53.86,-45.47,-18.88,-59.02,-55.54,0.3577,0.3759,0.3757,1.409e-10,1.412e-10,1.412e-10,0.01405,0.01481,0.01481,1.382e-10,1.39e-10,1.39e-10,1.0,2.0,0.01261,0.3212,6.707e-11,0.006442,6.702e-11,0.01282,6.781e-11,6.767e-11,0.3344,6.78e-11,6.767e-11,0.1886,2.331e-11,-0.005131,-0.1046,0.0985,1.721e-11,1.828e-11,2.262e-11,2.248e-11,0.0027,0.002658,0.09881,2.33e-11,0.0,-0.006389,-0.1477,4.467e-06,2.475e-13,0.0,0.001288,0.0,0.0,5.826e-14,0.0,0.0
2.998e-06,0.001288,1.134e-09,638.0,1.0130000000000001e-13,1383.0,-0.01971,-12.17,-16.41,-6.579,-13.02,-9.207,-9.074,-14.31,-7.489,-13.14,-18.47,-10.69,-18.86,-25.59,-19.11,0.1997,0.2651,0.2593,1.393e-10,1.403e-10,1.403e-10,-0.02465,0.1429,0.1323,1.401e-10,1.408e-10,1.408e-10,1.0,2.0,0.1222,0.257,6.105e-11,0.08764,6.572e-11,0.129,6.698e-11,6.418e-11,0.2581,6.697e-11,6.418e-11,0.265,2.924e-11,-0.09134,0.1419,0.258,1.678e-11,2.775e-11,2.201e-11,2.201e-11,0.1192,0.1192,0.2617,2.923e-11,8.596e-12,-0.1442,-0.1019,0.001156,8.508e-12,0.05768,0.05678,6.511e-12,0.009085,4.161e-13,-3.97e-12,4.952e-13
3.899e-06,0.002467,2.572e-09,1188.0,3.227000000000001e-13,371.2,-0.01974,-57.15,-49.21,-6.585,-55.26,-43.23,-9.083,-55.58,-43.31,-13.15,-56.49,-46.16,-18.87,-59.07,-52.85,0.0328,0.09986,0.08636,1.305e-10,1.338e-10,1.338e-10,-0.0004408,0.0003871,0.0002992,5.457e-11,8.017e-11,8.001e-11,1.0,2.0,1.226e-06,0.05943,0.0,-0.0004731,5.487e-11,0.0,5.856e-11,0.0,0.06852,5.849e-11,2.911e-13,-0.0005824,1.733e-11,-0.0005356,-0.04176,0.02141,0.0,1.194e-11,0.0,1.917e-13,0.0,1.243e-06,0.02159,1.713e-11,0.0,-0.000381,-0.05196,1.011e-06,1.117e-14,0.0,1.703e-05,0.0,0.0,1.204e-13,0.0,0.0
5.576e-06,0.0006309,2.985e-09,730.6,2.731000000000001e-13,999.1,-0.01969,-0.8307,-1.412,-6.581,2.155,11.55,-9.103,-1.184,8.095,-13.18,-8.396,-1.979,-18.89,-18.49,-16.71,0.4182,0.4165,0.4163,1.319e-10,1.346e-10,1.346e-10,0.338,0.3318,0.3316,1.191e-10,1.267e-10,1.267e-10,2.0,2.0,0.3319,0.4259,3.424e-11,0.1168,5.518e-11,0.3329,5.886e-11,4.414e-11,0.4263,5.885e-11,4.414e-11,0.3366,2.189e-11,-0.1087,-0.04121,0.1847,-2.918e-12,1.964e-11,8.875e-13,2.746e-12,0.01882,0.00267,0.1868,2.185e-11,0.0,-0.3408,-0.2695,0.0007277,1.219e-13,0.0,0.0007543,0.0,0.0,1.631e-13,0.0,0.0
8.085e-06,0.001009,5.49e-10,731.9,8.724e-13,1064.0,-0.01961,-10.36,-9.674,-6.597,-12.93,-2.027,-9.109,-17.7,-10.57,-13.17,-25.9,-24.06,-18.87,-36.93,-40.98,0.3113,0.4098,0.4088,7.851e-11,8.983e-11,8.965e-11,0.02449,0.1956,0.1922,3.205e-11,5.87e-11,5.87e-11,1.0,2.0,0.01334,0.04569,0.0,-0.2258,1.717e-11,0.0,2.132e-11,0.0,0.04643,2.013e-11,4.527e-12,-0.09067,0.0,-0.3556,-0.3733,0.005739,0.0,0.0,0.0,2.538e-13,0.0,0.001108,0.0,4.686e-13,0.0,-0.3012,-0.3183,0.009317,3.548e-13,0.0,0.00101,0.0,0.0,1.819e-12,0.0,0.0
3.271e-06,0.001874,1.281e-10,896.8,2.7630000000000004e-13,1481.0,-0.01969,-38.82,-40.44,-6.581,-43.53,-33.32,-9.077,-45.84,-35.16,-13.14,-49.43,-39.78,-18.86,-54.08,-47.44,0.2065,0.1966,0.1964,1.263e-10,1.302e-10,1.302e-10,0.007651,0.008047,0.00804,1.199e-10,1.261e-10,1.261e-10,1.0,2.0,0.008398,0.2072,4.322e-11,0.005242,5.56e-11,0.008433,5.839e-11,5.021e-11,0.2082,5.838e-11,5.015e-11,0.1586,2.219e-11,-0.002141,-0.001738,0.1096,1.487e-11,2.049e-11,1.583e-11,1.531e-11,0.003985,0.003897,0.1104,2.14e-11,0.0,-0.01051,-0.1477,1.456e-05,1e-13,0.0,0.0005059,0.0,0.0,1.442e-13,0.0,0.0
8.506e-06,0.001137,5.892999999999998e-10,675.2,2.47e-13,134.4,-0.01957,-8.528,0.7503,-6.598,-16.27,-7.579,-9.109,-21.02,-14.88,-13.17,-29.2,-28.14,-18.87,-40.23,-45.08,0.1621,0.4849,0.4426,8.03e-11,9.749e-11,9.742e-11,0.2862,0.5113,0.5103,7.24e-11,9.214e-11,9.206e-11,1.0,2.0,0.001824,0.0103,0.0,-0.2423,0.0,0.0,0.0,0.0,0.0,4.223e-12,6.07e-13,-0.2111,0.0,-0.2451,-0.293,0.001288,0.0,0.0,0.0,7.82e-14,0.0,0.006258,0.0,2.722e-13,0.0,-0.2777,-0.2815,0.0002494,3.422e-13,0.0,0.001117,0.0,0.0,7.42e-14,0.0,0.0
1.968e-06,0.001885,1.141e-09,363.9,7.593e-13,543.6,-0.01974,-5.675,-10.32,-6.579,-6.906,-5.878,-9.071,-9.233,-8.023,-13.13,-13.12,-11.71,-18.83,-18.37,-16.4,0.1853,0.3343,0.2938,1.266e-10,1.303e-10,1.301e-10,0.1901,0.2121,0.2121,1.203e-10,1.259e-10,1.259e-10,2.0,2.0,0.1978,0.2003,5.425e-11,0.1393,5.222e-11,0.2258,5.6e-11,5.629e-11,0.2406,5.592e-11,5.566e-11,0.07433,1.452e-11,-0.03699,-0.0822,0.06398,1.632e-11,9.028e-12,2.013e-11,2.006e-11,0.1265,0.1105,0.06638,1.388e-11,0.0,-0.1314,-0.147,0.0002604,1.363e-13,0.0,0.000866,0.0,0.0,2.66e-13,0.0,0.0
2.054e-06,0.0009352999999999,2.3569999999999997e-10,867.9,3.999e-13,1299.0,-0.01973,-9.257,-10.9,-6.58,-10.1,-2.441,-9.072,-12.56,-4.737,-13.13,-16.86,-9.309,-18.83,-23.38,-16.94,0.248,0.3002,0.2999,1.186e-10,1.248e-10,1.247e-10,0.1422,0.1323,0.1313,1.06e-10,1.19e-10,1.19e-10,1.0,2.0,0.148,0.2584,4.042e-11,0.108,5.399e-11,0.1486,5.618e-11,4.411e-11,0.2983,5.55e-11,4.374e-11,0.1777,1.901e-11,-0.003515,-0.0625,0.1249,1.169e-11,1.596e-11,1.218e-11,9.499e-12,0.06347,0.06175,0.1373,1.859e-11,0.0,-0.1671,-0.2074,0.000385,6.793e-14,0.0,0.0006294,0.0,0.0,5.85e-14,0.0,0.0
7.606e-06,0.001195,2.6680000000000003e-09,58.66,6.744e-13,1380.0,-0.01971,-22.37,-44.75,-6.578,-9.001,-11.53,-9.094,-7.565,-6.221,-13.18,-10.05,-6.846,-18.88,-19.43,-20.01,0.3886,0.3109,0.3098,8.516e-11,9.827e-11,9.826e-11,-0.2422,0.0005341,0.0001033,1.995e-11,2.992e-12,5.399e-12,2.0,2.0,0.0002212,0.2009,-2.779e-12,-0.301,2.986e-11,0.0008329,3.09e-11,1.442e-13,0.2011,3.007e-11,1.703e-12,0.08689,0.0,-0.1639,-0.3257,0.002987,0.0,0.0,0.0,1.11e-12,0.0,0.004738,0.0,3.414e-13,0.0,-0.2612,-0.2873,0.001242,5.614e-14,0.0,0.0003807,0.0,0.0,4.863e-13,0.0,0.0
3.434e-06,0.001318,9.642999999999999e-10,1170.0,2.507000000000001e-13,726.4,-0.01969,-36.29,-31.76,-6.582,-44.09,-32.8,-9.078,-46.54,-34.66,-13.15,-50.02,-39.38,-18.86,-54.45,-47.22,0.4105,0.4407,0.4403,1.408e-10,1.412e-10,1.412e-10,0.01267,0.01364,0.01363,1.406e-10,1.412e-10,1.412e-10,1.0,2.0,0.01374,0.4421,6.629e-11,0.01161,6.766e-11,0.01374,6.841e-11,6.77e-11,0.4421,6.841e-11,6.768e-11,0.3742,3.092e-11,0.001558,0.0669,0.29,2.888e-11,2.884e-11,3.008e-11,3.007e-11,0.008648,0.008586,0.292,3.087e-11,0.0,-0.008178,-0.2566,0.0005199,2.422e-12,0.0,0.03211,0.0,0.0,1.675e-12,0.0,0.0
4.982e-06,0.001045,3.466e-10,596.7,6.294e-13,996.9,-0.01969,-3.531,-5.059,-6.585,-1.171,8.436,-9.098,-4.665,4.238,-13.17,-11.36,-5.047,-18.89,-21.37,-19.63,0.3671,0.4064,0.4057,1.077e-10,1.167e-10,1.167e-10,0.5266,0.2519,0.2473,7.931e-11,1.014e-10,1.014e-10,1.0,2.0,0.2731,0.3637,2.024e-11,0.1853,4.699e-11,0.2885,4.939e-11,2.424e-11,0.3884,4.855e-11,2.422e-11,0.1997,0.0,-0.2833,-0.2815,0.02189,0.0,0.0,0.0,4.205e-13,0.0,0.005374,0.0,4.529e-12,9.7e-13,-0.3478,-0.2951,0.0004812,3.53e-13,0.008263,0.004308,-7.894e-12,0.0,2.639e-13,0.0,0.0
9.324e-06,0.0022919999999999,1.773e-09,1158.0,5.289e-13,113.8,-0.0196,-56.85,-43.67,-6.604,-51.31,-40.76,-9.111,-54.53,-48.67,-13.17,-61.21,-61.09,-18.87,-69.03,-74.88,-0.05716,0.04061,0.03804,7.457e-11,9.368e-11,9.364e-11,-0.0002849,0.0,7.231e-05,0.0,0.0,3.26e-11,1.0,2.0,2.691e-06,0.0002272,0.0,-0.000422,0.0,0.0,0.0,0.0,0.0,1.184e-12,1.538e-12,-0.06427,0.0,-0.0002889,-0.05407,4.743e-05,0.0,0.0,0.0,1.944e-13,0.0,1.753e-07,0.0,8.304e-14,0.0,-0.0001647,-0.03608,1.245e-07,2.903e-13,0.0,0.0001351,0.0,0.0,1.27e-13,0.0,0.0
4.119e-06,0.002437,1.525e-09,1030.0,1.4030000000000004e-13,737.8,-0.01968,-49.56,-45.75,-6.583,-46.73,-37.24,-9.083,-48.31,-36.87,-13.16,-51.94,-42.04,-18.87,-57.23,-51.75,0.05116,0.0792,0.07466,1.362e-10,1.38e-10,1.38e-10,-0.0003363,0.0005493,0.0004401,7.971e-11,9.777e-11,9.769e-11,1.0,2.0,9.662e-06,0.06376,0.0,-0.0005527,6.388e-11,0.0,6.518e-11,0.0,0.06944,6.512e-11,1.533e-12,0.02881,2.7e-11,-0.0006055,-0.01658,0.03692,0.0,2.478e-11,0.0,1.87e-13,0.0,7.508e-07,0.037,2.698e-11,0.0,-0.0004293,-0.04849,2.285e-06,5.131e-13,0.0,0.0002635,0.0,0.0,2.247e-13,0.0,0.0
5.401e-06,0.0009597,1.214e-09,139.7,7.297000000000001e-13,380.9,-0.01971,-8.163,-16.35,-6.58,-7.205,-7.913,-9.083,-9.174,-9.34,-13.16,-13.2,-13.25,-18.88,-19.64,-20.22,0.6328,0.732,0.732,1.368e-10,1.375e-10,1.375e-10,0.3991,0.2783,0.2782,1.192e-10,1.256e-10,1.255e-10,2.0,2.0,0.2816,0.5667,4.393e-11,0.2878,6.2e-11,0.2826,6.336e-11,5.105e-11,0.5966,6.336e-11,5.104e-11,0.246,1.575e-11,-0.009976,-0.2931,0.08375,9.764e-12,9.82e-12,1.067e-11,8.901e-12,0.05831,0.0523,0.08692,1.575e-11,0.0,-0.1975,-0.3068,0.00255,1.092e-13,0.0,0.001262,0.0,0.0,3.685e-13,0.0,0.0
1.442e-06,0.0006535,2.711e-09,1135.0,3.704e-13,815.7,-0.01974,-3.418,-1.792,-6.58,-6.142,0.9788,-9.07,-8.506,-1.148,-13.13,-12.57,-5.168,-18.82,-18.42,-11.14,0.2313,0.3534,0.3189,1.37e-10,1.382e-10,1.382e-10,0.1771,0.1929,0.1927,1.291e-10,1.333e-10,1.333e-10,1.0,2.0,0.1711,0.2377,6.278e-11,0.1212,6.466e-11,0.199,6.534e-11,6.32e-11,0.2927,6.531e-11,6.311e-11,0.1564,2.813e-11,0.008358,-0.03699,0.1427,2.761e-11,2.726e-11,2.779e-11,2.719e-11,0.1351,0.107,0.1697,2.808e-11,7.396e-12,-0.03124,-0.07635,0.03623,7.027e-12,0.03101,0.02997,5.112e-12,0.03808,8.528e-12,7.993e-12,8.928e-12
7.195999999999999e-06,0.001609,2.209e-10,152.5,9.826e-13,1241.0,-0.01971,-12.6,-25.19,-6.587,-3.823,-1.062,-9.103,-7.797,-6.411,-13.17,-15.42,-17.57,-18.88,-26.07,-33.24,0.1957,0.2706,0.2694,9.034e-11,9.526e-11,9.511e-11,-0.2794,0.0,0.0005523,0.0,0.0,9.486e-12,2.0,2.0,0.01198,0.08386,0.0,-0.2218,2.117e-11,0.0,2.122e-11,0.0,0.09719,1.947e-11,2.978e-12,-0.04094,0.0,-0.3175,-0.2461,0.0004635,0.0,0.0,0.0,8.204e-13,0.0,0.004743,0.0,8.606e-14,0.0,-0.2559,-0.1965,0.001911,6.36e-14,0.0,0.0002943,0.0,0.0,3.543e-13,0.0,0.0
3.283e-06,0.0008858999999999,2.505e-09,936.0,1.2370000000000002e-13,571.9,-0.0197,-10.71,-6.892,-6.581,-15.86,-8.62,-9.077,-17.88,-8.54,-13.15,-22.31,-12.56,-18.86,-29.56,-21.86,0.2446,0.3295,0.3144,1.323e-10,1.352e-10,1.352e-10,0.1597,0.202,0.1924,1.359e-10,1.378e-10,1.378e-10,1.0,2.0,0.174,0.3158,6.573e-11,0.1588,6.278e-11,0.1803,6.392e-11,6.677e-11,0.3215,6.385e-11,6.677e-11,0.2762,3.006e-11,0.1365,0.1752,0.2803,2.818e-11,2.902e-11,2.915e-11,2.904e-11,0.1877,0.1857,0.3038,2.978e-11,1.157e-11,-0.0703,-0.04951,0.04656,1.133e-11,0.1186,0.1186,1.025e-11,0.04681,1.04e-11,1.001e-11,1.04e-11
2.962e-06,0.001209,9.434999999999999e-10,1227.0,9.452e-13,994.4,-0.0197,-34.53,-30.55,-6.581,-39.26,-27.29,-9.075,-41.73,-29.98,-13.14,-45.72,-34.97,-18.85,-51.14,-43.03,0.2798,0.3867,0.3565,1.108e-10,1.147e-10,1.146e-10,0.005972,0.0123,0.01227,1.032e-10,1.077e-10,1.074e-10,1.0,2.0,0.009372,0.2371,4.165e-11,0.002749,4.445e-11,0.01106,4.418e-11,4.14e-11,0.2865,4.373e-11,3.952e-11,0.1327,7.537e-12,-0.005006,-0.1484,0.03204,0.0,3.861e-12,0.0,3.243e-12,0.0,0.000966,0.03209,6.745e-12,0.0,-0.0126,-0.2767,4.64e-05,2.329e-13,0.0,0.001083,0.0,0.0,1.617e-13,0.0,0.0
7.732999999999999e-06,0.002351,1.137e-10,45.92,5.979e-13,622.7,-0.0197,-19.35,-38.72,-6.58,-12.87,-19.25,-9.096,-15.49,-22.02,-13.17,-22.69,-32.4,-18.87,-32.99,-47.35,0.01215,0.07094,0.06066,1.148e-10,1.194e-10,1.191e-10,0.01259,0.01163,0.01161,9.516e-11,1.102e-10,1.101e-10,2.0,2.0,0.009627,0.02379,6.821e-12,-0.005478,3.95e-11,0.009714,3.859e-11,2.259e-11,0.02463,3.856e-11,2.258e-11,-0.03463,0.0,-0.01588,-0.05102,7.946e-05,0.0,0.0,0.0,3.949e-13,0.0,2.936e-05,0.0,4.343e-13,0.0,-0.01246,-0.03487,8.541e-05,1.996e-13,0.0,0.0001338,0.0,0.0,5.368e-13,0.0,0.0
1.919e-06,0.0008997999999999,2.448e-09,64.93,2.0340000000000002e-13,210.1,-0.01975,-15.94,-31.94,-6.579,-19.48,-32.47,-9.067,-17.69,-26.39,-13.12,-15.84,-18.6,-18.8,-13.89,-9.415,0.04054,0.3202,0.2447,1.077e-10,1.187e-10,1.186e-10,0.02141,0.07631,0.05296,1.39e-10,1.4e-10,1.4e-10,2.0,2.0,0.06025,0.1387,6.87e-11,-0.04066,4.124e-11,0.06386,4.407e-11,6.911e-11,0.1795,4.401e-11,6.909e-11,0.02232,0.0,-0.157,-0.04131,0.06302,3.281e-11,0.0,3.321e-11,3.314e-11,0.06206,0.04648,0.0,1.139e-11,0.0,-0.251,-0.09557,0.05761,3.97e-13,0.0,0.002979,0.0,0.05818,9.921e-12,8.152e-12,1.005e-11
5.548e-06,0.001488,1.011e-09,1283.0,5.428e-13,975.9,-0.01964,-47.29,-42.8,-6.587,-58.4,-44.49,-9.094,-57.21,-45.36,-13.17,-57.79,-50.18,-18.88,-61.6,-59.48,0.3373,0.3347,0.3347,1.147e-10,1.222e-10,1.221e-10,0.002598,0.002949,0.002945,1.249e-10,1.273e-10,1.273e-10,1.0,2.0,0.002456,0.3274,5.438e-11,0.001498,5.271e-11,0.002628,5.396e-11,5.602e-11,0.3376,5.336e-11,5.532e-11,0.2039,0.0,-0.001819,-0.2226,0.006411,-4.878e-12,0.0,4.213e-12,4.118e-12,5.583e-05,4.467e-05,0.0,3.207e-12,0.0,-0.001615,-0.2136,5.451e-06,4.991e-14,0.0,0.0004595,0.0,0.0,6.561e-14,0.0,0.0
9.93e-06,0.002285,9.203999999999999e-10,1353.0,9.064000000000001e-13,803.2,-0.01976,-39.83,-33.23,-6.607,-55.6,-45.5,-9.111,-59.72,-55.01,-13.17,-65.26,-66.41,-18.86,-71.67,-78.82,-0.01684,0.03917,0.03599,7.571e-11,8.263e-11,8.156e-11,-0.0001454,0.0,5.575e-06,0.0,0.0,7.116e-12,1.0,2.0,5.157e-07,0.0001617,0.0,-0.0001846,0.0,0.0,0.0,0.0,0.0,6.501e-13,7.174e-13,-0.04804,0.0,-0.0001312,-0.0457,0.0002002,0.0,0.0,0.0,4.125e-13,0.0,5.48e-07,0.0,1.174e-12,0.0,-9.073e-05,-0.03182,5.84e-07,1.17e-13,0.0,2.476e-05,0.0,0.0,9.499e-13,0.0,0.0
5.76e-06,0.00196,2.308e-09,1350.0,2.233e-14,383.3,-0.01966,-55.7,-46.43,-6.589,-40.25,-31.34,-9.096,-38.19,-30.19,-13.17,-39.84,-34.4,-18.88,-46.04,-45.26,-0.03425,0.1242,0.1015,8.483e-11,1.019e-10,1.019e-10,-0.0001345,0.0,0.0002152,0.0,0.0,4.46e-11,1.0,2.0,8.674e-06,0.02359,0.0,-0.0008653,-8.443e-13,0.0,1.725e-11,0.0,0.02446,1.725e-11,9.943e-13,-0.06653,0.0,-0.002491,-0.09135,0.000374,0.0,0.0,0.0,1.096e-12,0.0,9.841e-06,0.0,2.611e-13,0.0,-0.002166,-0.08155,4.67e-06,9.643e-14,0.0,0.0002313,0.0,0.0,9.054e-14,0.0,0.0
6.772e-06,0.0005361,6.187e-10,319.4,7.299e-13,1094.0,-0.0197,-7.115,-14.23,-6.586,-2.182,2.233,-9.1,-6.039,-2.811,-13.17,-13.33,-13.29,-18.88,-23.66,-28.4,0.3398,0.3959,0.3913,9.02e-11,9.939e-11,9.897e-11,0.2417,0.09686,0.09484,3.864e-11,6.992e-11,6.96e-11,2.0,2.0,0.01649,0.1778,0.0,0.1583,3.29e-11,0.0,2.964e-11,0.0,0.189,2.671e-11,4.175e-12,0.09699,0.0,-0.1846,-0.2751,0.003626,0.0,0.0,0.0,1.268e-12,0.0,0.005932,0.0,3.004e-13,0.0,-0.2424,-0.2759,0.004857,1.347e-13,0.0,0.000916,0.0,0.0,4.59e-13,0.0,0.0
8.877e-06,0.0008982,1.821e-09,192.8,3.417e-13,1229.0,-0.01969,-12.3,-24.61,-6.583,-3.685,-0.8221,-9.111,-7.111,-5.034,-13.18,-14.87,-16.49,-18.87,-24.38,-29.89,0.348,0.3679,0.3677,1.063e-10,1.162e-10,1.162e-10,-0.3978,0.0,0.007599,0.0,0.0,2.065e-11,2.0,2.0,0.0007705,0.2588,0.0,-0.1702,2.577e-11,0.0,3.767e-11,0.0,0.2626,3.762e-11,3.716e-12,0.03416,0.0,-0.2847,-0.351,0.0006622,0.0,0.0,0.0,6.54e-13,0.0,0.004037,0.0,6.884e-13,0.0,-0.2701,-0.2997,0.00241,2.438e-13,0.0,0.002516,0.0,0.0,6.864e-13,0.0,0.0
