fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_width Vout_2 14G,eye_height Vout_1 14G,eye_maxWidth Vout_1 14G,eye_width Vout_1 14G,eye_width_XY Vout_2 14G,eye_width_XY Vout_1 14G,eye_height_XY Vout_2 14G,eye_maxHeight Vout_1 14G,eye_height Vout_2 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_height_XY Vout_1 14G,eye_width Vout_2 28G,eye_maxHeight Vout_2 28G,eye_maxHeight Vout_1 28G,eye_height Vout_1 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_maxWidth Vout_1 28G,eye_width_XY Vout_2 28G,eye_height Vout_2 28G,eye_width Vout_1 28G,eye_height_XY Vout_1 28G,eye_maxWidth Vout_2 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_width_XY Vout_1 56G,eye_maxWidth Vout_1 56G,eye_width Vout_2 56G,eye_height Vout_2 56G,eye_maxHeight Vout_2 56G,eye_maxHeight Vout_1 56G,eye_height_XY Vout_1 56G,eye_width Vout_1 56G,eye_height Vout_1 56G
6.059e-06,0.002221,2.982e-09,252.1,1.1780000000000001e-13,516.9,-0.01968,-4.972,-9.295,-6.577,-7.358,-7.48,-9.083,-5.411,-0.6797,-13.19,-9.294,-2.396,-18.89,-19.48,-17.19,0.01136,0.07669,0.06506,1.236e-10,1.287e-10,1.287e-10,0.0386,0.07939,0.05318,1.415e-10,1.415e-10,1.415e-10,2.0,2.0,6.505e-11,-0.01376,5.33e-11,4.977e-11,6.674e-11,5.33e-11,0.04935,0.04979,0.02513,6.674e-11,0.05783,0.0435,1.577e-11,0.05293,0.009259,-0.0454,2.119e-11,0.04965,1.19e-11,1.205e-11,2.113e-11,0.008357,6.197e-12,0.006787,0.0,9.026e-05,1.13e-13,2.634e-13,0.0,0.0,-0.06655,0.0,0.0,0.0003006,0.0,-0.0505
9.198e-06,0.000508,1.137e-09,384.1,3.360000000000001e-13,994.2,-0.01967,-5.509,-11.02,-6.594,-1.421,3.929,-9.114,-6.738,-4.11,-13.17,-15.73,-18.15,-18.87,-26.71,-34.59,0.3953,0.4272,0.4271,1.106e-10,1.188e-10,1.188e-10,0.2044,0.1879,0.1801,7.531e-11,1.719e-11,9.835e-11,2.0,2.0,0.0,0.07098,4.537e-11,3.698e-11,6.507e-12,4.531e-11,0.02391,0.2431,-0.1366,0.0,0.0,0.2427,0.0,0.0,0.0,-0.2812,0.0,0.001787,2.225e-13,0.0,2.328e-13,-0.2982,0.0,0.0006742,0.0,0.0004194,1.195e-13,4.192e-13,0.0,0.0,-0.2807,0.0,0.0,0.002186,0.0,-0.2177
4.796999999999999e-06,0.0008267999999999,4.241e-10,668.0,4.542e-13,1474.0,-0.0197,-4.028,-7.325,-6.583,1.123,10.69,-9.097,-2.323,6.753,-13.17,-9.069,-2.401,-18.89,-19.05,-16.84,0.3227,0.3069,0.3064,1.042e-10,1.166e-10,1.166e-10,0.4063,0.116,0.1138,8.321e-11,1.035e-10,1.035e-10,2.0,2.0,1.234e-11,0.1745,4.458e-11,4.104e-11,2.125e-11,4.443e-11,0.125,0.3382,0.03137,2.146e-11,0.1327,0.3069,-4.955e-12,0.01689,0.03198,-0.2187,2.42e-12,0.01169,6.94e-12,8.516e-12,1.351e-12,-0.2979,5.713e-12,0.03171,0.0,0.00679,1.073e-12,6.863e-14,0.0,0.0,-0.3373,0.0,0.0,0.0006983,0.0,-0.297
4.348e-06,0.0013959999999999,1.004e-09,679.2,5.237000000000001e-13,1127.0,-0.01967,-19.52,-20.94,-6.583,-21.32,-10.99,-9.084,-24.14,-14.1,-13.16,-29.36,-21.27,-18.88,-37.81,-33.66,0.3358,0.3237,0.323,1.151e-10,1.22e-10,1.22e-10,0.2243,0.1396,0.1395,9.888e-11,1.123e-10,1.122e-10,1.0,2.0,3.12e-11,0.2229,5.442e-11,5.203e-11,3.581e-11,5.361e-11,0.1567,0.3511,0.08196,3.582e-11,0.1601,0.3293,2.042e-12,0.02981,0.103,-0.1011,6.582e-12,0.02642,1.286e-11,1.404e-11,6.557e-12,-0.1359,9.761e-12,0.1023,0.0,0.000388,2.613e-13,2.916e-13,0.0,0.0,-0.2499,0.0,0.0,0.0002177,0.0,-0.2384
1.201e-06,0.0008707,1.549e-09,1488.0,4.585e-13,299.3,-0.01974,-22.97,-17.03,-6.58,-28.98,-21.11,-9.069,-31.41,-23.33,-13.13,-35.44,-27.48,-18.82,-41.06,-33.71,0.09643,0.2871,0.2361,1.198e-10,1.265e-10,1.264e-10,0.01088,0.02734,0.02293,1.254e-10,1.302e-10,1.302e-10,1.0,2.0,4.885e-11,0.02762,4.988e-11,4.44e-11,5.408e-11,4.988e-11,0.01487,0.18,0.003678,5.41e-11,0.01853,0.1419,1.22e-11,0.007439,0.0,-0.06846,1.634e-11,0.006344,1.25e-11,0.0,1.621e-11,-0.006084,0.0,0.05097,0.0,7.18e-05,4.047e-13,5.339e-14,0.0,0.0,-0.01181,0.0,0.0,0.0003337,0.0,-0.1594
6.315999999999999e-06,0.002498,2.954e-09,1141.0,5.232000000000001e-13,148.4,-0.01969,-56.34,-44.63,-6.592,-53.67,-40.95,-9.1,-55.06,-44.65,-13.17,-58.67,-53.0,-18.88,-64.19,-64.11,-0.01952,0.04986,0.04183,1.018e-10,1.132e-10,1.132e-10,-0.0003159,0.0001195,0.0001171,2.125e-11,5.38e-11,5.364e-11,1.0,2.0,-3.802e-11,-0.03633,2.915e-11,1.214e-11,5.86e-13,2.915e-11,1.322e-06,0.01538,-0.0004014,9.895e-13,3.228e-06,0.01525,0.0,0.0,0.0,-0.04504,0.0,2.41e-07,2.984e-13,0.0,1.884e-13,-0.0002864,0.0,0.0001576,0.0,2.38e-07,1.573e-13,2.636e-13,0.0,0.0,-0.0001975,0.0,0.0,0.0001526,0.0,-0.03315
6.158e-06,0.0006429,1.857e-09,83.12,5.647000000000001e-13,1035.0,-0.01972,-18.51,-37.03,-6.579,-11.48,-16.48,-9.082,-11.95,-14.94,-13.16,-13.38,-13.7,-18.89,-18.81,-18.43,0.459,0.4112,0.4107,1.024e-10,1.137e-10,1.137e-10,0.1067,0.03043,0.02953,8.935e-11,1.056e-10,1.056e-10,2.0,2.0,1.761e-11,0.2016,4.629e-11,4.306e-11,2.876e-11,4.531e-11,0.03409,0.3682,-0.01014,2.887e-11,0.03422,0.338,0.0,0.0,0.0,-0.2959,0.0,0.009556,2.218e-12,0.0,1.691e-12,-0.006446,0.0,0.009882,0.0,0.001699,3.53e-13,7.258e-13,6.57e-13,0.0,-0.1176,0.0,0.006008,0.005369,-7.277e-12,-0.2975
5.767e-06,0.001142,2.387e-09,1358.0,7.651e-13,1246.0,-0.01963,-42.88,-38.7,-6.587,-50.08,-36.09,-9.095,-52.23,-40.56,-13.17,-55.65,-48.31,-18.88,-60.82,-58.95,0.3576,0.3448,0.343,1.008e-10,1.064e-10,1.063e-10,0.001906,0.003984,0.0039,9.39e-11,1.013e-10,1.012e-10,1.0,2.0,3.324e-11,0.1982,4.116e-11,3.93e-11,3.528e-11,3.924e-11,0.003281,0.3294,0.0008341,3.658e-11,0.003393,0.3156,0.0,0.0,0.0,-0.246,0.0,7.531e-06,8.896e-13,0.0,1.735e-13,-0.005592,0.0,0.002357,0.0,2.371e-05,2.086e-13,4.866e-13,0.0,0.0,-0.004303,0.0,0.0,0.001909,0.0,-0.3021
5.982e-06,0.001756,3.733e-10,1263.0,2.0710000000000002e-13,1395.0,-0.01963,-51.75,-49.92,-6.588,-45.79,-32.56,-9.097,-48.65,-37.08,-13.17,-53.92,-47.2,-18.88,-61.13,-60.21,0.2302,0.2037,0.2037,1.288e-10,1.326e-10,1.326e-10,-0.001614,0.0,0.0003802,0.0,0.0,5.05e-11,1.0,2.0,0.0,0.1447,5.705e-11,5.218e-11,2.418e-12,5.706e-11,4.495e-06,0.2084,-0.001495,0.0,0.0,0.2077,0.0,0.0,0.05874,-0.08,0.0,7.2e-06,1.786e-11,1.792e-11,2.883e-13,-0.001357,1.449e-11,0.05788,0.0,9.429e-06,4.679e-13,3.164e-13,0.0,0.0,-0.001192,0.0,0.0,0.0006383,0.0,-0.1334
5.389e-06,0.001588,1.488e-09,713.9,6.700000000000002e-13,1303.0,-0.01965,-28.72,-29.95,-6.586,-31.23,-19.56,-9.092,-34.37,-23.96,-13.17,-40.26,-33.21,-18.88,-49.37,-47.26,0.2144,0.2588,0.2576,1.064e-10,1.109e-10,1.108e-10,0.03409,0.04749,0.04641,7.909e-11,9.523e-11,9.517e-11,1.0,2.0,2.259e-11,0.1355,4.495e-11,4.304e-11,2.625e-11,4.33e-11,0.05651,0.2508,-0.04506,2.653e-11,0.05801,0.242,0.0,0.0,0.0,-0.204,0.0,0.0002494,2.365e-12,0.0,1.221e-13,-0.1553,0.0,0.0008551,0.0,0.0002999,1.463e-13,5.72e-14,0.0,0.0,-0.1292,0.0,0.0,0.0004906,0.0,-0.1944
6.676999999999999e-06,0.001899,2.835e-09,978.5,5.4680000000000007e-14,662.3,-0.01961,-45.2,-40.52,-6.591,-37.95,-31.52,-9.101,-38.44,-30.23,-13.17,-43.52,-37.95,-18.88,-52.8,-53.09,0.04274,0.1176,0.09511,1.092e-10,1.19e-10,1.19e-10,0.001396,0.001661,0.001199,7.695e-11,9.288e-11,9.267e-11,1.0,2.0,0.0,0.002014,4.235e-11,3.566e-11,9.174e-13,4.236e-11,1.462e-05,0.05994,-0.0011,0.0,0.0,0.05001,0.0,0.0,0.005519,-0.07548,0.0,8.797e-06,1.633e-12,3.2e-12,1.135e-13,-0.002855,2.62e-12,0.002553,0.0,3.441e-06,2.055e-13,2.708e-13,0.0,0.0,-0.002202,0.0,0.0,0.000722,0.0,-0.08812
1.633e-06,0.0007092,2.893e-09,113.2,7.086e-13,847.5,-0.01975,-16.83,-33.7,-6.579,-15.31,-24.14,-9.068,-15.54,-22.09,-13.13,-15.24,-17.39,-18.8,-13.99,-9.566,0.1759,0.3457,0.2894,1.231e-10,1.244e-10,1.237e-10,0.04482,0.04813,0.04768,1.317e-10,1.336e-10,1.336e-10,2.0,2.0,3.731e-11,0.06826,5.271e-11,5.39e-11,4.252e-11,5.216e-11,0.06069,0.2479,0.06109,1.768e-11,0.06374,0.1926,1.948e-11,0.09239,0.108,-0.06518,1.797e-11,0.08361,1.845e-11,1.862e-11,1.78e-11,-0.0412,2.025e-11,0.09298,1.152e-11,0.08948,1.143e-11,3.004e-12,0.0,1.089e-11,-0.1721,0.09067,0.0,0.01018,0.0,-0.07435
4.273e-06,0.001834,3.073e-10,828.0,1.289e-13,1368.0,-0.01967,-37.64,-39.27,-6.583,-47.32,-39.19,-9.083,-50.28,-39.72,-13.16,-53.26,-44.14,-18.87,-57.27,-52.64,0.1741,0.2021,0.202,1.407e-10,1.412e-10,1.412e-10,0.008796,0.01181,0.01181,1.38e-10,1.395e-10,1.394e-10,1.0,2.0,5.584e-11,0.1656,6.568e-11,6.339e-11,6.108e-11,6.568e-11,0.01185,0.2023,0.005354,6.113e-11,0.01187,0.2022,1.615e-11,0.006764,0.1367,0.03491,2.186e-11,0.006759,2.943e-11,2.951e-11,2.185e-11,-0.0004685,2.763e-11,0.1354,0.0,3.251e-05,4.988e-14,2.989e-13,0.0,0.0,-0.01071,0.0,0.0,0.0003006,0.0,-0.1344
2.986e-06,0.0006119,6.637e-10,1476.0,4.23e-13,178.1,-0.0197,-15.54,-5.473,-6.581,-21.93,-10.53,-9.075,-24.48,-12.88,-13.14,-28.96,-18.3,-18.85,-35.84,-28.01,0.1496,0.4297,0.3569,1.127e-10,1.215e-10,1.215e-10,0.01085,0.05716,0.04697,1.161e-10,1.237e-10,1.237e-10,1.0,2.0,4.187e-11,0.0657,4.508e-11,3.883e-11,4.768e-11,4.505e-11,0.02817,0.2568,-0.007433,4.769e-11,0.03317,0.2096,5.37e-12,0.006314,0.0532,-0.1345,9.519e-12,0.003327,7.588e-12,8.019e-12,9.21e-12,-0.02003,4.142e-12,0.05188,0.0,0.0001319,9.521e-14,1.055e-13,0.0,0.0,-0.03939,0.0,0.0,0.001228,0.0,-0.2569
8.836999999999999e-06,0.001615,2.9430000000000003e-09,634.9,8.732000000000003e-13,1424.0,-0.01957,-28.03,-29.58,-6.6,-31.35,-20.44,-9.11,-36.36,-29.86,-13.17,-44.69,-43.62,-18.87,-55.38,-59.83,0.1398,0.233,0.2329,7.723e-11,8.393e-11,8.378e-11,-0.1091,0.04989,0.04696,8.541e-12,3.761e-11,3.747e-11,1.0,2.0,0.0,-0.1073,0.0,0.0,2.86e-12,7.406e-12,0.001914,0.0,-0.228,0.0,0.0,0.0292,0.0,0.0,0.0,-0.2367,0.0,0.001706,8.423e-14,0.0,8.249e-13,-0.2226,0.0,0.0004222,0.0,0.003043,8.453e-13,3.283e-13,0.0,0.0,-0.1818,0.0,0.0,0.00129,0.0,-0.1964
4.118e-06,0.001438,2.277e-10,1036.0,2.793e-14,383.9,-0.01967,-34.89,-27.87,-6.583,-40.01,-32.93,-9.083,-40.37,-33.18,-13.15,-42.27,-35.24,-18.87,-47.8,-43.18,0.05057,0.2669,0.2105,9.061e-11,1.063e-10,1.061e-10,0.000212,0.01199,0.009248,8.744e-11,1.03e-10,1.029e-10,1.0,2.0,0.0,-0.04156,0.0,0.0,1.932e-11,2.611e-11,0.002532,0.0,-0.002572,0.0,0.0,0.07708,0.0,0.0,0.0,-0.1427,0.0,5.015e-05,2.46e-13,0.0,4.026e-13,-0.007872,0.0,0.001144,0.0,3.191e-05,6.789e-14,1.001e-13,0.0,0.0,-0.007532,0.0,0.0,0.0004082,0.0,-0.1644
9.361e-06,0.0008895,1.333e-09,693.3,1.502e-13,1233.0,-0.01962,-4.623,-6.513,-6.599,-4.154,4.524,-9.118,-9.402,-3.447,-13.17,-18.69,-18.81,-18.87,-30.14,-36.36,0.2124,0.3652,0.3533,1.341e-10,1.372e-10,1.372e-10,-0.02787,0.2216,0.2118,1.143e-10,1.245e-10,1.245e-10,1.0,2.0,-1.978e-11,0.1422,5.415e-11,4.611e-11,3.153e-11,5.409e-11,0.1654,0.3546,-0.1969,3.159e-11,0.1909,0.354,0.0,0.0,0.0,-0.2516,0.0,0.001747,2.775e-13,0.0,2.811e-13,-0.304,0.0,0.0008332,0.0,0.001132,8.448e-14,3.841e-14,0.0,0.0,-0.2324,0.0,0.0,0.0002957,0.0,-0.2149
9.622e-06,0.002244,2.1450000000000003e-09,677.1,8.89e-13,721.2,-0.01954,-41.13,-38.68,-6.604,-50.23,-39.74,-9.111,-54.9,-49.5,-13.17,-61.32,-61.65,-18.86,-68.29,-74.39,-0.01469,0.052,0.04695,8.191e-11,9.047e-11,8.968e-11,-0.003397,0.002218,0.002165,3.613e-11,5.004e-11,4.929e-11,1.0,2.0,0.0,-0.06794,0.0,0.0,9.896e-13,7.251e-12,2.81e-05,0.0,-0.008489,0.0,0.0,0.00176,0.0,0.0,0.0,-0.05346,0.0,1.681e-05,3.059e-13,0.0,1.205e-12,-0.006473,0.0,9.932e-05,0.0,4.574e-06,4.041e-13,7.49e-14,0.0,0.0,-0.004162,0.0,0.0,7.626e-05,0.0,-0.03782
3.389e-06,0.001271,6.725e-10,453.9,9.404000000000001e-13,434.6,-0.01971,-0.8549,-0.7367,-6.581,-1.548,4.983,-9.081,-4.191,2.335,-13.15,-9.204,-3.311,-18.87,-17.26,-13.31,0.4107,0.5761,0.5278,1.293e-10,1.314e-10,1.313e-10,0.6238,0.5535,0.5532,1.149e-10,1.22e-10,1.22e-10,2.0,2.0,5.038e-11,0.1662,5.695e-11,5.446e-11,5.247e-11,5.689e-11,0.5993,0.433,0.4533,5.313e-11,0.6028,0.3799,1.137e-11,0.1954,0.08401,-0.159,1.422e-11,0.1919,1.235e-11,1.3e-11,1.223e-11,-0.1859,9.412e-12,0.08391,0.0,0.001484,8.555e-14,1.87e-13,0.0,0.0,-0.4576,0.0,0.0,0.001279,0.0,-0.2713
5.659e-06,0.001023,1.643e-09,956.3,9.180000000000001e-14,994.6,-0.01964,-24.13,-22.41,-6.586,-30.93,-23.32,-9.093,-34.27,-24.01,-13.17,-40.17,-32.74,-18.88,-49.22,-47.38,0.268,0.3335,0.3313,1.333e-10,1.36e-10,1.359e-10,0.02457,0.04828,0.04679,1.346e-10,1.37e-10,1.37e-10,1.0,2.0,5.981e-11,0.1989,6.419e-11,6.223e-11,6.266e-11,6.417e-11,0.04189,0.3018,0.01119,6.267e-11,0.04344,0.2821,1.866e-11,0.02533,0.2718,0.1275,2.165e-11,0.02509,2.468e-11,2.475e-11,2.164e-11,-0.007579,2.232e-11,0.2576,0.0,4.199e-05,1.429e-13,1.25e-13,0.0,0.0,-0.04061,0.0,0.0,0.0004562,0.0,-0.2194
3.746e-06,0.001206,4.274e-10,19.19,9.639e-13,485.6,-0.01973,-26.81,-53.65,-6.579,-24.34,-42.2,-9.073,-24.91,-40.85,-13.14,-25.46,-37.89,-18.84,-26.65,-34.63,0.4351,0.5779,0.5372,1.273e-10,1.296e-10,1.293e-10,0.03443,0.02459,0.0245,1.198e-10,1.279e-10,1.278e-10,2.0,2.0,5.685e-11,0.1818,5.484e-11,5.229e-11,5.815e-11,5.476e-11,0.02709,0.4384,0.03999,5.818e-11,0.02744,0.3833,2.585e-11,0.04001,0.06465,-0.2002,2.633e-11,0.03939,1.103e-11,1.13e-11,2.577e-11,0.03586,8.367e-12,0.06303,9.903e-12,0.02543,9.867e-12,3.918e-14,0.0,9.562e-12,0.01116,0.02596,0.0,0.0003809,0.0,-0.2791
2.698e-06,0.001045,1.924e-09,43.31,6.921e-13,1156.0,-0.01975,-25.17,-50.36,-6.579,-17.98,-29.47,-9.069,-16.54,-24.11,-13.13,-15.03,-17.05,-18.81,-13.21,-8.269,0.2419,0.3459,0.3458,1.145e-10,1.182e-10,1.18e-10,0.03502,0.009749,0.009748,1.224e-10,1.275e-10,1.269e-10,2.0,2.0,6.16e-11,0.1664,5.051e-11,5.038e-11,6.013e-11,4.867e-11,0.01417,0.3175,0.001312,6.074e-11,0.015,0.2647,3e-11,0.04018,0.1481,-0.05615,3.008e-11,0.03791,1.649e-11,1.811e-11,2.949e-11,-0.1309,1.485e-11,0.1432,1.354e-11,0.06633,1.335e-11,8.784e-13,2.793e-13,1.284e-11,-0.07963,0.06971,0.004246,0.003566,-4.478e-12,-0.2091
2.69e-06,0.001605,2.418e-09,917.8,6.015e-13,1225.0,-0.01971,-32.61,-32.58,-6.581,-35.9,-25.86,-9.074,-38.38,-28.27,-13.14,-42.49,-32.7,-18.84,-48.28,-39.74,0.1996,0.2785,0.278,1.2e-10,1.228e-10,1.225e-10,0.01657,0.01929,0.01924,1.092e-10,1.157e-10,1.156e-10,1.0,2.0,4.791e-11,0.161,5.359e-11,5.277e-11,4.864e-11,5.243e-11,0.02219,0.276,0.01147,4.98e-11,0.02474,0.2385,1.391e-11,0.0133,0.1436,-0.01628,1.626e-11,0.01173,1.805e-11,1.918e-11,1.508e-11,-0.007382,1.613e-11,0.1383,0.0,0.0001093,1.261e-13,3.828e-13,0.0,0.0,-0.02179,0.0,0.0,0.003386,0.0,-0.1824
3.769e-06,0.002009,2.609e-09,476.7,5.662000000000002e-13,1279.0,-0.01969,-18.11,-23.14,-6.582,-17.64,-9.684,-9.081,-20.25,-11.99,-13.15,-24.98,-16.94,-18.87,-32.59,-25.95,0.1294,0.1875,0.1875,1.125e-10,1.169e-10,1.168e-10,0.1666,0.05219,0.05001,9.843e-11,1.1e-10,1.099e-10,1.0,2.0,2.921e-11,0.06742,4.92e-11,4.828e-11,3.294e-11,4.764e-11,0.06797,0.159,-0.005463,3.295e-11,0.06937,0.1372,2.633e-12,0.02534,0.04215,-0.07638,6.548e-12,0.01817,1.179e-11,1.395e-11,4.625e-12,-0.1065,8.011e-12,0.04197,0.0,0.0005774,7.525e-14,7.164e-14,0.0,0.0,-0.2697,0.0,0.0,0.0003248,0.0,-0.1257
5.721e-06,0.001736,2.997e-10,1214.0,1.411e-13,743.5,-0.01964,-48.6,-43.25,-6.587,-43.29,-32.12,-9.095,-45.58,-34.1,-13.17,-50.89,-43.63,-18.88,-58.84,-57.33,0.235,0.269,0.2659,1.308e-10,1.341e-10,1.341e-10,-0.0007248,0.001125,0.0008547,7.576e-11,9.652e-11,9.636e-11,1.0,2.0,0.0,0.2012,6.32e-11,6.154e-11,4.869e-12,6.319e-11,7.415e-05,0.2546,-0.002282,0.0,0.0,0.2286,0.0,0.0,0.1004,-0.02677,0.0,4.838e-06,2.613e-11,2.614e-11,2.197e-13,-0.001962,2.284e-11,0.1002,0.0,3.253e-06,5.055e-13,1.688e-12,0.0,0.0,-0.001762,0.0,0.0,0.004593,0.0,-0.1312
9.114e-06,0.0016719999999999,1.678e-09,993.1,9.231000000000002e-13,49.29,-0.01955,-42.76,-28.81,-6.602,-51.43,-40.68,-9.111,-56.11,-49.79,-13.17,-61.78,-61.07,-18.87,-68.11,-73.3,0.009733,0.2668,0.2571,6.754e-11,8.877e-11,8.856e-11,-0.004139,0.002556,0.002536,4.364e-11,7.156e-11,7.123e-11,1.0,2.0,0.0,-0.263,0.0,0.0,7.127e-13,6.747e-13,2.715e-06,0.0,-0.005855,0.0,0.0,0.0006288,-2.356e-11,4.892e-05,0.0,-0.2333,8.247e-13,1.216e-05,1.219e-13,0.0,8.961e-13,-0.004691,0.0,0.0003248,0.0,1.857e-05,4.894e-13,7.55e-14,0.0,0.0,-0.003683,0.0,0.0,0.000329,0.0,-0.1994
4.622e-06,0.0009667999999999,2.2810000000000003e-09,1194.0,5.135000000000001e-13,392.1,-0.01966,-28.54,-20.61,-6.584,-35.0,-22.26,-9.086,-37.84,-25.79,-13.16,-42.96,-33.68,-18.88,-50.81,-46.19,0.6655,0.7067,0.7066,1.406e-10,1.41e-10,1.41e-10,0.04718,0.04712,0.0471,1.408e-10,1.409e-10,1.409e-10,1.0,2.0,6.889e-11,0.386,6.857e-11,6.821e-11,6.93e-11,6.851e-11,0.03936,0.6479,0.0177,6.932e-11,0.04123,0.6087,2.357e-11,0.01273,0.2923,-0.09575,2.654e-11,0.01232,2.734e-11,2.735e-11,2.647e-11,-0.01512,2.41e-11,0.2889,0.0,0.0001216,1.325e-13,9.086e-14,0.0,0.0,-0.02229,0.0,0.0,0.00174,0.0,-0.2739
4.351e-06,0.0020659999999999,2.95e-09,604.2,9.592000000000002e-13,760.3,-0.01967,-27.82,-27.35,-6.583,-31.12,-20.78,-9.084,-33.9,-23.86,-13.16,-38.96,-30.32,-18.88,-46.96,-41.49,0.09105,0.1998,0.1695,1.125e-10,1.162e-10,1.151e-10,0.06874,0.1204,0.1202,8.824e-11,9.638e-11,9.632e-11,1.0,2.0,3.186e-11,-0.006164,4.353e-11,4.159e-11,3.129e-11,4.328e-11,0.08972,0.1146,0.04199,3.457e-11,0.09291,0.09666,-3.263e-12,0.002127,0.0,-0.1044,2.056e-12,0.001726,3.849e-13,0.0,1.221e-12,-0.1223,0.0,0.0006963,5.213e-13,0.0005861,2.36e-13,1.6e-13,0.0,-1.023e-11,-0.1307,0.001723,0.0,0.0001944,0.0,-0.1228
5.636e-06,0.001272,2.477e-09,210.2,5.635000000000002e-13,459.6,-0.0197,-5.457,-10.91,-6.578,-3.125,0.2822,-9.089,-4.675,-0.2266,-13.18,-8.926,-4.297,-18.89,-16.99,-14.47,0.5901,0.5912,0.591,1.395e-10,1.397e-10,1.397e-10,0.347,0.3118,0.3116,1.248e-10,1.309e-10,1.309e-10,2.0,2.0,4.493e-11,0.3495,6.681e-11,6.572e-11,5.315e-11,6.676e-11,0.3121,0.5514,0.1178,5.319e-11,0.3124,0.5364,1.131e-11,0.1379,0.1433,-0.1809,1.652e-11,0.1344,2.063e-11,2.092e-11,1.652e-11,-0.08061,1.508e-11,0.1375,0.0,0.003855,3.177e-13,3.207e-13,0.0,0.0,-0.3547,0.0,0.0,0.0008765,0.0,-0.2481
7.123999999999999e-06,0.0009951,1.348e-09,600.7,6.213e-13,917.6,-0.01965,-2.464,-3.173,-6.597,-0.4693,9.873,-9.115,-5.475,2.383,-13.18,-13.86,-10.61,-18.88,-24.84,-27.1,0.38,0.4456,0.4451,1.006e-10,1.114e-10,1.114e-10,0.2413,0.3101,0.3083,6.617e-11,8.937e-11,8.932e-11,1.0,2.0,2.553e-12,0.1176,4.217e-11,3.859e-11,1.059e-11,4.175e-11,0.03145,0.313,-0.004401,4.173e-12,0.05108,0.3117,0.0,0.0,0.0,-0.3546,0.0,0.002381,1.176e-13,0.0,6.095e-13,-0.3835,0.0,0.0004653,0.0,0.016,1.788e-13,1.684e-13,0.0,0.0,-0.3624,0.0,0.0,0.0005353,0.0,-0.3017
1.6e-06,0.00106,7.227e-10,762.3,5.080000000000002e-13,333.8,-0.01973,-3.808,-1.627,-6.58,-8.298,-3.114,-9.071,-10.64,-5.201,-13.13,-14.78,-9.39,-18.83,-20.9,-15.97,0.1727,0.3886,0.3341,1.286e-10,1.326e-10,1.326e-10,0.3972,0.4717,0.4615,1.403e-10,1.409e-10,1.408e-10,1.0,2.0,6.667e-11,0.06083,5.603e-11,5.177e-11,6.764e-11,5.602e-11,0.384,0.2646,0.2389,6.768e-11,0.4235,0.2206,2.399e-11,0.2284,0.09093,-0.0883,2.704e-11,0.2214,1.544e-11,1.558e-11,2.704e-11,-0.01909,1.135e-11,0.08783,0.0,0.0006134,1.482e-13,2.898e-14,0.0,0.0,-0.2002,0.0,0.0,0.0002051,0.0,-0.2
1.034e-06,0.001893,2.245e-09,740.5,1.7840000000000005e-13,118.6,-0.01975,-12.38,-15.41,-6.58,-18.86,-21.77,-9.069,-21.17,-23.86,-13.13,-24.86,-27.1,-18.82,-29.66,-30.98,-0.009143,0.08751,0.06596,8.397e-11,1.04e-10,1.039e-10,-0.002736,0.04264,0.03108,8.833e-11,1.048e-10,1.047e-10,2.0,2.0,0.0,-0.02258,0.0,0.0,2.773e-11,2.778e-11,0.01448,0.0,-0.008193,0.0,0.0,0.02546,0.0,0.0,0.0,-0.04837,0.0,0.0003227,5.03e-12,0.0,2.702e-12,-0.01745,0.0,0.003502,0.0,0.0002811,7.664e-13,3.227e-13,0.0,0.0,-0.02157,0.0,0.0,6.95e-05,0.0,-0.05588
