fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_maxHeight Vout_1 14G,eye_maxWidth Vout_2 14G,eye_height Vout_2 14G,eye_height_XY Vout_2 14G,eye_width_XY Vout_2 14G,eye_width Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_1 14G,eye_maxWidth Vout_1 14G,eye_height Vout_1 14G,eye_width Vout_2 14G,eye_maxHeight Vout_2 14G,eye_maxWidth Vout_1 28G,eye_width Vout_2 28G,eye_maxWidth Vout_2 28G,eye_height_XY Vout_2 28G,eye_height Vout_1 28G,eye_width_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_maxHeight Vout_2 28G,eye_height_XY Vout_1 28G,eye_height Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_1 56G,eye_width_XY Vout_1 56G,eye_width Vout_2 56G,eye_height_XY Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width_XY Vout_2 56G,eye_height Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_2 56G,eye_width Vout_1 56G,eye_height_XY Vout_1 56G
8.797e-06,0.002192,1.236e-09,959.3,8.676000000000001e-14,1195.0,-0.01956,-50.25,-49.3,-6.6,-36.41,-28.22,-9.109,-40.03,-32.62,-13.17,-47.66,-46.37,-18.87,-58.31,-63.26,0.01339,0.04781,0.04235,1.371e-10,1.384e-10,1.384e-10,-0.00107,0.0001202,0.0001055,-3.244e-11,5.013e-11,4.914e-11,1.0,2.0,0.03264,0.0,-0.001045,8.969e-07,1.667e-13,5.91e-11,0.03112,6e-11,6.016e-11,-0.01433,0.0,0.0,0.0,0.0,0.0,4.234e-06,-0.04172,3.255e-13,1.011e-11,0.0,0.001618,-0.0008308,0.0,0.0,-0.02761,4.52e-13,0.0,1.9e-06,0.0,1.106e-13,-0.0005635,0.0,0.0,0.0,0.0,5.123e-05
5.277999999999999e-06,0.002403,1.2629999999999999e-09,1044.0,1.696e-13,700.5,-0.01966,-52.11,-47.57,-6.587,-45.43,-34.45,-9.092,-47.57,-35.98,-13.17,-52.32,-44.41,-18.88,-59.34,-56.92,0.03943,0.07302,0.06833,1.38e-10,1.392e-10,1.392e-10,-0.00014,0.0002835,0.0002413,6.144e-11,8.225e-11,8.216e-11,1.0,2.0,0.05858,0.0,-0.0006046,7.272e-07,1.768e-13,6.456e-11,0.05436,6.54e-11,6.541e-11,0.008153,0.0,0.0,2.391e-11,0.0,0.0,1.126e-06,-0.0281,1.18e-13,2.389e-11,0.0,0.02025,-0.0004521,0.02069,2.012e-11,-0.03703,6.7e-14,0.0,9.716e-07,0.0,1.65e-13,-0.0003599,0.0,0.0,0.0,0.0,7.058e-05
2.504e-06,0.0009599,1.5009999999999999e-09,491.2,8.614e-13,283.4,-0.01972,0.8151,1.965,-6.579,-2.023,2.941,-9.073,-4.338,0.8307,-13.14,-8.425,-3.196,-18.85,-14.49,-9.324,0.31,0.5792,0.5026,1.324e-10,1.348e-10,1.348e-10,0.7166,0.734,0.7338,1.357e-10,1.368e-10,1.368e-10,2.0,2.0,0.4024,6.506e-11,0.475,0.6452,6.495e-11,5.402e-11,0.3415,5.839e-11,5.851e-11,0.09721,6.419e-11,0.7111,1.716e-11,2.425e-11,2.653e-11,0.3984,-0.1134,2.63e-11,1.702e-11,0.4177,0.1371,0.01628,0.1406,1.25e-11,-0.2135,8.719e-14,0.0,0.001646,0.0,1.82e-12,-0.3337,0.0,0.0,0.0,0.0,0.00118
1.485e-06,0.00112,1.0379999999999999e-10,1242.0,8.735e-14,556.7,-0.01974,-26.3,-22.44,-6.58,-32.76,-27.28,-9.07,-35.16,-28.26,-13.13,-39.14,-31.53,-18.82,-44.63,-37.59,0.07116,0.2057,0.1666,1.194e-10,1.263e-10,1.262e-10,0.006964,0.01736,0.01445,1.23e-10,1.29e-10,1.29e-10,1.0,2.0,0.1415,5.544e-11,0.006299,0.0112,5.541e-11,4.657e-11,0.1184,5.212e-11,5.217e-11,0.05765,5.201e-11,0.01305,1.806e-11,1.931e-11,2.136e-11,0.007554,0.004279,2.114e-11,1.777e-11,0.008868,0.07025,0.002113,0.08172,1.534e-11,-0.1077,7.52e-14,0.0,0.0002628,0.0,1.397e-12,-0.007933,0.0,0.0,0.0,0.0,0.0002231
5.026e-06,0.001012,2.116e-09,936.5,3.9220000000000004e-13,199.5,-0.01965,-18.74,-9.826,-6.585,-25.24,-14.13,-9.089,-28.21,-17.29,-13.16,-33.83,-25.69,-18.88,-42.78,-39.38,0.3323,0.5811,0.5239,1.157e-10,1.237e-10,1.237e-10,0.1124,0.207,0.1892,1.209e-10,1.271e-10,1.271e-10,1.0,2.0,0.408,5.317e-11,0.04106,0.1158,5.304e-11,4.344e-11,0.3532,4.866e-11,4.882e-11,0.2342,4.997e-11,0.1259,9.124e-12,8.007e-12,1.021e-11,0.007343,-0.1714,9.871e-12,8.786e-12,0.007734,0.06666,-0.1331,0.06699,6.412e-12,-0.3056,1.313e-13,-1.161e-11,0.0002394,4.957e-13,1.406e-13,-0.1391,0.0,0.0,0.001146,0.0,0.00133
4.724e-06,0.001111,2.505e-09,1001.0,6.826e-13,1163.0,-0.01966,-28.17,-26.37,-6.584,-31.96,-19.44,-9.087,-34.87,-23.25,-13.16,-40.18,-31.29,-18.88,-48.51,-44.13,0.3224,0.3594,0.3585,1.101e-10,1.152e-10,1.151e-10,-0.009497,0.02666,0.02648,9.638e-11,1.071e-10,1.07e-10,1.0,2.0,0.3952,3.795e-11,-0.01674,0.03144,3.764e-11,4.693e-11,0.3572,4.794e-11,4.904e-11,0.2545,3.468e-11,0.03414,1.15e-11,9.558e-14,3.279e-12,0.0008521,-0.1896,1.43e-12,9.958e-12,0.001859,0.09714,-0.05438,0.09738,7.407e-12,-0.3165,5.854e-14,0.0,0.0002863,0.0,2.694e-13,-0.0568,0.0,0.0,0.0,0.0,0.0008023
1.093e-06,0.00211,4.586e-10,917.7,3.1460000000000004e-13,1237.0,-0.01975,-29.63,-33.92,-6.58,-32.68,-30.98,-9.069,-35.05,-33.21,-13.13,-38.96,-37.19,-18.82,-44.14,-42.79,0.03844,0.1102,0.09077,1.249e-10,1.279e-10,1.279e-10,0.01827,0.02767,0.0252,1.224e-10,1.258e-10,1.257e-10,1.0,2.0,0.06874,5.46e-11,0.007882,0.01787,5.379e-11,4.773e-11,0.05781,5.194e-11,5.235e-11,-0.0003518,5.359e-11,0.02163,0.0,1.524e-11,1.826e-11,0.008568,-0.03703,1.704e-11,1.061e-11,0.008947,0.01382,-0.007448,0.0,0.0,-0.04966,6.823e-14,-6.79e-12,0.0001769,2.703e-13,2.933e-13,-0.01436,0.0,0.0,0.0002243,0.0,0.0001391
2.524e-06,0.00218,1.488e-09,1426.0,4.0730000000000004e-13,1442.0,-0.01979,-46.34,-44.35,-6.585,-63.91,-51.97,-9.077,-59.14,-47.17,-13.14,-57.04,-45.79,-18.84,-57.39,-48.33,0.1377,0.1684,0.1683,1.193e-10,1.23e-10,1.229e-10,0.0007346,0.0008355,0.0008351,1.174e-10,1.215e-10,1.214e-10,1.0,2.0,0.1568,5.431e-11,0.0003892,0.0007432,5.293e-11,5.297e-11,0.1355,5.376e-11,5.47e-11,0.08455,5.28e-11,0.0009045,1.92e-11,1.628e-11,1.862e-11,0.0004015,-0.04072,1.862e-11,1.841e-11,0.0004966,0.07192,-8.772e-05,0.07531,1.55e-11,-0.1341,6.426e-14,0.0,3.313e-06,0.0,1.307e-13,-0.0008479,0.0,0.0,0.0,0.0,0.000132
5.602e-06,0.001472,1.983e-10,633.0,5.372000000000001e-13,248.6,-0.01964,-16.57,-10.43,-6.587,-22.31,-12.05,-9.094,-25.47,-16.01,-13.17,-31.66,-25.65,-18.88,-41.33,-40.51,0.4101,0.5456,0.5116,1.209e-10,1.271e-10,1.271e-10,0.5446,0.5941,0.5937,1.322e-10,1.347e-10,1.347e-10,1.0,2.0,0.3437,6.111e-11,0.4411,0.5312,6.093e-11,4.299e-11,0.3275,4.936e-11,4.954e-11,0.1979,6.07e-11,0.5348,0.0,0.0,0.0,0.04041,-0.2618,4.235e-12,9.751e-13,0.0,0.001275,-0.3509,0.0,0.0,-0.2097,1.155e-13,0.0,0.0002535,0.0,6.289e-13,-0.2012,0.0,0.0,0.0,0.0,0.0007268
1.332e-06,0.001417,2.546e-09,84.99,1.2790000000000004e-13,513.9,-0.01975,-19.07,-38.23,-6.579,-22.07,-37.7,-9.067,-20.72,-32.5,-13.13,-19.54,-26.02,-18.81,-18.52,-18.27,0.07684,0.2031,0.1676,1.235e-10,1.285e-10,1.284e-10,0.014,0.0324,0.02684,1.406e-10,1.412e-10,1.412e-10,2.0,2.0,0.1475,4.66e-11,3.427e-05,0.02459,4.659e-11,5.409e-11,0.1185,5.41e-11,5.411e-11,0.05855,3.535e-11,0.02918,2.144e-11,0.0,0.0,0.02359,0.001473,1.634e-11,2.068e-11,0.0,0.07733,-0.0998,0.09721,2.407e-11,-0.03498,7.619e-12,1.014e-11,0.02807,1.191e-11,1.19e-11,-0.1182,0.02434,8.082e-12,0.03018,7.007e-12,0.02434
9.006999999999999e-06,0.0009905,2.957e-09,564.3,6.952000000000001e-13,579.3,-0.01961,0.4621,2.133,-6.61,-0.0002367,9.637,-9.12,-6.331,-0.6533,-13.17,-15.48,-15.05,-18.87,-26.44,-31.38,0.4906,0.6068,0.6063,1.083e-10,1.168e-10,1.167e-10,0.3186,0.5657,0.5625,6.358e-11,8.922e-11,8.922e-11,2.0,2.0,0.256,1.572e-12,-0.1886,0.005761,4.415e-12,3.303e-11,0.2465,3.805e-11,3.841e-11,-0.02617,-4.715e-12,0.02009,0.0,0.0,0.0,0.001565,-0.3824,1.512e-13,1.77e-13,0.0,0.0009239,-0.3517,0.0,0.0,-0.3135,5.358e-13,0.0,0.00112,0.0,9.124e-14,-0.3496,0.0,0.0,0.0,0.0,0.003254
4.269e-06,0.0006786,1.354e-09,749.7,2.862e-14,342.0,-0.01968,3.996,8.662,-6.582,-2.567,2.168,-9.081,-5.111,-0.2175,-13.15,-9.675,-4.637,-18.88,-17.49,-14.08,-0.0248,0.3073,0.2369,9.038e-11,1.063e-10,1.062e-10,0.08525,0.4129,0.3351,9.354e-11,1.078e-10,1.077e-10,2.0,2.0,0.0,0.0,0.0411,0.133,2.798e-11,0.0,0.08847,2.768e-11,0.0,-0.08262,0.0,0.0,0.0,0.0,0.0,0.002648,-0.2143,3.564e-13,3.69e-13,0.0,0.0008387,-0.1582,0.0,0.0,-0.1842,1.649e-13,0.0,0.0008634,0.0,9.461e-14,-0.1924,0.0,0.0,0.0,0.0,0.0006239
4.279e-06,0.0009509,2.7260000000000003e-09,1268.0,7.519000000000002e-13,802.9,-0.01967,-30.91,-25.68,-6.583,-36.13,-23.01,-9.083,-38.88,-26.51,-13.16,-43.71,-33.73,-18.87,-51.02,-45.34,0.4023,0.4736,0.4731,1.187e-10,1.219e-10,1.219e-10,0.01414,0.0194,0.01936,1.109e-10,1.164e-10,1.164e-10,1.0,2.0,0.4427,4.984e-11,0.005878,0.01753,4.871e-11,5.264e-11,0.3924,5.241e-11,5.366e-11,0.2706,4.721e-11,0.0197,1.808e-11,8.576e-12,1.128e-11,0.003897,-0.09754,9.288e-12,1.683e-11,0.004101,0.1799,-0.01524,0.1822,1.227e-11,-0.304,1.851e-13,0.0,1.59e-05,0.0,1.501e-13,-0.01941,0.0,0.0,0.0,0.0,0.001131
1.293e-06,0.001717,5.867000000000001e-10,27.77,6.661000000000002e-13,1105.0,-0.01976,-32.71,-65.76,-6.58,-32.94,-59.94,-9.068,-33.77,-59.11,-13.13,-34.3,-56.08,-18.81,-34.79,-51.33,0.08894,0.1956,0.1617,1.145e-10,1.176e-10,1.164e-10,0.003501,0.005288,0.005262,1.298e-10,1.305e-10,1.304e-10,2.0,2.0,0.1264,6.547e-11,0.004386,0.004501,6.506e-11,4.291e-11,0.1031,4.705e-11,4.705e-11,0.01411,6.565e-11,0.00675,0.0,3.229e-11,3.276e-11,0.006573,-0.07683,3.249e-11,5.185e-12,0.007486,0.01443,0.003511,0.0,0.0,-0.1196,2.791e-13,1.554e-11,0.005035,1.558e-11,1.557e-11,0.005713,0.0,0.0,0.008354,0.0,0.001009
4.363e-06,0.001042,3.668e-10,366.3,1.741e-13,1333.0,-0.01973,-8.21,-16.35,-6.574,-3.503,-0.4089,-9.077,-4.039,1.189,-13.16,-9.116,-4.487,-18.88,-18.24,-16.91,0.2124,0.3226,0.3225,1.384e-10,1.392e-10,1.391e-10,-0.3015,0.101,0.06647,1.4e-10,1.408e-10,1.407e-10,2.0,2.0,0.3274,1.221e-11,-0.3426,0.055,5.368e-11,5.803e-11,0.327,6.225e-11,6.225e-11,0.2299,4.45e-11,0.0762,2.419e-11,0.0,0.0,0.04643,0.04859,7.347e-12,2.419e-11,0.0,0.202,-0.3657,0.2028,1.842e-11,-0.2583,6.107e-14,0.0,0.002023,0.0,3.27e-13,-0.4252,0.0,0.0,0.0,0.0,0.0001518
4.461e-06,0.002141,6.54e-11,991.2,2.742000000000001e-13,329.2,-0.01967,-44.1,-36.46,-6.584,-52.03,-40.89,-9.085,-53.89,-42.38,-13.16,-55.72,-46.72,-18.88,-59.19,-54.96,0.04211,0.1552,0.1332,1.228e-10,1.282e-10,1.282e-10,-0.0003308,0.002458,0.001965,1e-10,1.123e-10,1.123e-10,1.0,2.0,0.09824,3.021e-11,-0.0009425,0.0007565,3.005e-11,4.602e-11,0.08444,5.221e-11,5.225e-11,0.001904,1.702e-11,0.0008106,1.097e-11,0.0,0.0,2.399e-06,-0.08286,4.792e-14,1.064e-11,0.0,0.01691,-0.001774,0.01707,5.91e-12,-0.09449,3.137e-13,0.0,4.857e-06,0.0,1.355e-13,-0.001607,0.0,0.0,0.0,0.0,5.624e-05
6.651e-06,0.001414,2.573e-09,99.48,8.135e-13,877.8,-0.01971,-14.99,-29.99,-6.579,-6.419,-6.356,-9.092,-6.743,-4.516,-13.18,-9.421,-5.532,-18.89,-17.95,-16.83,0.3788,0.3801,0.3793,1.087e-10,1.127e-10,1.126e-10,0.116,0.03297,0.03201,9.249e-11,2.878e-12,1.06e-10,2.0,2.0,0.2925,3.294e-11,-0.08771,0.04291,3.271e-11,4.129e-11,0.2923,4.104e-11,4.235e-11,0.1535,2.094e-11,0.0433,0.0,1.256e-12,1.797e-12,0.005565,-0.2726,2.323e-12,7.046e-13,0.01792,0.002762,-0.1048,0.0,0.0,-0.2577,1.513e-13,0.0,0.0003755,0.0,4.634e-13,-0.2609,0.0,0.0,0.0,0.0,0.001227
8.907999999999998e-06,0.001718,2.6450000000000003e-09,980.0,4.173000000000001e-13,54.9,-0.01956,-42.86,-29.13,-6.601,-49.75,-39.1,-9.111,-53.17,-46.62,-13.17,-59.19,-58.08,-18.87,-66.74,-71.43,-0.01622,0.2373,0.2261,6.669e-11,8.824e-11,8.825e-11,-0.003724,0.002686,0.002654,4.866e-11,7.513e-11,7.513e-11,1.0,2.0,0.0,0.0,-0.005185,2.886e-05,6.425e-13,0.0,2.589e-05,2.736e-14,0.0,-0.2699,0.0,0.0,0.0,0.0,0.0,1.74e-05,-0.2252,4.057e-13,1.085e-13,0.0,0.001324,-0.004627,0.0,0.0,-0.187,9.803e-15,0.0,8.482e-06,0.0,4.044e-13,-0.003496,0.0,0.0,0.0,0.0,2.276e-05
6.402e-06,0.001284,2.02e-09,1289.0,2.592e-13,760.5,-0.01962,-43.96,-38.21,-6.59,-50.75,-37.46,-9.1,-53.14,-42.08,-13.17,-56.99,-50.9,-18.88,-62.55,-62.23,0.3842,0.4444,0.4443,1.381e-10,1.394e-10,1.394e-10,0.0004455,0.003162,0.002585,1.125e-10,1.207e-10,1.206e-10,1.0,2.0,0.4476,3.507e-11,-0.0009438,0.00113,3.502e-11,6.151e-11,0.446,6.411e-11,6.411e-11,0.3488,2.357e-11,0.00123,2.165e-11,0.0,0.0,2.382e-06,-0.07873,2.754e-13,2.164e-11,0.0,0.1419,-0.002325,0.1509,1.644e-11,-0.2201,9.505e-13,0.0,5.616e-06,0.0,2.208e-13,-0.001818,0.0,0.0,0.0,0.0,0.003329
9.497e-06,0.002384,2.027e-09,1364.0,1.1730000000000004e-13,1032.0,-0.01987,-34.06,-29.82,-6.607,-38.33,-28.52,-9.109,-42.41,-36.94,-13.17,-50.36,-51.01,-18.86,-61.1,-67.84,-0.003452,0.02849,0.02485,1.32e-10,1.348e-10,1.348e-10,-0.0001814,6.215e-05,6.163e-05,5.289e-11,9.156e-12,7.794e-11,1.0,2.0,0.01428,0.0,-0.0003241,7.859e-06,1.773e-12,4.768e-11,0.01422,5.277e-11,5.277e-11,-0.01779,0.0,0.0,0.0,0.0,0.0,2.249e-06,-0.02086,7.187e-13,2.289e-13,0.0,3.884e-05,-0.0004587,0.0,0.0,-0.01584,3.329e-13,0.0,5.115e-06,0.0,1.088e-12,-0.0003236,0.0,0.0,0.0,0.0,5.594e-05
5.697e-06,0.002399,5.242999999999998e-10,530.3,6.039e-13,371.7,-0.01964,-28.37,-25.02,-6.587,-33.74,-23.51,-9.095,-36.94,-27.73,-13.17,-43.06,-37.44,-18.88,-52.33,-51.88,0.02608,0.09285,0.07969,1.325e-10,1.344e-10,1.341e-10,0.1379,0.1729,0.1719,1.084e-10,1.198e-10,1.198e-10,1.0,2.0,0.04933,4.71e-11,0.006665,0.08342,4.693e-11,5.089e-11,0.04765,5.543e-11,5.552e-11,-0.02714,4.387e-11,0.08353,0.0,0.0,0.0,6.013e-05,-0.06191,8.495e-14,3.401e-12,0.0,0.0003346,-0.1081,0.0,0.0,-0.04455,5.115e-14,0.0,0.0004856,0.0,6.623e-13,-0.06965,0.0,0.0,0.0,0.0,0.0003209
4.456e-06,0.001844,8.501e-10,1338.0,9.109e-13,1434.0,-0.01967,-56.04,-52.26,-6.584,-59.39,-45.58,-9.086,-57.54,-44.94,-13.16,-57.19,-47.66,-18.88,-59.88,-55.2,0.1363,0.2113,0.1942,1.01e-10,1.049e-10,1.047e-10,0.0006669,0.00113,0.001006,1.008e-10,1.039e-10,1.038e-10,1.0,2.0,0.1373,3.658e-11,0.0006333,0.0006938,3.636e-11,3.658e-11,0.1177,3.547e-11,3.59e-11,0.02709,3.641e-11,0.0008489,0.0,0.0,0.0,5.367e-05,-0.1492,4.184e-13,9.26e-13,0.0,0.002376,-0.0005525,0.0,0.0,-0.1716,1.115e-13,0.0,4.506e-06,0.0,1.426e-13,-0.001161,0.0,0.0,0.0,0.0,0.0004925
4.673e-06,0.001059,1.001e-09,1178.0,9.03e-13,1479.0,-0.01966,-33.18,-30.46,-6.584,-37.48,-24.33,-9.086,-40.31,-28.33,-13.16,-45.36,-36.36,-18.88,-52.93,-48.74,0.2321,0.3191,0.3175,9.463e-11,1.003e-10,9.975e-11,-0.002939,0.009416,0.009261,8.439e-11,8.835e-11,8.823e-11,1.0,2.0,0.2761,3.007e-11,-0.004821,0.00894,2.657e-11,3.639e-11,0.2506,3.288e-11,3.609e-11,0.1405,2.777e-11,0.009167,0.0,0.0,0.0,0.0005857,-0.2964,1.339e-12,2.449e-12,0.0,0.006567,-0.02076,0.0,0.0,-0.315,2.141e-14,0.0,9.16e-05,0.0,1.698e-13,-0.01924,0.0,0.0,0.0,0.0,0.0007746
3.507e-06,0.001084,1.7470000000000003e-09,1335.0,8.277000000000001e-13,122.0,-0.01969,-33.75,-22.5,-6.582,-40.75,-28.16,-9.078,-43.33,-30.93,-13.15,-47.38,-36.5,-18.86,-52.91,-45.52,0.2636,0.566,0.475,1.124e-10,1.211e-10,1.21e-10,0.006511,0.01829,0.01501,1.105e-10,1.2e-10,1.199e-10,1.0,2.0,0.3268,4.22e-11,0.0005967,0.007985,4.221e-11,3.495e-11,0.2704,4.401e-11,4.401e-11,0.08351,3.305e-11,0.009724,5.324e-12,0.0,0.0,0.0004962,-0.1136,1.351e-12,5.045e-12,0.0,0.02446,-0.007712,0.04007,1.273e-12,-0.3178,3.144e-13,0.0,2.959e-05,0.0,1.045e-13,-0.009743,0.0,0.0,0.0,0.0,0.002217
3.153e-06,0.0009757,1.652e-09,907.8,6.035e-13,964.6,-0.0197,-14.67,-13.4,-6.581,-17.58,-7.323,-9.077,-20.19,-9.958,-13.14,-24.77,-15.28,-18.86,-31.94,-24.66,0.3333,0.3985,0.398,1.193e-10,1.232e-10,1.23e-10,0.1209,0.1335,0.1333,1.044e-10,1.161e-10,1.161e-10,1.0,2.0,0.3849,4.551e-11,0.07612,0.1514,4.516e-11,5.343e-11,0.3329,5.385e-11,5.483e-11,0.2279,4.34e-11,0.1606,1.909e-11,1.114e-11,1.115e-11,0.04866,-0.07955,7.682e-12,1.863e-11,0.04919,0.1685,-0.07359,0.1812,1.416e-11,-0.2784,1.237e-13,0.0,0.0006909,0.0,1.073e-13,-0.1866,0.0,0.0,0.0,0.0,0.00208
8.845000000000001e-06,0.00151,1.174e-09,922.0,6.411000000000002e-13,687.0,-0.01956,-39.45,-34.89,-6.6,-49.92,-38.29,-9.11,-54.03,-47.18,-13.17,-59.9,-58.76,-18.87,-66.6,-71.41,0.3306,0.3944,0.394,1.133e-10,1.18e-10,1.18e-10,0.007475,0.01373,0.01353,9.589e-11,1.068e-10,1.068e-10,1.0,2.0,0.178,1.882e-11,-0.008823,0.0002469,7.525e-12,3.219e-11,0.1768,3.898e-11,4.042e-11,-0.01143,9.94e-12,0.0004354,0.0,0.0,0.0,3.367e-05,-0.2541,2.75e-13,1.362e-13,0.0,0.001709,-0.009702,0.0,0.0,-0.1994,5.102e-14,0.0,3.606e-05,0.0,2.369e-13,-0.007607,0.0,0.0,0.0,0.0,0.0002193
1.93e-06,0.0009617,1.8400000000000003e-09,203.8,9.608000000000001e-13,693.4,-0.01975,-10.09,-20.21,-6.579,-9.748,-12.99,-9.069,-11.72,-14.45,-13.13,-14.29,-15.57,-18.81,-16.15,-13.9,0.1627,0.3932,0.3305,1.178e-10,1.215e-10,1.204e-10,0.09011,0.1224,0.122,1.193e-10,1.152e-10,1.149e-10,2.0,2.0,0.2655,5.012e-11,0.08856,0.1259,4.855e-11,4.661e-11,0.2079,4.93e-11,4.995e-11,0.04214,5.859e-11,0.1531,0.0,2.803e-11,2.838e-11,0.05758,-0.0977,2.83e-11,1.219e-11,0.1144,0.07116,-0.02238,0.0,0.0,-0.1712,6.596e-14,1.025e-11,0.07564,1.059e-11,1.035e-11,0.07746,0.0,0.0,0.0763,0.0,0.002682
6.016e-06,0.0009463,5.472e-10,1011.0,5.980000000000001e-13,406.6,-0.01963,-21.85,-14.74,-6.588,-27.77,-15.38,-9.096,-31.15,-20.72,-13.17,-37.56,-31.38,-18.88,-47.29,-46.63,0.6895,0.7207,0.7205,1.379e-10,1.384e-10,1.384e-10,0.105,0.1495,0.1495,1.268e-10,1.308e-10,1.309e-10,1.0,2.0,0.5793,5.863e-11,-0.01772,0.08269,5.862e-11,6.411e-11,0.5709,6.524e-11,6.53e-11,0.2471,5.486e-11,0.08272,5.393e-12,0.0,0.0,0.0001791,-0.3761,1.419e-12,1.468e-11,0.0,0.05841,-0.1323,0.0629,-3.651e-13,-0.2805,2.789e-13,0.0,0.0002689,0.0,2.56e-13,-0.09003,0.0,0.0,0.0,0.0,0.001855
3.205e-06,0.0007792999999999,1.787e-10,542.0,8.150000000000002e-13,1266.0,-0.01973,-3.819,-7.505,-6.58,-0.2018,6.435,-9.079,-2.908,3.631,-13.15,-7.96,-2.14,-18.86,-16.03,-12.33,0.2173,0.3438,0.3328,1.027e-10,1.078e-10,1.073e-10,0.3149,0.1122,0.1111,7.626e-11,9.001e-11,8.937e-11,2.0,2.0,0.2591,2.53e-11,0.1722,0.2078,2.512e-11,4.188e-11,0.2208,3.852e-11,4.084e-11,0.1218,2.476e-11,0.2187,7.816e-12,-8.993e-13,3.547e-12,0.01606,-0.1817,2.919e-12,7.809e-12,0.0363,0.02317,-0.2765,0.02341,3.408e-12,-0.2877,5.503e-14,0.0,0.006594,0.0,1.216e-13,-0.4074,0.0,0.0,0.0,0.0,0.0001923
7.171e-06,0.001383,1.125e-09,800.5,2.1360000000000002e-13,1477.0,-0.01961,-31.66,-33.63,-6.592,-37.23,-25.77,-9.104,-41.05,-31.55,-13.17,-48.01,-43.9,-18.87,-57.45,-59.26,0.1685,0.262,0.2618,1.288e-10,1.325e-10,1.324e-10,0.007922,0.02905,0.02903,1.163e-10,1.255e-10,1.254e-10,1.0,2.0,0.2685,3.89e-11,-0.0377,0.02741,3.887e-11,4.799e-11,0.2666,5.397e-11,5.397e-11,0.1506,2.562e-11,0.02938,0.0,0.0,0.0,0.0002093,-0.1728,1.799e-13,4.336e-12,0.0,0.002235,-0.07516,0.0,0.0,-0.2015,8.68e-14,0.0,0.0006326,0.0,8.755e-13,-0.05116,0.0,0.0,0.0,0.0,0.001053
1.5589999999999998e-06,0.0008139999999999,1.524e-09,1356.0,3.247e-13,240.7,-0.01974,-18.79,-11.84,-6.58,-24.97,-16.57,-9.07,-27.36,-18.49,-13.13,-31.44,-22.59,-18.82,-37.29,-29.14,0.1113,0.3092,0.2503,1.141e-10,1.223e-10,1.223e-10,0.01696,0.04399,0.03616,1.186e-10,1.256e-10,1.255e-10,1.0,2.0,0.1902,5.102e-11,0.005939,0.02336,5.1e-11,4.151e-11,0.1499,4.724e-11,4.729e-11,0.04826,4.553e-11,0.02896,0.0,1.164e-11,1.564e-11,0.01105,-0.06422,1.517e-11,1.172e-11,0.01246,0.05943,-0.009656,0.0,0.0,-0.1475,1.451e-13,0.0,4.56e-05,0.0,1.426e-13,-0.02292,0.0,0.0,0.0,0.0,0.001083
4.817e-06,0.002323,2.55e-09,1028.0,4.219e-13,1250.0,-0.01966,-52.02,-50.89,-6.585,-58.51,-45.48,-9.088,-57.35,-45.28,-13.16,-57.47,-48.66,-18.88,-60.59,-56.68,0.05677,0.1061,0.08965,1.076e-10,1.142e-10,1.141e-10,0.0006794,0.0009935,0.000818,1.071e-10,1.133e-10,1.132e-10,1.0,2.0,0.06637,4.695e-11,3.689e-05,0.0005389,4.463e-11,4.626e-11,0.05818,4.557e-11,4.754e-11,0.0128,4.595e-11,0.0005879,0.0,0.0,0.0,4.728e-05,-0.04185,3.704e-12,8.09e-12,0.0,0.006695,-0.0005395,0.0,0.0,-0.05796,2.499e-14,0.0,2.918e-06,0.0,2.115e-13,-0.0005708,0.0,0.0,0.0,0.0,0.0001511
