fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_width_XY Vout_2 14G,eye_width Vout_1 14G,eye_height_XY Vout_1 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_maxHeight Vout_1 14G,eye_width Vout_2 14G,eye_width_XY Vout_1 14G,eye_height Vout_1 14G,eye_height_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_height Vout_1 28G,eye_maxHeight Vout_2 28G,eye_maxWidth Vout_2 28G,eye_width_XY Vout_1 28G,eye_width Vout_1 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_2 28G,eye_height Vout_2 28G,eye_maxHeight Vout_1 28G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_1 28G,eye_width_XY Vout_2 56G,eye_width Vout_2 56G,eye_width Vout_1 56G,eye_maxWidth Vout_2 56G,eye_height Vout_2 56G,eye_height_XY Vout_1 56G,eye_height_XY Vout_2 56G,eye_height Vout_1 56G,eye_width_XY Vout_1 56G,eye_maxHeight Vout_2 56G,eye_maxWidth Vout_1 56G,eye_maxHeight Vout_1 56G
3.599e-06,0.001764,1.738e-09,1363.0,5.159000000000002e-13,1258.0,-0.01969,-51.11,-48.01,-6.582,-58.89,-45.67,-9.079,-57.09,-44.29,-13.15,-56.28,-45.32,-18.87,-57.95,-50.82,0.2088,0.239,0.2387,1.185e-10,1.224e-10,1.223e-10,0.001335,0.001597,0.001575,1.226e-10,1.254e-10,1.253e-10,1.0,2.0,5.48e-11,5.28e-11,0.2262,5.419e-11,0.001725,0.0008356,0.25,5.468e-11,5.353e-11,0.1606,0.001487,5.535e-11,-0.04961,0.0008837,1.865e-11,1.684e-11,1.194e-11,0.000805,0.1085,1.528e-11,7.608e-06,0.1085,1.722e-11,1.801e-11,1.427e-13,0.0,0.0,0.0,-0.001432,0.000179,1.025e-05,-0.1925,2.259e-14,0.0,0.0,0.0
5.623999999999999e-06,0.001092,1.853e-09,149.6,2.411e-14,226.8,-0.01969,-4.985,-9.996,-6.581,-11.23,-15.93,-9.077,-12.88,-16.75,-13.15,-14.54,-15.99,-18.88,-17.96,-16.56,0.07679,0.3951,0.3169,8.857e-11,1.044e-10,1.043e-10,0.04601,0.2356,0.18,9.724e-11,1.11e-10,1.109e-10,2.0,2.0,3.33e-11,0.0,0.09769,0.0,0.09216,-0.01326,0.0,2.424e-11,2.148e-11,-0.06626,0.07556,3.339e-11,-0.2734,0.0,0.0,8.425e-13,0.0,0.001767,0.002939,0.0,-0.0584,0.0,4.306e-13,0.0,1.267e-13,-5.677e-12,0.0,3.942e-13,-0.1247,0.002711,0.0005801,-0.2522,4.535e-13,0.002594,0.0,0.0
2.469e-06,0.0007707,2.454e-09,1402.0,7.570000000000002e-14,373.4,-0.01971,-22.22,-14.64,-6.581,-28.95,-20.68,-9.073,-31.73,-22.39,-13.14,-36.22,-26.01,-18.84,-42.47,-33.28,0.001338,0.2826,0.2053,1.162e-10,1.232e-10,1.232e-10,-0.001138,0.02314,0.01678,1.1e-10,1.203e-10,1.203e-10,1.0,2.0,4.585e-11,4.798e-11,0.1159,4.922e-11,0.01162,-0.002944,0.1524,4.364e-11,4.919e-11,0.005406,0.008815,4.589e-11,0.01212,0.005472,1.518e-11,1.792e-11,1.917e-11,0.004579,0.07047,1.536e-11,-0.002191,0.08804,1.435e-11,1.85e-11,2.622e-13,1.267e-12,5.047e-12,1.139e-12,-0.01001,0.03983,0.0005414,-0.02325,6.411e-12,0.0008602,6.436e-12,0.03986
6.084e-06,0.001062,1.962e-09,905.9,2.922e-13,1178.0,-0.01963,-24.14,-23.69,-6.588,-27.9,-15.87,-9.096,-31.25,-20.63,-13.17,-37.67,-31.37,-18.88,-47.4,-46.58,0.321,0.3607,0.3604,1.267e-10,1.311e-10,1.311e-10,-0.004158,0.0555,0.05527,1.18e-10,1.264e-10,1.264e-10,1.0,2.0,4.111e-11,4.619e-11,0.3717,5.347e-11,0.05644,-0.07887,0.3729,2.995e-11,5.346e-11,0.2403,0.05513,4.119e-11,-0.1529,0.0,0.0,1.154e-11,9.093e-12,0.0003293,0.06104,0.0,-0.1462,0.06515,5.997e-13,1.164e-11,6.933e-14,0.0,0.0,0.0,-0.113,0.002394,8.373e-05,-0.2756,4.837e-14,0.0,0.0,0.0
2.065e-06,0.0006334,1.69e-09,14.46,1.301e-13,925.0,-0.01975,-34.99,-70.0,-6.578,-27.53,-48.53,-9.066,-22.47,-35.92,-13.12,-19.6,-26.08,-18.8,-17.96,-17.17,0.2834,0.3124,0.3113,1.386e-10,1.397e-10,1.397e-10,-0.0005838,0.0,0.005729,0.0,0.0,6.23e-11,2.0,2.0,2.605e-11,6.795e-11,0.3023,6.838e-11,0.0,-0.1359,0.3029,0.0,6.837e-11,0.254,0.004047,0.0,0.07012,0.0,0.0,3.295e-11,3.271e-11,0.0001057,0.211,0.0,-0.06109,0.2502,1.824e-12,3.295e-11,8.112e-14,0.0,1.1e-11,0.0,-0.1925,0.1092,2.273e-05,-0.04104,1.251e-11,0.0,1.254e-11,0.1093
5.88e-06,0.002376,1.672e-09,591.7,8.381000000000001e-13,686.5,-0.01963,-33.79,-32.67,-6.588,-38.13,-26.8,-9.096,-41.41,-31.73,-13.17,-47.49,-41.6,-18.88,-56.24,-55.41,0.03089,0.08041,0.06663,1.086e-10,1.133e-10,1.122e-10,0.01745,0.04834,0.03931,7.259e-11,8.507e-11,8.497e-11,1.0,2.0,2.189e-11,3.562e-11,0.03077,3.728e-11,0.005133,-0.02109,0.03403,1.992e-11,3.706e-11,-0.0304,0.005013,2.372e-11,-0.06074,0.0,0.0,3.993e-13,0.0,6.555e-05,0.0001364,0.0,-0.04396,0.0,2.319e-13,0.0,4.336e-13,0.0,0.0,0.0,-0.0339,6.783e-05,0.0001671,-0.04633,1.119e-13,0.0,0.0,0.0
8.446999999999999e-06,0.0019,1.66e-09,45.62,1.8390000000000005e-13,405.8,-0.01969,-16.73,-33.47,-6.578,-16.44,-26.36,-9.083,-11.65,-14.36,-13.18,-12.31,-11.51,-18.88,-21.51,-24.27,0.04247,0.1648,0.1413,1.165e-10,1.238e-10,1.237e-10,0.007546,0.03738,0.03034,1.399e-10,1.405e-10,1.405e-10,2.0,2.0,6.315e-11,3.731e-11,0.06099,4.26e-11,0.03125,-0.009923,0.06152,5.906e-11,4.258e-11,-0.05691,0.03109,6.317e-11,-0.13,0.0301,1.756e-11,7.704e-13,0.0,0.02823,0.0005978,1.069e-11,-0.01352,0.0,1.755e-11,0.0,1.426e-13,0.0,0.0,0.0,-0.0486,6.671e-05,7.088e-05,-0.0933,4.664e-14,0.0,0.0,0.0
3.676e-06,0.001171,1.52e-09,1179.0,7.658e-13,1225.0,-0.01969,-34.43,-31.67,-6.582,-38.82,-26.25,-9.079,-41.4,-29.27,-13.15,-45.72,-35.29,-18.87,-51.94,-45.15,0.279,0.3393,0.338,1.079e-10,1.132e-10,1.13e-10,0.004353,0.01061,0.01053,1.007e-10,1.064e-10,1.064e-10,1.0,2.0,4.13e-11,4.588e-11,0.296,4.67e-11,0.01304,0.003916,0.3335,4.026e-11,4.449e-11,0.189,0.01147,4.291e-11,-0.1454,0.0009013,7.81e-12,1.044e-11,7.102e-12,0.0007215,0.0894,4.543e-12,-0.01002,0.09143,7.675e-12,1.269e-11,1.166e-13,0.0,0.0,0.0,-0.01522,0.0009847,6.743e-05,-0.2702,9.525e-14,0.0,0.0,0.0
1.004e-06,0.001439,3.346e-10,885.3,2.909e-13,1453.0,-0.01975,-17.79,-22.84,-6.58,-19.93,-18.67,-9.069,-22.34,-20.95,-13.13,-26.4,-25.09,-18.82,-32.17,-31.28,0.07588,0.1496,0.13,1.269e-10,1.293e-10,1.29e-10,0.04953,0.05822,0.05819,1.147e-10,1.22e-10,1.219e-10,1.0,2.0,5.261e-11,5.282e-11,0.08686,5.536e-11,0.0584,0.03316,0.1045,5.094e-11,5.525e-11,0.01998,0.05004,5.366e-11,-0.04246,0.02626,1.744e-11,1.409e-11,1.152e-11,0.02363,0.02916,1.396e-11,-0.01259,0.03057,1.691e-11,1.47e-11,1.085e-13,0.0,0.0,0.0,-0.04386,0.0002234,0.0001182,-0.074,1.465e-13,0.0,0.0,0.0
1.337e-06,0.0006793999999999,1.951e-09,37.81,9.342000000000002e-13,1059.0,-0.01976,-27.35,-54.75,-6.58,-23.99,-41.51,-9.068,-22.37,-35.75,-13.13,-20.92,-28.71,-18.81,-20.05,-21.12,0.1244,0.2602,0.2085,1.072e-10,1.116e-10,1.088e-10,0.01198,0.01112,0.01084,1.334e-10,1.328e-10,1.325e-10,2.0,2.0,4.607e-11,4.039e-11,0.1352,4.493e-11,0.01955,0.007462,0.1717,3.896e-11,4.484e-11,0.002153,0.0174,1.769e-11,-0.08539,0.0,0.0,7.362e-12,0.0,0.02643,0.02968,0.0,-0.08387,0.0,1.495e-11,0.0,1.373e-11,1.308e-11,-5.142e-12,1.391e-11,-0.05656,0.0004749,0.03263,-0.1723,1.956e-13,0.03302,7.438e-13,0.00375
9.699e-06,0.002203,2.088e-11,934.1,5.330000000000002e-13,862.3,-0.01954,-51.07,-47.71,-6.604,-52.53,-41.59,-9.112,-56.92,-51.43,-13.17,-62.98,-63.42,-18.86,-69.71,-76.2,0.0005284,0.06775,0.05696,8.907e-11,9.767e-11,9.755e-11,-0.0005073,0.0001453,0.0001417,4.918e-11,6.838e-11,6.816e-11,1.0,2.0,6.544e-13,1.547e-11,0.004004,1.745e-11,0.0,-0.0004714,0.00405,0.0,1.692e-11,-0.05823,7.336e-07,0.0,-0.05824,0.0,0.0,4.04e-13,0.0,3.955e-07,0.00023,0.0,-0.000337,0.0,1.061e-13,0.0,9.146e-13,0.0,0.0,0.0,-0.000217,3.981e-05,1.061e-06,-0.03596,1.428e-13,0.0,0.0,0.0
7.565999999999999e-06,0.002021,1.043e-09,452.9,9.409e-14,1375.0,-0.01961,-22.32,-28.42,-6.592,-25.26,-22.16,-9.105,-28.33,-21.12,-13.17,-35.45,-32.32,-18.87,-45.95,-49.02,0.08731,0.1113,0.1102,1.381e-10,1.392e-10,1.392e-10,-0.05406,0.0645,0.04597,1.371e-10,1.385e-10,1.385e-10,1.0,2.0,4.664e-11,5.905e-11,0.08214,6.215e-11,0.03758,-0.05652,0.09198,3.358e-11,6.215e-11,0.0378,0.03269,4.668e-11,-0.04149,0.0,0.0,2.323e-11,2.047e-11,0.01407,0.02225,0.0,-0.1006,0.0226,6.278e-12,2.34e-11,2.562e-13,-7.58e-12,0.0,4.331e-13,-0.08479,0.0002339,0.0002596,-0.05273,4.377e-13,0.001001,0.0,0.0
7.325999999999999e-06,0.001449,2.345e-10,1468.0,3.683000000000001e-13,617.3,-0.0196,-51.7,-43.78,-6.594,-49.23,-35.8,-9.106,-52.47,-42.9,-13.17,-58.03,-53.95,-18.87,-64.9,-66.77,0.4382,0.4478,0.4477,1.384e-10,1.391e-10,1.39e-10,-0.001905,0.0,0.0004445,0.0,0.0,4.813e-11,1.0,2.0,1.358e-12,6.592e-11,0.3929,6.7e-11,0.0,-0.002261,0.3939,0.0,6.698e-11,0.2362,1.853e-05,0.0,-0.3066,0.0,0.0,7.01e-13,0.0,6.905e-06,0.0004624,0.0,-0.001912,0.0,2.64e-13,0.0,3.528e-13,0.0,0.0,0.0,-0.001444,0.000676,2.927e-06,-0.1801,2.627e-13,0.0,0.0,0.0
3.596e-06,0.001069,1.116e-09,983.4,9.529000000000001e-13,773.6,-0.01969,-22.76,-19.15,-6.582,-27.03,-15.58,-9.079,-29.7,-18.59,-13.15,-34.4,-24.69,-18.86,-41.8,-35.35,0.3089,0.4715,0.4422,1.153e-10,1.187e-10,1.185e-10,0.001036,0.07263,0.07232,1.045e-10,1.093e-10,1.092e-10,1.0,2.0,4.213e-11,4.738e-11,0.3057,4.723e-11,0.06574,-0.0115,0.3576,4.181e-11,4.668e-11,0.1581,0.05888,4.425e-11,-0.1902,0.003226,4.063e-12,7.812e-12,7.883e-12,0.001234,0.04697,2.946e-12,-0.08995,0.04777,3.723e-12,8.672e-12,3.514e-13,0.0,0.0,0.0,-0.08377,0.001836,0.0007882,-0.3106,1.028e-13,0.0,0.0,0.0
6.017e-06,0.001339,1.381e-09,1498.0,8.117000000000002e-13,1152.0,-0.01963,-51.14,-45.76,-6.588,-59.89,-45.65,-9.097,-58.0,-46.54,-13.17,-58.73,-51.94,-18.88,-62.84,-61.7,0.2652,0.3369,0.3352,9.955e-11,1.067e-10,1.065e-10,0.001277,0.001759,0.001623,1.1e-10,1.151e-10,1.148e-10,1.0,2.0,4.061e-11,3.829e-11,0.2779,3.931e-11,0.001212,0.0006149,0.2779,4.292e-11,3.698e-11,0.1601,0.001014,4.113e-11,-0.319,0.0,0.0,8.563e-13,0.0,8.806e-07,0.003012,0.0,-0.001473,0.0,5.348e-14,0.0,2.175e-13,0.0,0.0,0.0,-0.001258,0.0002726,1.036e-05,-0.2678,1.922e-13,0.0,0.0,0.0
4.693e-06,0.002125,2.244e-09,674.3,8.799e-14,895.1,-0.01966,-34.22,-34.57,-6.584,-42.81,-38.01,-9.086,-47.28,-38.58,-13.16,-52.23,-43.28,-18.88,-57.4,-52.9,0.08021,0.1038,0.1007,1.343e-10,1.366e-10,1.365e-10,0.02437,0.02817,0.0278,1.396e-10,1.404e-10,1.404e-10,1.0,2.0,6.448e-11,6.323e-11,0.09267,6.476e-11,0.02542,0.02217,0.09996,6.242e-11,6.465e-11,0.0639,0.02453,6.448e-11,-0.004511,0.0151,2.546e-11,2.758e-11,2.747e-11,0.01508,0.05929,2.292e-11,0.002561,0.06171,2.542e-11,2.762e-11,5.8e-13,0.0,0.0,0.0,-0.0195,0.0001674,6.123e-05,-0.07736,1.228e-13,0.0,0.0,0.0
2.875e-06,0.001534,1.98e-09,1171.0,5.679e-13,734.7,-0.0197,-38.96,-34.6,-6.581,-44.9,-33.31,-9.075,-47.11,-35.52,-13.14,-50.28,-39.46,-18.85,-54.09,-45.54,0.3351,0.3923,0.3923,1.313e-10,1.329e-10,1.329e-10,0.009131,0.009615,0.009605,1.275e-10,1.299e-10,1.299e-10,1.0,2.0,5.93e-11,5.942e-11,0.3264,6.06e-11,0.009961,0.005763,0.3659,5.886e-11,6.044e-11,0.2103,0.00878,5.972e-11,-0.02501,0.005585,2.238e-11,2.195e-11,2.01e-11,0.005375,0.1819,1.938e-11,-0.001478,0.187,2.194e-11,2.235e-11,3.312e-13,0.0,0.0,0.0,-0.0057,0.001392,4.796e-05,-0.2067,4.512e-13,0.0,0.0,0.0
2.34e-06,0.002263,2.928e-09,1087.0,7.301000000000002e-14,1099.0,-0.01972,-45.22,-44.26,-6.581,-47.95,-42.47,-9.073,-48.98,-40.57,-13.14,-51.53,-41.6,-18.84,-54.6,-45.13,0.1011,0.1244,0.1208,1.347e-10,1.37e-10,1.37e-10,0.0006498,0.001821,0.001453,1.22e-10,1.28e-10,1.28e-10,1.0,2.0,5.383e-11,6.513e-11,0.12,6.645e-11,0.001286,0.0004446,0.1227,4.885e-11,6.638e-11,0.1057,0.0009985,5.382e-11,0.07068,0.0007708,1.926e-11,3.072e-11,3.089e-11,0.0005738,0.1067,1.706e-11,0.0001992,0.119,1.898e-11,3.083e-11,8.394e-13,0.0,1.206e-11,0.0,-0.0006558,0.055,1.613e-05,-0.006547,1.291e-11,0.0,1.306e-11,0.05508
9.089e-06,0.001453,2.9780000000000003e-09,1367.0,3.7460000000000004e-13,760.7,-0.01956,-51.04,-44.5,-6.602,-48.08,-36.0,-9.111,-52.64,-45.75,-13.17,-59.72,-58.7,-18.87,-67.61,-72.56,0.391,0.3884,0.3882,1.254e-10,1.296e-10,1.296e-10,-0.001546,0.0005292,0.0004644,4.773e-11,7.269e-11,7.265e-11,1.0,2.0,6.708e-13,5.196e-11,0.2802,5.661e-11,0.0,-0.002265,0.2834,0.0,5.654e-11,0.1304,1.357e-05,0.0,-0.2383,0.0,0.0,9.359e-13,0.0,7.843e-06,0.001847,0.0,-0.002165,0.0,2.836e-13,0.0,4.916e-13,0.0,0.0,0.0,-0.001549,0.0007551,8.008e-06,-0.1878,5.235e-13,0.0,0.0,0.0
5.008e-06,0.001395,6.871e-10,366.3,6.135000000000002e-13,623.8,-0.0197,-3.136,-5.856,-6.582,-0.4867,6.437,-9.095,-3.522,3.197,-13.17,-9.958,-5.224,-18.89,-19.72,-18.93,0.448,0.4689,0.4686,1.293e-10,1.313e-10,1.313e-10,0.4708,0.3173,0.317,1.094e-10,1.196e-10,1.196e-10,2.0,2.0,4.092e-11,5.842e-11,0.4198,5.997e-11,0.3234,0.08494,0.433,3.041e-11,5.976e-11,0.2563,0.3188,4.092e-11,-0.1878,0.0,0.0,1.414e-11,9.783e-12,0.003497,0.06921,0.0,-0.3278,0.0713,6.172e-13,1.519e-11,7.913e-14,0.0,0.0,0.0,-0.4592,0.00025,0.002292,-0.2332,1.012e-13,0.0,0.0,0.0
7.283999999999999e-06,0.001788,2.17e-09,1412.0,9.142e-13,569.5,-0.01962,-59.2,-50.85,-6.594,-57.9,-44.57,-9.106,-58.64,-49.27,-13.17,-61.23,-57.2,-18.87,-66.28,-68.09,0.1769,0.3154,0.286,1.142e-10,1.181e-10,1.179e-10,-0.0007215,0.0,2.217e-06,0.0,0.0,1.059e-12,1.0,2.0,2.014e-13,3.553e-11,0.1348,3.933e-11,0.0,-0.0006253,0.1366,0.0,3.931e-11,-0.04092,6.013e-07,0.0,-0.1894,0.0,0.0,7.943e-13,0.0,5.72e-07,0.001637,0.0,-0.0005308,0.0,2.55e-13,0.0,9.731e-14,0.0,0.0,0.0,-0.0004439,0.001457,8.972e-07,-0.1539,5.815e-13,0.0,0.0,0.0
6.567e-06,0.001057,2.2850000000000003e-09,949.8,3.9630000000000004e-13,19.1,-0.01962,-22.68,-9.579,-6.59,-29.79,-17.92,-9.1,-33.55,-24.08,-13.17,-40.54,-35.36,-18.88,-50.66,-50.88,0.1438,0.6043,0.526,8.001e-11,9.752e-11,9.752e-11,-0.09357,0.1144,0.1094,7.547e-11,9.407e-11,9.407e-11,1.0,2.0,3.291e-13,-1.926e-11,0.0109,1.847e-12,0.0,-0.1687,0.01676,0.0,3.08e-12,-0.2191,0.0003372,0.0,-0.3678,0.0,0.0,2.584e-13,0.0,0.0005108,0.001513,0.0,-0.1927,0.0,1.043e-12,0.0,1.66e-13,0.0,0.0,0.0,-0.1296,0.002334,1.403e-05,-0.3502,1.165e-13,0.0,0.0,0.0
9.919e-06,0.001254,1.615e-09,1029.0,6.666000000000001e-13,1014.0,-0.01954,-39.63,-36.34,-6.605,-50.08,-39.36,-9.111,-54.77,-49.39,-13.17,-61.08,-61.55,-18.86,-67.95,-74.41,0.2491,0.3731,0.3712,8.012e-11,9.554e-11,9.553e-11,-0.001756,0.008791,0.0084,6.106e-11,7.807e-11,7.777e-11,1.0,2.0,2.345e-13,0.0,0.02703,0.0,0.0001316,-0.01303,0.0,-1.421e-11,2.128e-12,-0.1957,2.827e-05,3.487e-12,-0.2895,0.0,0.0,1.966e-13,0.0,2.245e-05,0.0004665,0.0,-0.009414,0.0,2.302e-13,0.0,3.653e-13,0.0,0.0,0.0,-0.007537,0.001316,3.084e-05,-0.2496,2.802e-13,0.0,0.0,0.0
3.016e-06,0.0008604,2.5750000000000003e-09,1406.0,6.734e-13,1425.0,-0.0197,-29.8,-26.9,-6.581,-33.93,-21.53,-9.076,-36.48,-24.28,-13.14,-40.77,-29.54,-18.85,-47.03,-38.4,0.2591,0.3068,0.3061,1.106e-10,1.139e-10,1.137e-10,0.002131,0.01071,0.01065,1.032e-10,1.08e-10,1.078e-10,1.0,2.0,4.318e-11,4.878e-11,0.257,4.906e-11,0.01374,0.003732,0.3049,4.38e-11,4.644e-11,0.1902,0.0112,4.522e-11,-0.03903,0.006171,1.43e-11,1.673e-11,1.437e-11,0.00559,0.1559,1.222e-11,-0.006001,0.1705,1.228e-11,1.852e-11,2.906e-14,0.0,0.0,0.0,-0.01341,0.001475,9.122e-06,-0.2081,1.254e-12,0.0,0.0,0.0
9.749e-06,0.001683,1.684e-09,943.2,3.105000000000001e-13,187.0,-0.01954,-42.25,-31.4,-6.604,-48.56,-38.7,-9.111,-52.85,-47.36,-13.17,-59.93,-60.23,-18.86,-67.91,-74.18,0.06458,0.2515,0.2345,8.254e-11,9.931e-11,9.929e-11,-0.004302,0.001606,0.001583,3.535e-11,6.473e-11,6.466e-11,1.0,2.0,4.099e-13,-2.019e-11,0.0004551,4.317e-12,0.0,-0.005192,0.006098,0.0,1.598e-12,-0.2102,1.481e-05,0.0,-0.2008,0.0,0.0,2.327e-13,0.0,5.491e-06,0.0007588,0.0,-0.00419,0.0,7.54e-13,0.0,1.739e-12,0.0,0.0,0.0,-0.003044,0.00159,1.06e-05,-0.1575,6.864e-13,0.0,0.0,0.0
6.158e-06,0.001337,7.412e-10,1382.0,6.767000000000001e-13,490.9,-0.01962,-46.4,-37.84,-6.589,-57.63,-43.72,-9.098,-57.23,-46.07,-13.17,-58.53,-52.11,-18.88,-62.86,-62.13,0.5164,0.5514,0.5511,1.327e-10,1.339e-10,1.339e-10,0.002181,0.003943,0.003543,1.27e-10,1.306e-10,1.306e-10,1.0,2.0,4.824e-11,5.696e-11,0.455,5.973e-11,0.002096,0.000494,0.456,4.064e-11,5.973e-11,0.2305,0.002088,4.835e-11,-0.3195,0.0,0.0,9.27e-14,0.0,7.038e-06,0.0004003,0.0,-0.002011,0.0,1.461e-13,0.0,3.035e-13,0.0,0.0,0.0,-0.00164,0.001293,3.562e-06,-0.2401,1.788e-13,0.0,0.0,0.0
9.095e-06,0.001345,1.461e-09,678.1,5.556000000000001e-13,222.5,-0.01956,-19.38,-11.48,-6.601,-26.88,-16.77,-9.11,-31.94,-25.95,-13.17,-40.42,-40.03,-18.87,-51.39,-56.84,0.4368,0.5928,0.5653,1.095e-10,1.194e-10,1.192e-10,0.4537,0.5439,0.5369,1.188e-10,1.277e-10,1.276e-10,1.0,2.0,8.26e-12,1.742e-11,0.1079,2.664e-11,0.0,-0.2067,0.1085,0.0,2.619e-11,-0.07837,0.005123,0.0,-0.2323,0.0,0.0,2.118e-13,0.0,0.001963,0.0009834,0.0,-0.2262,0.0,8.939e-13,0.0,3.087e-13,0.0,0.0,0.0,-0.2063,0.001385,0.0009516,-0.2411,3.704e-13,0.0,0.0,0.0
1.692e-06,0.002497,1.254e-09,1492.0,1.641e-13,513.7,-0.02017,-34.76,-28.87,-6.604,-46.64,-37.99,-9.089,-54.79,-45.15,-13.15,-59.57,-49.83,-18.84,-58.64,-49.87,0.07626,0.1582,0.1344,1.208e-10,1.272e-10,1.272e-10,1.906e-05,0.0008063,0.0005831,1.03e-10,1.151e-10,1.15e-10,1.0,2.0,3.537e-11,4.65e-11,0.09212,5.286e-11,0.000376,-0.0001791,0.1121,2.848e-11,5.285e-11,0.04276,0.0003002,3.542e-11,-0.01724,0.0,0.0,1.655e-11,1.409e-11,7.598e-06,0.04568,0.0,-0.0004612,0.05268,5.358e-13,1.695e-11,1.867e-14,0.0,0.0,0.0,-0.0006906,0.0001914,7.315e-07,-0.07942,9.319e-14,0.0,0.0,0.0
9.099e-06,0.001258,1.628e-09,380.4,7.095000000000002e-13,872.4,-0.01965,-3.92,-7.574,-6.608,0.5622,8.905,-9.12,-5.821,-1.239,-13.17,-15.05,-15.68,-18.87,-25.99,-31.94,0.3071,0.4137,0.4125,9.085e-11,1.026e-10,1.026e-10,-0.1958,0.1441,0.1367,-3.789e-11,7.012e-12,6.542e-11,2.0,2.0,3.522e-12,1.853e-11,0.105,2.432e-11,0.0,-0.422,0.1068,0.0,1.765e-11,-0.1148,0.01108,0.0,-0.2956,0.0,0.0,6.923e-13,0.0,0.007032,0.003337,0.0,-0.5727,0.0,5.325e-13,0.0,8.375e-13,0.0,0.0,0.0,-0.5176,0.001407,0.00448,-0.265,5.934e-13,0.0,0.0,0.0
9.952e-06,0.0007021,8.532e-10,1239.0,4.6390000000000005e-14,749.3,-0.01955,-23.16,-17.55,-6.602,-32.89,-26.92,-9.108,-39.88,-35.71,-13.17,-49.66,-50.63,-18.86,-59.99,-67.06,0.07226,0.2325,0.1998,1.073e-10,1.172e-10,1.171e-10,-0.00917,0.008712,0.008648,6.297e-11,8.54e-11,8.526e-11,1.0,2.0,4.505e-13,3.103e-11,0.125,4.04e-11,0.0,-0.01646,0.1376,0.0,4.039e-11,0.01629,2.554e-05,0.0,-0.1945,0.0,0.0,1.097e-12,0.0,2.276e-05,0.002674,0.0,-0.01172,0.0,2.272e-13,0.0,7.022e-14,0.0,0.0,0.0,-0.007992,7.47e-05,4.427e-06,-0.1512,1.58e-14,0.0,0.0,0.0
9.352e-06,0.001454,3.696e-10,128.7,5.398e-13,105.2,-0.01962,-1.45,-2.927,-6.592,-6.596,-6.63,-9.109,-10.34,-11.59,-13.17,-18.68,-24.25,-18.87,-29.48,-40.2,0.1631,0.4005,0.3861,7.651e-11,9.501e-11,9.494e-11,0.2743,0.4082,0.4014,9.245e-11,1.062e-10,1.062e-10,2.0,2.0,2.698e-12,0.0,0.001591,0.0,0.0,-0.2029,0.0,0.0,5.969e-13,-0.2556,0.004394,0.0,-0.248,0.0,0.0,3.809e-13,0.0,0.001101,0.00106,0.0,-0.1983,0.0,4.47e-13,0.0,9.113e-14,0.0,0.0,0.0,-0.1907,0.002672,0.0008235,-0.2233,5.261e-13,0.0,0.0,0.0
5.855e-06,0.00168,2.861e-09,555.1,6.542000000000001e-14,270.2,-0.01963,-16.32,-11.29,-6.587,-23.22,-17.74,-9.095,-26.6,-20.3,-13.17,-33.0,-26.84,-18.88,-42.57,-40.6,0.07748,0.2517,0.2078,9.229e-11,1.073e-10,1.072e-10,0.1645,0.3513,0.3101,9.53e-11,1.092e-10,1.092e-10,1.0,2.0,2.92e-11,1.223e-11,0.08191,2.605e-11,0.1523,0.1042,0.08989,1.679e-11,2.602e-11,-0.007348,0.144,2.921e-11,-0.1424,0.0,0.0,3.891e-13,0.0,0.000752,0.0002792,0.0,-0.1494,0.0,3.852e-13,0.0,1.135e-13,0.0,0.0,0.0,-0.1802,0.0001106,0.001101,-0.1444,2.703e-14,0.0,0.0,0.0
7.241999999999999e-06,0.001269,2.427e-09,371.6,5.619000000000002e-13,90.56,-0.01959,5.617,11.69,-6.593,-0.2513,6.83,-9.114,-3.981,2.338,-13.18,-11.68,-8.809,-18.88,-21.91,-23.65,0.2324,0.554,0.4986,8.995e-11,1.047e-10,1.046e-10,0.9564,1.148,1.108,9.416e-11,1.079e-10,1.078e-10,2.0,2.0,1.427e-11,0.0,0.08148,0.0,0.08996,0.04807,0.0,6.032e-12,1.452e-11,-0.05775,0.08699,1.536e-11,-0.3577,0.0,0.0,2.249e-13,0.0,0.003306,0.0008537,0.0,-0.4016,0.0,2.147e-13,0.0,2.403e-13,0.0,0.0,0.0,-0.4515,0.001205,0.003261,-0.2757,1.173e-13,0.0,0.0,0.0
