fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_height_XY Vout_1 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_2 14G,eye_height Vout_1 14G,eye_maxHeight Vout_1 14G,eye_width Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_1 14G,eye_width_XY Vout_2 14G,eye_width_XY Vout_1 14G,eye_width_XY Vout_2 28G,eye_maxWidth Vout_2 28G,eye_height Vout_2 28G,eye_maxWidth Vout_1 28G,eye_height_XY Vout_2 28G,eye_height_XY Vout_1 28G,eye_width Vout_1 28G,eye_maxHeight Vout_1 28G,eye_width Vout_2 28G,eye_maxHeight Vout_2 28G,eye_height Vout_1 28G,eye_width_XY Vout_1 28G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_2 56G,eye_height Vout_2 56G,eye_maxWidth Vout_2 56G,eye_width Vout_1 56G,eye_width Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_width_XY Vout_1 56G,eye_height_XY Vout_1 56G,eye_maxWidth Vout_1 56G
7.666e-06,0.0008641,1.214e-09,1332.0,6.449e-13,999.5,-0.01959,-34.78,-29.84,-6.595,-41.94,-29.06,-9.106,-45.98,-37.12,-13.17,-52.83,-49.37,-18.87,-61.24,-63.7,0.4019,0.4309,0.4306,8.816e-11,1.039e-10,1.039e-10,-0.0004139,0.009994,0.009993,7.575e-11,9.48e-11,9.465e-11,1.0,2.0,0.0002657,1.299e-11,0.2252,3.425e-11,0.0005363,0.05069,0.2261,1.192e-11,-0.008631,3.104e-11,1.055e-11,3.367e-11,1.005e-13,0.0,-0.01434,0.0,3.11e-05,0.00136,0.0,0.0,0.0,0.0,-0.3817,2.441e-13,1.498e-13,0.0,-0.009945,0.0,0.0,0.0,-0.3311,2.318e-05,0.0,2.597e-13,0.0009,0.0
7.346e-06,0.002484,1.11e-09,657.7,7.449e-13,1140.0,-0.0196,-42.23,-42.93,-6.594,-48.14,-36.21,-9.106,-51.63,-43.18,-13.17,-57.28,-53.99,-18.87,-64.15,-66.59,0.007124,0.03957,0.03211,8.761e-11,9.369e-11,9.32e-11,0.0003972,0.003518,0.002966,4.68e-11,5.736e-11,5.728e-11,1.0,2.0,0.0002416,6.48e-12,0.005914,1.608e-11,0.0002572,-0.02598,0.007288,-2.659e-12,-0.005416,2.149e-11,4.804e-12,1.578e-11,4.759e-13,0.0,-0.005876,0.0,2.988e-05,1.789e-06,0.0,0.0,0.0,0.0,-0.04396,3.441e-14,4.463e-13,0.0,-0.003878,0.0,0.0,0.0,-0.02718,1.945e-05,0.0,4.525e-13,0.0002696,0.0
7.352e-06,0.001411,2.336e-09,959.8,5.082e-13,591.9,-0.0196,-36.94,-31.58,-6.594,-46.12,-33.45,-9.105,-49.81,-40.59,-13.17,-55.74,-51.77,-18.87,-62.93,-64.7,0.4866,0.4719,0.4716,1.29e-10,1.335e-10,1.335e-10,0.01472,0.01984,0.01982,1.223e-10,1.274e-10,1.274e-10,1.0,2.0,0.01028,5.421e-11,0.3924,6.025e-11,0.01049,0.2214,0.3928,5.073e-11,-0.0006632,5.819e-11,5.398e-11,6.016e-11,4.278e-14,0.0,-0.01426,0.0,2.165e-05,0.003405,0.0,0.0,0.0,0.0,-0.3186,5.011e-12,7.293e-14,0.0,-0.01022,0.0,0.0,0.0,-0.223,1.582e-05,0.0,2.99e-13,0.0005095,0.0
5.445999999999999e-06,0.0008288999999999,1.391e-09,267.1,7.952000000000001e-13,1089.0,-0.01972,-8.299,-16.6,-6.581,-2.451,1.639,-9.09,-5.274,-1.391,-13.17,-10.83,-8.232,-18.89,-19.26,-19.29,0.3795,0.3999,0.3991,1.003e-10,1.065e-10,1.063e-10,0.5264,0.05945,0.05767,6.581e-11,8.719e-11,8.703e-11,2.0,2.0,0.08172,1.277e-11,0.3001,4.089e-11,0.08607,0.1535,0.3193,8.55e-12,0.16,3.96e-11,1.273e-11,3.817e-11,7.009e-13,0.0,-0.3279,0.0,0.001323,0.001085,0.0,0.0,0.0,0.0,-0.3195,2.941e-13,6.847e-13,0.008693,-0.3126,5.923e-13,0.0,-1.336e-11,-0.3282,0.005974,0.0,8.985e-13,0.00168,0.0
6.111e-06,0.001655,2.671e-09,561.2,9.952e-13,1412.0,-0.01964,-20.13,-22.44,-6.589,-21.65,-10.72,-9.098,-25.17,-15.87,-13.17,-31.78,-26.05,-18.88,-41.68,-40.72,0.127,0.2479,0.2439,9.437e-11,9.87e-11,9.845e-11,0.06468,0.05135,0.05111,5.054e-11,6.093e-11,6.057e-11,1.0,2.0,0.02311,7.422e-12,0.137,2.962e-11,0.0332,0.02821,0.1468,4.516e-12,-0.02347,2.93e-11,5.529e-12,2.867e-11,5.961e-13,0.0,-0.3347,0.0,0.005103,0.001798,0.0,0.0,0.0,0.0,-0.2375,7.701e-13,9.559e-13,0.0,-0.2867,0.0,0.0,0.0,-0.2016,0.004595,0.0,4.519e-13,0.002527,0.0
7.547999999999999e-06,0.001824,2.321e-09,1034.0,5.622000000000002e-13,153.7,-0.01959,-45.24,-33.68,-6.595,-53.29,-41.05,-9.107,-56.08,-47.24,-13.17,-60.09,-56.54,-18.87,-65.71,-67.95,0.06965,0.2568,0.2267,1.015e-10,1.13e-10,1.13e-10,-0.001591,0.001975,0.001975,6.119e-11,8.398e-11,8.387e-11,1.0,2.0,8.751e-06,0.0,0.05426,2.54e-11,0.0,-0.09369,0.0543,0.0,-0.003357,1.011e-11,3.514e-13,2.54e-11,4.627e-13,0.0,-0.002481,0.0,1.174e-05,0.0007364,0.0,0.0,0.0,0.0,-0.1783,2.554e-13,2.199e-13,0.0,-0.001897,0.0,0.0,0.0,-0.1478,8.035e-06,0.0,5.109e-13,0.001202,0.0
5.92e-06,0.001748,1.505e-09,767.6,6.178e-14,578.8,-0.01963,-33.53,-29.97,-6.588,-39.93,-34.67,-9.096,-42.72,-35.22,-13.17,-48.2,-41.68,-18.88,-56.39,-55.28,0.06886,0.1758,0.1472,1.077e-10,1.182e-10,1.182e-10,0.003433,0.01988,0.01718,1.031e-10,1.14e-10,1.139e-10,1.0,2.0,0.008578,3.456e-11,0.09113,4.183e-11,0.008929,0.05282,0.107,2.426e-11,0.0005168,3.424e-11,3.455e-11,4.18e-11,1.203e-12,0.0,-0.01125,0.0,0.0001202,0.001964,0.0,0.0,0.0,0.0,-0.02172,4.02e-12,4.148e-13,0.0,-0.01231,0.0,0.0,0.0,-0.1105,0.0001263,0.0,2.38e-13,0.0002672,0.0
2.547e-06,0.001835,1.952e-09,275.8,2.492e-13,337.7,-0.01973,-4.194,-8.061,-6.578,-7.437,-7.956,-9.069,-8.278,-7.129,-13.13,-10.82,-8.154,-18.84,-14.23,-9.065,0.1729,0.2909,0.2562,1.213e-10,1.277e-10,1.277e-10,0.2134,0.2572,0.2519,1.367e-10,1.385e-10,1.384e-10,2.0,2.0,0.2455,6.782e-11,0.1814,5.359e-11,0.2471,0.1268,0.2199,6.703e-11,0.2526,4.993e-11,6.781e-11,5.357e-11,3.24e-11,3.247e-11,0.203,1.827e-11,0.2486,0.0996,1.601e-11,0.111,3.25e-11,0.2527,0.01315,1.791e-11,1.479e-11,0.1711,0.08952,1.485e-11,0.0,1.413e-11,-0.125,0.1705,0.0,5.105e-14,0.0001709,0.0
3.358e-06,0.0010509999999999,1.964e-09,360.3,3.638e-13,1053.0,-0.01973,-6.921,-13.77,-6.577,-2.603,1.435,-9.074,-4.338,0.5003,-13.15,-8.112,-2.819,-18.87,-14.18,-8.63,0.3716,0.373,0.3728,1.29e-10,1.322e-10,1.322e-10,0.03346,0.1443,0.1423,1.253e-10,1.309e-10,1.308e-10,2.0,2.0,0.1483,5.337e-11,0.3891,5.96e-11,0.1502,0.304,0.3928,4.58e-11,-0.02323,5.725e-11,5.332e-11,5.956e-11,1.455e-11,1.46e-11,-0.01171,2.383e-11,0.168,0.2347,2.266e-11,0.2403,1.182e-11,0.171,0.02529,2.317e-11,6.458e-13,0.0,-0.3724,0.0,0.0,0.0,-0.2035,0.007157,0.0,6.509e-14,0.001628,0.0
6.615e-06,0.00233,2.482e-10,1248.0,9.577e-13,598.9,-0.0197,-53.37,-46.14,-6.594,-60.3,-46.98,-9.102,-59.52,-49.57,-13.17,-60.97,-56.07,-18.88,-65.48,-66.37,0.002752,0.07921,0.06695,1.07e-10,1.106e-10,1.096e-10,-0.0001075,0.0,3.665e-05,0.0,0.0,3.055e-11,1.0,2.0,4.829e-07,0.0,0.02668,3.39e-11,0.0,-0.0457,0.02891,0.0,-0.0001648,3.287e-11,1.04e-12,3.371e-11,7.864e-14,0.0,-0.0002023,0.0,4.59e-08,0.0001921,0.0,0.0,0.0,0.0,-0.05676,6.773e-13,4.031e-13,0.0,-0.0001484,0.0,0.0,0.0,-0.04526,7.554e-07,0.0,1.23e-13,0.0001302,0.0
1.968e-06,0.0005626,2.099e-10,12.33,2.1030000000000002e-13,811.8,-0.01975,-35.89,-71.81,-6.579,-35.55,-64.59,-9.068,-35.8,-62.62,-13.13,-36.66,-60.28,-18.82,-37.62,-56.51,0.3526,0.3775,0.3753,1.414e-10,1.417e-10,1.417e-10,0.002492,0.006202,0.006193,1.398e-10,1.405e-10,1.405e-10,2.0,2.0,0.006095,6.771e-11,0.3251,7.012e-11,0.006136,0.2267,0.3582,6.62e-11,0.004879,6.979e-11,6.765e-11,7.006e-11,3.168e-11,3.169e-11,0.004023,3.139e-11,0.006304,0.2132,2.987e-11,0.2222,3.01e-11,0.006337,0.01123,3.139e-11,1.452e-11,0.007417,0.00645,1.458e-11,0.0,1.412e-11,-0.1582,0.007361,0.0,4.908e-12,0.01439,0.0
9.661e-06,0.0007277999999999,4.1989999999999997e-10,1271.0,3.480000000000001e-13,925.3,-0.01956,-26.81,-22.1,-6.602,-34.73,-23.72,-9.11,-39.99,-34.19,-13.17,-48.43,-48.53,-18.86,-58.74,-64.95,0.4643,0.4658,0.4657,1.099e-10,1.192e-10,1.191e-10,0.0005702,0.02308,0.02297,9.754e-11,1.116e-10,1.116e-10,1.0,2.0,0.0001534,5.322e-12,0.2171,4.329e-11,0.000238,0.002242,0.2175,2.98e-12,-0.03111,3.314e-11,4.177e-12,4.321e-11,2.834e-13,0.0,-0.02397,0.0,5.596e-05,0.001336,0.0,0.0,0.0,0.0,-0.3474,3.724e-13,3.747e-13,0.0,-0.01517,0.0,0.0,0.0,-0.2575,2.761e-05,0.0,1.101e-13,0.001095,0.0
8.33e-06,0.00213,2.434e-09,1088.0,2.3900000000000004e-13,878.3,-0.01958,-53.14,-49.18,-6.598,-44.21,-31.85,-9.109,-48.36,-40.35,-13.17,-55.79,-53.7,-18.87,-64.93,-68.82,0.05547,0.1247,0.1103,1.212e-10,1.268e-10,1.268e-10,-0.0007242,0.0001855,0.0001769,4.468e-11,6.707e-11,6.687e-11,1.0,2.0,4.598e-06,0.0,0.06372,5.697e-11,0.0,-0.02219,0.06493,0.0,-0.0007616,5.609e-11,4.895e-13,5.655e-11,1.327e-13,0.0,-0.0005969,0.0,1.212e-06,3.282e-05,0.0,0.0,0.0,0.0,-0.06501,9.781e-14,9.067e-14,0.0,-0.0004094,0.0,0.0,0.0,-0.04558,1.503e-06,0.0,1.754e-13,6.358e-05,0.0
6.155e-06,0.0013859999999999,2.628e-09,990.4,7.857e-14,551.8,-0.01963,-35.96,-30.34,-6.589,-41.31,-33.51,-9.097,-43.65,-34.14,-13.17,-49.02,-42.35,-18.88,-57.31,-56.33,0.1935,0.2791,0.2566,1.148e-10,1.227e-10,1.227e-10,0.001815,0.01016,0.00862,9.614e-11,1.098e-10,1.097e-10,1.0,2.0,0.003482,2.798e-11,0.2351,4.921e-11,0.003486,0.2177,0.256,1.721e-11,-0.001042,4.421e-11,2.791e-11,4.92e-11,3.638e-13,0.0,-0.006838,1.603e-11,1.795e-05,0.1087,1.617e-11,0.1088,0.0,0.0,0.07677,1.586e-11,7.618e-14,0.0,-0.005757,0.0,0.0,0.0,-0.1693,8.223e-06,0.0,5.15e-13,0.001097,0.0
9.78e-06,0.0005396,2.906e-09,988.5,7.965000000000002e-14,68.13,-0.01945,9.717,21.47,-6.614,-0.712,7.725,-9.116,-7.24,-2.935,-13.17,-16.46,-17.51,-18.86,-27.68,-34.49,0.1263,0.4026,0.3752,6.616e-11,8.793e-11,8.779e-11,0.04623,0.2719,0.2695,4.685e-11,7.249e-11,7.224e-11,2.0,2.0,0.0008142,0.0,0.001698,0.0,0.0,-0.3711,0.0,0.0,-0.2336,0.0,2.964e-13,2.933e-13,6.218e-13,0.0,-0.2729,0.0,0.001529,0.002302,0.0,0.0,0.0,0.0,-0.3306,3.262e-13,3.359e-13,0.0,-0.2694,0.0,0.0,0.0,-0.3085,0.001043,0.0,1.006e-13,0.0005711,0.0
4.531e-06,0.001935,2.589e-09,1341.0,4.845e-13,914.2,-0.01968,-56.6,-51.78,-6.585,-58.24,-44.49,-9.086,-57.26,-44.53,-13.16,-57.32,-47.7,-18.88,-60.16,-55.41,0.1858,0.2381,0.238,1.22e-10,1.258e-10,1.258e-10,0.0001069,0.0007967,0.0006165,1.138e-10,1.195e-10,1.193e-10,1.0,2.0,0.0003212,4.032e-11,0.1894,5.659e-11,0.0004303,0.103,0.2067,3.339e-11,-1.903e-05,5.536e-11,4.023e-11,5.625e-11,4.219e-13,0.0,-0.0005298,1.78e-11,4.536e-06,0.05995,1.391e-11,0.06041,0.0,0.0,-0.0837,1.697e-11,6.423e-14,0.0,-0.0006509,0.0,0.0,0.0,-0.1259,3.121e-06,0.0,4.966e-14,0.0003749,0.0
7.865e-06,0.00193,1.678e-09,1103.0,8.110000000000002e-13,410.9,-0.01959,-50.17,-41.78,-6.596,-58.02,-45.41,-9.108,-58.91,-50.54,-13.17,-61.75,-58.87,-18.87,-66.95,-69.96,0.09165,0.2486,0.2209,1.229e-10,1.269e-10,1.262e-10,-0.0003269,0.0008397,0.0008363,7.657e-11,9.383e-11,9.373e-11,1.0,2.0,6.256e-07,0.0,0.08391,4.455e-11,0.0,-0.09065,0.08426,0.0,-0.001218,4.029e-11,3.26e-13,4.453e-11,7.887e-14,0.0,-0.0009396,8.898e-13,2.871e-06,0.001539,-1.495e-11,0.001981,0.0,0.0,-0.1372,1.166e-12,2.035e-13,0.0,-0.000679,0.0,0.0,0.0,-0.113,4.529e-07,0.0,1.429e-13,0.00016,0.0
3.102e-06,0.002287,2.108e-09,147.9,5.848e-13,676.6,-0.01974,-11.66,-23.28,-6.578,-8.699,-10.8,-9.071,-9.82,-10.56,-13.14,-11.13,-9.193,-18.86,-12.68,-6.432,0.09904,0.1914,0.1656,1.281e-10,1.307e-10,1.306e-10,0.05407,0.05402,0.0539,1.264e-10,1.307e-10,1.307e-10,2.0,2.0,0.0568,5.849e-11,0.1102,5.63e-11,0.05745,0.02813,0.1315,5.527e-11,0.05444,5.455e-11,5.826e-11,5.612e-11,2.57e-11,2.584e-11,0.0528,1.693e-11,0.07042,0.0395,1.507e-11,0.04007,2.518e-11,0.07415,-0.06098,1.674e-11,1.217e-11,0.06268,0.03688,1.228e-11,0.0,1.127e-11,-0.08815,0.06154,0.0,2.448e-13,0.0005614,0.0
3.415e-06,0.0008597,2.608e-09,857.3,5.197000000000001e-15,1131.0,-0.0197,-7.501,-8.055,-6.581,-14.07,-14.56,-9.076,-16.59,-16.88,-13.14,-20.83,-20.41,-18.85,-27.63,-25.5,0.005706,0.148,0.1111,9.009e-11,1.056e-10,1.055e-10,0.006687,0.08096,0.06085,9.035e-11,1.062e-10,1.06e-10,1.0,2.0,0.02475,0.0,0.04427,0.0,0.0,-0.03299,0.0,0.0,-0.01398,0.0,3.08e-11,3.025e-11,7.451e-13,0.0,-0.04827,0.0,0.0005317,0.002363,0.0,0.0,0.0,0.0,-0.08896,2.155e-12,5.839e-13,0.0,-0.0295,0.0,0.0,0.0,-0.0534,0.0008464,0.0,1.107e-12,0.00154,0.0
4.536e-06,0.001442,9.784e-11,24.18,6.206000000000001e-13,600.1,-0.01973,-25.65,-51.31,-6.578,-21.97,-37.45,-9.075,-23.92,-38.87,-13.15,-28.17,-43.32,-18.86,-34.72,-50.78,0.4526,0.4652,0.4649,1.313e-10,1.33e-10,1.329e-10,0.01835,0.02269,0.02257,1.175e-10,1.253e-10,1.253e-10,2.0,2.0,0.02304,4.75e-11,0.4137,6.113e-11,0.02311,0.2588,0.4327,3.522e-11,0.008329,5.938e-11,4.75e-11,6.068e-11,1.115e-11,1.125e-11,-0.01855,1.752e-11,0.007308,0.09803,1.383e-11,0.0981,8.199e-12,0.007494,-0.1416,1.701e-11,1.459e-13,0.0,-0.03762,0.0,0.0,0.0,-0.2303,0.0002374,0.0,2.063e-13,0.0003019,0.0
1.206e-06,0.0017569999999999,1.444e-09,535.2,3.5130000000000004e-14,1339.0,-0.01975,-10.84,-19.72,-6.579,-15.49,-22.35,-9.067,-15.93,-20.56,-13.13,-18.28,-21.0,-18.81,-22.69,-24.09,0.03037,0.09314,0.07383,1.235e-10,1.293e-10,1.294e-10,0.02717,0.04467,0.03436,1.367e-10,1.384e-10,1.384e-10,2.0,2.0,0.03457,6.819e-11,0.05686,5.545e-11,0.03691,0.0279,0.06689,6.724e-11,0.03082,5.144e-11,6.819e-11,5.545e-11,3.243e-11,3.251e-11,0.03326,2.236e-11,0.03724,0.04452,2.344e-11,0.05128,3.191e-11,0.03741,0.01833,2.169e-11,1.557e-11,0.03312,0.02474,1.557e-11,7.144e-12,1.525e-11,-0.02318,0.02976,0.01647,6.95e-12,0.01617,7.493e-12
1.702e-06,0.002424,1.3e-09,10.21,8.536000000000001e-13,984.6,-0.01975,-40.44,-81.54,-6.58,-32.81,-60.24,-9.069,-29.69,-51.52,-13.13,-27.74,-43.52,-18.81,-26.94,-36.16,0.07376,0.1802,0.1484,1.118e-10,1.155e-10,1.139e-10,-0.0006352,0.00183,0.001615,1.324e-10,1.333e-10,1.332e-10,2.0,2.0,0.002582,6.509e-11,0.09619,4.642e-11,0.002816,0.009211,0.1187,6.57e-11,0.0004514,4.141e-11,6.497e-11,4.565e-11,3.137e-11,3.164e-11,-0.01874,0.0,0.004097,0.01296,0.0,0.0,3.107e-11,0.004149,-0.06778,4.838e-12,1.394e-11,0.005652,-0.0211,1.399e-11,0.0,1.306e-11,-0.09878,0.005558,0.0,9.524e-14,0.0002205,0.0
5.452e-06,0.001998,2.445e-09,808.0,3.26e-13,203.1,-0.01964,-36.96,-28.35,-6.586,-45.6,-34.72,-9.093,-49.47,-38.69,-13.17,-54.11,-46.62,-18.88,-59.84,-57.42,0.0697,0.185,0.1545,1.097e-10,1.188e-10,1.188e-10,0.0009013,0.01253,0.0109,1.06e-10,1.167e-10,1.167e-10,1.0,2.0,0.004639,3.558e-11,0.0796,4.019e-11,0.004654,-0.03054,0.08815,2.444e-11,-0.003277,3.05e-11,3.558e-11,4.018e-11,5.121e-13,0.0,-0.009334,0.0,5.143e-05,0.0005183,0.0,0.0,0.0,0.0,-0.1124,9.16e-13,1.047e-13,0.0,-0.007869,0.0,0.0,0.0,-0.1187,7.203e-06,0.0,3.956e-13,0.0005894,0.0
8.254e-06,0.0006094,2.716e-09,657.5,8.990000000000001e-13,462.4,-0.01962,3.354,6.84,-6.606,1.896,11.19,-9.119,-3.962,2.14,-13.18,-12.79,-11.55,-18.87,-23.66,-27.8,0.4584,0.6814,0.6051,1.162e-10,1.204e-10,1.203e-10,0.6394,0.7172,0.7135,8.002e-11,9.55e-11,9.531e-11,2.0,2.0,0.02843,0.0,0.2823,4.045e-11,0.0,-0.01991,0.2939,0.0,-0.0742,3.635e-11,7.159e-12,4.026e-11,6.804e-13,0.0,-0.2966,0.0,0.007632,0.002018,0.0,0.0,0.0,0.0,-0.4026,3.63e-13,4.535e-13,0.0,-0.3233,0.0,0.0,0.0,-0.3056,0.004684,0.0,4.443e-15,4.026e-05,0.0
2.606e-06,0.0010149999999999,2.981e-09,1204.0,8.483e-13,475.8,-0.01971,-26.32,-20.15,-6.581,-31.7,-20.55,-9.074,-34.21,-23.07,-13.14,-38.42,-27.7,-18.84,-44.56,-35.29,0.3423,0.5422,0.4771,1.321e-10,1.338e-10,1.336e-10,0.02714,0.04659,0.0415,1.296e-10,1.316e-10,1.316e-10,1.0,2.0,0.02948,5.903e-11,0.336,6.019e-11,0.03636,0.1423,0.4142,5.837e-11,0.01131,5.896e-11,5.902e-11,5.99e-11,2.225e-11,2.266e-11,-0.006954,2.2e-11,0.01664,0.1774,2.051e-11,0.1926,2.123e-11,0.01768,-0.04746,2.176e-11,3.156e-12,0.0,-0.02005,0.0,0.0,0.0,-0.1804,0.000282,0.0,1.82e-12,0.008323,0.0
2.043e-06,0.001336,1.346e-09,465.0,8.526000000000001e-13,344.0,-0.01973,-1.659,-2.23,-6.579,-4.39,-0.8278,-9.072,-6.724,-2.979,-13.13,-10.69,-6.812,-18.83,-16.28,-12.11,0.2569,0.4799,0.4137,1.31e-10,1.333e-10,1.332e-10,0.4609,0.5096,0.5096,1.316e-10,1.337e-10,1.337e-10,2.0,2.0,0.4332,6.216e-11,0.2784,5.714e-11,0.4917,0.066,0.3326,6.095e-11,0.2788,5.3e-11,6.179e-11,5.713e-11,2.429e-11,2.451e-11,-0.04787,1.584e-11,0.2571,0.1023,1.112e-11,0.106,2.175e-11,0.2805,-0.1063,1.576e-11,8.44e-13,0.0,-0.2482,0.0,0.0,0.0,-0.1866,0.00113,0.0,3.218e-14,0.0002443,0.0
2.4009999999999995e-06,0.0009305,2.8310000000000003e-09,417.7,8.834000000000002e-13,580.3,-0.01974,-2.995,-5.887,-6.579,-3.003,0.6869,-9.071,-5.104,-1.035,-13.13,-8.195,-3.197,-18.84,-11.94,-4.802,0.2783,0.4842,0.415,1.274e-10,1.297e-10,1.292e-10,0.3283,0.3399,0.3394,1.228e-10,1.272e-10,1.271e-10,2.0,2.0,0.3461,5.991e-11,0.2809,5.675e-11,0.3985,0.08319,0.3541,5.96e-11,0.2116,5.49e-11,5.889e-11,5.638e-11,2.571e-11,2.625e-11,0.1809,1.981e-11,0.2553,0.1413,1.892e-11,0.1528,2.59e-11,0.2897,-0.05995,1.969e-11,9.159e-12,0.1843,0.1375,9.364e-12,0.0,9.18e-12,-0.1835,0.1841,0.0,6.184e-14,0.002927,0.0
4.625e-06,0.001612,1.9910000000000003e-09,924.2,8.317000000000002e-13,1150.0,-0.01966,-37.14,-35.47,-6.584,-41.47,-28.97,-9.086,-44.18,-32.61,-13.16,-48.87,-39.98,-18.88,-55.59,-51.2,0.2111,0.2891,0.2885,1.098e-10,1.132e-10,1.129e-10,0.009487,0.01159,0.01147,9.703e-11,1.013e-10,1.012e-10,1.0,2.0,0.01171,3.917e-11,0.2301,4.412e-11,0.01213,0.1362,0.2569,3.679e-11,0.003888,4.381e-11,3.684e-11,4.328e-11,1.283e-12,0.0,-0.01711,0.0,9.829e-05,0.007102,0.0,0.0,0.0,0.0,-0.1217,2.248e-12,5.409e-13,0.0,-0.01507,0.0,0.0,0.0,-0.2157,7.491e-05,0.0,2.086e-13,0.0002912,0.0
6.482e-06,0.0006922,1.43e-09,107.6,9.949000000000001e-13,1365.0,-0.01972,-16.39,-32.79,-6.582,-9.115,-11.74,-9.088,-11.21,-13.43,-13.17,-14.91,-16.69,-18.88,-21.21,-23.39,0.3181,0.3543,0.3371,8.004e-11,8.712e-11,8.614e-11,0.1202,0.0,0.0009034,0.0,0.0,1.352e-11,2.0,2.0,0.02083,0.0,0.1124,1.926e-11,0.0,0.04358,0.1299,0.0,0.1204,2.514e-11,3.214e-12,1.465e-11,6.298e-13,0.0,-0.03812,0.0,0.005501,0.00277,0.0,0.0,0.0,0.0,-0.4044,4.639e-13,5.438e-13,0.0,-0.1087,0.0,0.0,0.0,-0.3396,0.0008085,0.0,1.538e-13,0.00109,0.0
5.274e-06,0.002137,1.455e-09,890.7,6.224000000000002e-13,155.2,-0.01965,-41.43,-31.46,-6.586,-50.28,-38.17,-9.092,-52.9,-41.78,-13.17,-55.92,-48.32,-18.88,-60.56,-58.09,-0.00582,0.1498,0.1239,1.109e-10,1.199e-10,1.198e-10,-0.0008547,0.004493,0.003851,1.03e-10,1.144e-10,1.144e-10,1.0,2.0,0.001226,3.04e-11,0.06016,3.94e-11,0.001232,-0.06022,0.06432,1.373e-11,-0.002496,2.689e-11,3.02e-11,3.932e-11,6.277e-14,0.0,-0.003748,0.0,6.453e-06,0.0003399,0.0,0.0,0.0,0.0,-0.1262,2.32e-13,3.758e-13,0.0,-0.002863,0.0,0.0,0.0,-0.09706,1.248e-05,0.0,1.391e-13,0.0002856,0.0
7.56e-06,0.0008232,5.6e-10,32.31,5.550000000000002e-13,621.6,-0.01971,-23.15,-46.31,-6.581,-18.39,-30.29,-9.089,-19.7,-30.44,-13.17,-23.15,-33.32,-18.87,-28.68,-38.62,0.5578,0.5978,0.5976,1.174e-10,1.231e-10,1.231e-10,0.05978,0.03872,0.03849,9.436e-11,1.092e-10,1.09e-10,2.0,2.0,0.03818,2.968e-11,0.3822,5.262e-11,0.03902,0.1241,0.3823,1.251e-11,0.03042,4.827e-11,2.967e-11,5.244e-11,2.698e-13,0.0,-0.02118,0.0,0.0003511,0.003893,0.0,0.0,0.0,0.0,-0.4639,1.595e-12,9.482e-14,0.0,-0.04382,0.0,0.0,0.0,-0.2927,0.0002773,0.0,3.692e-13,0.00252,0.0
1.011e-06,0.0007842999999999,5.795e-10,232.7,8.326000000000001e-13,694.1,-0.01976,-11.88,-23.8,-6.58,-14.09,-21.68,-9.068,-16.49,-24.01,-13.13,-20.39,-27.79,-18.81,-25.53,-32.52,0.09113,0.2463,0.1992,1.16e-10,1.21e-10,1.202e-10,0.03834,0.07938,0.06763,1.128e-10,1.169e-10,1.167e-10,2.0,2.0,0.04541,4.588e-11,0.1254,4.822e-11,0.05643,0.004374,0.1505,4.527e-11,0.01905,4.36e-11,4.529e-11,4.735e-11,1.165e-11,1.258e-11,-0.02169,0.0,0.01744,0.0178,0.0,0.0,1.116e-11,0.01851,-0.09277,6.332e-12,5.984e-14,0.0,-0.05216,0.0,0.0,0.0,-0.1188,0.0001752,0.0,3.673e-14,0.0001559,0.0
