fW,current,ind,Rd,Cs,Rs,channel 0.1G attenuation,stage 1 0.1G attenuation,stage 2 0.1G attenuation,channel 3.5G attenuation,stage 1 3.5G attenuation,stage 2 3.5G attenuation,channel 7G attenuation,stage 1 7G attenuation,stage 2 7G attenuation,channel 14G attenuation,stage 1 14G attenuation,stage 2 14G attenuation,channel 28G attenuation,stage 1 28G attenuation,stage 2 28G attenuation,eye_height Vout_1 7G,eye_maxHeight Vout_1 7G,eye_height_XY Vout_1 7G,eye_width Vout_1 7G,eye_maxWidth Vout_1 7G,eye_width_XY Vout_1 7G,eye_height Vout_2 7G,eye_maxHeight Vout_2 7G,eye_height_XY Vout_2 7G,eye_width Vout_2 7G,eye_maxWidth Vout_2 7G,eye_width_XY Vout_2 7G,Stage 1 Region,Stage 2 Region,eye_height Vout_1 14G,eye_height_XY Vout_1 14G,eye_width_XY Vout_2 14G,eye_maxWidth Vout_2 14G,eye_maxHeight Vout_2 14G,eye_height Vout_2 14G,eye_width Vout_2 14G,eye_maxWidth Vout_1 14G,eye_maxHeight Vout_1 14G,eye_height_XY Vout_2 14G,eye_width Vout_1 14G,eye_width_XY Vout_1 14G,eye_maxHeight Vout_1 28G,eye_maxWidth Vout_1 28G,eye_maxWidth Vout_2 28G,eye_width Vout_2 28G,eye_height_XY Vout_1 28G,eye_maxHeight Vout_2 28G,eye_width_XY Vout_2 28G,eye_height Vout_1 28G,eye_height Vout_2 28G,eye_height_XY Vout_2 28G,eye_width_XY Vout_1 28G,eye_width Vout_1 28G,eye_height Vout_2 56G,eye_maxHeight Vout_2 56G,eye_height Vout_1 56G,eye_height_XY Vout_1 56G,eye_width_XY Vout_1 56G,eye_maxWidth Vout_1 56G,eye_width Vout_2 56G,eye_width Vout_1 56G,eye_height_XY Vout_2 56G,eye_width_XY Vout_2 56G,eye_maxHeight Vout_1 56G,eye_maxWidth Vout_2 56G
7.522999999999999e-06,0.001316,1.294e-09,1300.0,9.586000000000002e-13,1020.0,-0.01959,-47.49,-42.08,-6.595,-57.47,-44.35,-9.107,-57.94,-48.85,-13.17,-60.46,-56.73,-18.87,-65.52,-67.67,0.3096,0.3758,0.3745,9.074e-11,9.896e-11,9.89e-11,0.001705,0.003153,0.00301,9.218e-11,9.672e-11,9.639e-11,1.0,2.0,-0.01122,0.1418,1.742e-11,1.753e-11,0.0002747,-0.001256,1.735e-11,2.36e-11,0.1505,0.0002671,2.359e-11,2.043e-11,0.0,0.0,0.0,0.0,0.0002317,0.0,3.216e-13,-0.3395,-0.002354,1.487e-05,1.25e-13,0.0,-0.002073,0.0,-0.2728,0.001289,1.618e-13,0.0,0.0,0.0,5.725e-06,3.109e-13,0.0,0.0
1.2709999999999998e-06,0.0005852,2.75e-09,673.3,8.271000000000002e-13,800.7,-0.01975,-2.604,-5.093,-6.58,-3.956,-1.207,-9.069,-6.279,-3.39,-13.13,-9.888,-6.653,-18.81,-14.11,-9.856,0.1113,0.2866,0.2331,1.152e-10,1.202e-10,1.192e-10,0.1347,0.2363,0.2316,1.077e-10,1.143e-10,1.14e-10,2.0,2.0,0.02486,0.1536,4.673e-11,4.798e-11,0.2169,0.1081,5.219e-11,5.062e-11,0.1973,0.1677,4.561e-11,5.062e-11,0.0,0.0,0.0,0.0,0.06133,0.0,1.67e-11,-0.05835,-0.01254,0.1211,1.308e-11,0.0,-0.0343,0.02635,-0.1127,0.001023,2.191e-13,0.0,7.066e-12,0.0,0.02592,6.001e-12,0.0,8.211e-12
9.114e-06,0.0009872,4.225e-10,669.1,8.013e-13,1117.0,-0.01961,-5.439,-5.796,-6.606,-6.358,3.616,-9.115,-12.2,-6.671,-13.17,-21.2,-21.27,-18.87,-32.57,-38.62,0.2883,0.3949,0.3939,6.868e-11,8.414e-11,8.398e-11,-0.05074,0.2141,0.205,1.589e-11,4.676e-11,4.652e-11,1.0,2.0,-0.1818,0.01348,1.423e-12,1.706e-12,0.0139,-0.3666,-1.977e-11,0.0,0.0,0.008273,0.0,6.325e-12,0.0,0.0,0.0,0.0,0.001335,0.0,1.47e-12,-0.4059,-0.3287,0.008969,1.227e-13,0.0,-0.2982,0.0,-0.316,0.001857,5.029e-13,0.0,0.0,0.0,0.002976,6.081e-13,0.0,0.0
8.412e-06,0.00158,1.496e-09,458.6,2.096e-13,504.0,-0.0196,-7.057,-6.157,-6.596,-10.84,-3.486,-9.112,-15.08,-8.503,-13.17,-23.42,-22.19,-18.87,-34.44,-38.95,0.3252,0.3844,0.3761,1.231e-10,1.286e-10,1.286e-10,0.1104,0.4346,0.398,1.306e-10,1.339e-10,1.339e-10,1.0,2.0,0.1456,0.2219,4.739e-11,4.741e-11,0.3887,0.1555,4.004e-11,5.278e-11,0.2233,0.3502,5.073e-11,5.277e-11,0.0,0.0,0.0,0.0,0.0001199,0.0,3.029e-13,-0.1942,-0.3781,0.00047,1.148e-13,0.0,-0.2658,0.0,-0.1425,0.0007116,4.48e-14,0.0,0.0,0.0,0.001169,2.402e-13,0.0,0.0
5.963e-06,0.001423,4.788e-10,873.6,3.8910000000000003e-13,109.4,-0.01963,-29.91,-19.12,-6.588,-37.42,-26.25,-9.096,-41.3,-31.24,-13.17,-47.67,-41.5,-18.88,-56.37,-55.68,0.2173,0.4601,0.4054,9.316e-11,1.07e-10,1.069e-10,0.00431,0.05247,0.04751,9.041e-11,1.05e-10,1.049e-10,1.0,2.0,0.01042,0.1322,1.375e-11,0.0,0.0,-0.02294,0.0,2.319e-11,0.1344,0.003062,1.073e-11,2.316e-11,0.0,0.0,0.0,0.0,0.001016,0.0,1.416e-13,-0.2115,-0.04011,7.92e-05,1.433e-13,0.0,-0.03179,0.0,-0.225,0.0004501,5.941e-14,0.0,0.0,0.0,0.0001603,1.588e-15,0.0,0.0
5.833e-06,0.0007465,3.515e-10,1328.0,8.663e-14,978.7,-0.01964,-26.5,-22.34,-6.587,-35.31,-26.08,-9.094,-39.64,-28.94,-13.17,-45.73,-38.67,-18.88,-54.03,-52.75,0.2749,0.3308,0.3271,1.333e-10,1.36e-10,1.36e-10,0.009348,0.0124,0.01211,1.252e-10,1.301e-10,1.301e-10,1.0,2.0,0.2433,0.275,5.87e-11,5.885e-11,0.01191,0.008412,5.592e-11,6.387e-11,0.2882,0.01154,6.214e-11,6.386e-11,0.2136,2.512e-11,2.131e-11,1.938e-11,0.212,0.003174,2.107e-11,0.07639,-0.003302,0.003169,2.495e-11,2.326e-11,-0.007665,0.0,-0.2152,3.526e-05,9.1e-15,0.0,0.0,0.0,2.479e-05,2.186e-13,0.0,0.0
2.25e-06,0.0006582999999999,9.319999999999999e-10,640.6,3.779e-13,733.4,-0.01974,-1.388,-2.618,-6.579,-1.428,3.914,-9.072,-3.603,2.084,-13.14,-7.869,-2.313,-18.84,-14.5,-9.716,0.3673,0.4372,0.4331,1.354e-10,1.365e-10,1.365e-10,0.3613,0.3541,0.3541,1.266e-10,1.308e-10,1.308e-10,2.0,2.0,0.2124,0.3439,5.498e-11,5.504e-11,0.3622,0.3023,4.934e-11,6.535e-11,0.3888,0.3607,6.471e-11,6.518e-11,0.212,2.627e-11,2.063e-11,1.942e-11,0.1997,0.2424,2.029e-11,-0.03939,0.08131,0.2404,2.62e-11,2.389e-11,-0.2588,0.0,-0.1982,0.00115,7.131e-13,0.0,0.0,0.0,0.005373,5.274e-13,0.0,0.0
6.772999999999999e-06,0.001973,1.412e-09,1172.0,2.8830000000000004e-13,23.39,-0.01962,-49.31,-34.78,-6.592,-53.55,-40.87,-9.103,-53.64,-44.05,-13.17,-56.08,-51.31,-18.88,-62.01,-62.93,-0.07363,0.164,0.144,7.887e-11,9.695e-11,9.684e-11,-0.0007235,0.001317,0.001139,7.457e-11,9.403e-11,9.386e-11,1.0,2.0,-0.1855,0.00113,3.935e-13,0.0,0.0,-0.001999,0.0,2.665e-12,0.00419,6.004e-06,-2.028e-11,2.368e-12,0.0,0.0,0.0,0.0,0.0005216,0.0,4.064e-13,-0.1545,-0.001522,2.573e-06,2.189e-13,0.0,-0.001055,0.0,-0.1283,0.0005301,2.253e-13,0.0,0.0,0.0,2.487e-06,7.965e-14,0.0,0.0
9.49e-06,0.002266,1.789e-09,90.58,6.081000000000001e-13,1102.0,-0.01969,-17.14,-34.28,-6.585,-5.147,-3.771,-9.115,-8.093,-7.093,-13.18,-14.79,-16.37,-18.87,-24.13,-29.42,-0.0006051,0.04716,0.03956,7.187e-11,8.315e-11,8.262e-11,-0.001875,0.006915,0.006417,7.713e-11,1.727e-11,9.693e-11,2.0,2.0,-0.05249,0.00111,4.826e-12,4.837e-12,0.003718,-0.03661,-1.578e-11,6.051e-12,0.00183,0.003263,6.038e-12,4.768e-12,0.0,0.0,0.0,0.0,0.0001429,0.0,2.131e-13,-0.05046,-0.03832,0.0001082,2.36e-13,0.0,-0.02684,0.0,-0.03284,4.084e-05,1.038e-13,0.0,0.0,0.0,0.0003085,5.177e-13,0.0,0.0
6.755e-06,0.002411,2.326e-09,875.5,9.995000000000001e-13,1331.0,-0.01961,-50.85,-49.32,-6.591,-57.85,-44.98,-9.103,-57.92,-48.23,-13.17,-59.9,-55.11,-18.88,-64.63,-65.42,0.005196,0.04022,0.03304,7.706e-11,8.139e-11,7.84e-11,-4.627e-05,0.0005175,0.000434,5.005e-11,6.02e-11,5.809e-11,1.0,2.0,-0.02429,0.0048,1.729e-12,1.771e-12,2.748e-05,-0.0009224,-1.531e-13,0.0,0.0,1.456e-05,0.0,6.796e-12,0.0,0.0,0.0,0.0,1.748e-05,0.0,2.837e-13,-0.05433,-0.0009896,2.349e-06,6.444e-14,0.0,-0.0006896,0.0,-0.03818,2.64e-05,1.287e-13,0.0,0.0,0.0,4.628e-06,3.628e-13,0.0,0.0
8.581e-06,0.0005344,2.817e-09,171.8,7.265000000000001e-14,658.8,-0.01968,-9.777,-19.56,-6.58,-13.05,-19.58,-9.085,-10.99,-12.99,-13.18,-13.27,-13.11,-18.88,-22.49,-26.12,0.2126,0.2908,0.2878,1.206e-10,1.269e-10,1.268e-10,0.0749,0.1422,0.134,1.318e-10,1.349e-10,1.349e-10,2.0,2.0,0.1887,0.2611,6.353e-11,6.362e-11,0.09762,-0.0544,6.16e-11,5.531e-11,0.2823,0.07034,5.199e-11,5.53e-11,0.09527,1.835e-11,1.703e-11,1.164e-11,0.09251,0.08697,1.69e-11,-0.06736,-0.01612,0.07901,1.825e-11,1.731e-11,-0.1285,0.001749,-0.1913,0.0003829,8.82e-14,0.0,-7.94e-12,0.0,0.0002197,3.587e-13,0.0,3.815e-13
2.919e-06,0.0006565,1.836e-11,958.3,7.377000000000002e-13,442.4,-0.0197,1.738,6.446,-6.581,-1.206,8.305,-9.079,-3.942,5.481,-13.15,-9.05,-0.4797,-18.86,-17.09,-10.93,0.3439,0.5548,0.5004,1.326e-10,1.343e-10,1.343e-10,0.4447,0.4792,0.479,1.26e-10,1.287e-10,1.286e-10,1.0,2.0,0.1271,0.3551,5.799e-11,5.861e-11,0.4522,0.3291,5.808e-11,5.957e-11,0.4078,0.4278,5.767e-11,5.947e-11,0.1144,1.708e-11,2.007e-11,1.688e-11,0.1122,0.1668,1.93e-11,-0.1672,-0.001065,0.1659,1.676e-11,1.371e-11,-0.2361,0.0,-0.2396,0.001436,2.011e-13,0.0,0.0,0.0,0.0005577,5.057e-14,0.0,0.0
5.54e-06,0.001692,5.747e-10,286.4,2.471000000000001e-13,499.3,-0.01969,-3.617,-6.935,-6.577,-3.485,-0.001099,-9.091,-4.571,0.7483,-13.18,-10.88,-7.34,-18.89,-21.05,-21.92,0.3323,0.3677,0.3639,1.302e-10,1.337e-10,1.337e-10,-0.03803,0.2693,0.2502,1.409e-10,1.413e-10,1.413e-10,2.0,2.0,0.2179,0.2847,5.768e-11,5.768e-11,0.2573,0.04075,5.133e-11,6.154e-11,0.3099,0.2498,6.039e-11,6.147e-11,0.07241,1.968e-11,1.549e-11,9.346e-12,0.07047,0.07458,1.546e-11,-0.09508,-0.1237,0.07346,1.936e-11,1.775e-11,-0.2408,0.0,-0.1545,0.000391,2.491e-13,0.0,0.0,0.0,0.001818,2.158e-13,0.0,0.0
6.993e-06,0.001526,1.976e-09,1264.0,7.032000000000002e-13,812.6,-0.0196,-49.03,-43.27,-6.592,-59.12,-45.57,-9.104,-58.4,-48.46,-13.17,-60.14,-55.39,-18.88,-64.86,-65.91,0.2755,0.3607,0.3601,1.121e-10,1.168e-10,1.168e-10,0.001552,0.002519,0.002278,1.211e-10,1.245e-10,1.243e-10,1.0,2.0,0.1327,0.2647,4.407e-11,4.411e-11,0.001234,8.906e-05,3.918e-11,4.587e-11,0.2648,0.001232,4.359e-11,4.459e-11,0.0,0.0,0.0,0.0,0.007107,0.0,2.853e-13,-0.2777,-0.001383,5.113e-06,1.139e-12,0.0,-0.001132,0.0,-0.2156,0.001914,6.141e-14,5.849e-13,0.0,-8.892e-12,5.832e-06,1.622e-13,0.002926,0.0
7.297999999999999e-06,0.001818,2.824e-09,1230.0,1.642e-13,359.8,-0.0196,-51.01,-41.63,-6.594,-43.31,-31.97,-9.105,-45.49,-36.05,-13.17,-51.9,-47.72,-18.87,-61.19,-62.91,0.09513,0.2104,0.1864,1.096e-10,1.19e-10,1.189e-10,-0.0001384,0.0007769,0.0005617,4.051e-11,6.978e-11,6.972e-11,1.0,2.0,0.0005908,0.09214,1.037e-12,0.0,0.0,-0.002128,0.0,4.096e-11,0.09931,2.707e-05,3.401e-11,4.096e-11,0.0,0.0,0.0,0.0,0.0005146,0.0,2.065e-13,-0.1559,-0.001825,5.379e-06,2.765e-13,0.0,-0.001518,0.0,-0.1232,0.0007037,2.048e-13,0.0,0.0,0.0,7.304e-06,1.828e-13,0.0,0.0
2.706e-06,0.001763,8.166000000000001e-10,521.1,4.498000000000001e-13,666.9,-0.01971,-11.88,-13.44,-6.58,-13.97,-7.933,-9.075,-16.38,-9.951,-13.14,-20.75,-14.5,-18.85,-27.54,-22.31,0.3222,0.3616,0.3616,1.371e-10,1.379e-10,1.379e-10,0.2664,0.2773,0.2772,1.257e-10,1.303e-10,1.303e-10,1.0,2.0,0.1972,0.2973,5.496e-11,5.497e-11,0.2815,0.2188,4.854e-11,6.472e-11,0.3265,0.2809,6.364e-11,6.471e-11,0.1519,2.396e-11,2.02e-11,1.899e-11,0.1513,0.184,1.994e-11,-0.04522,0.03424,0.1835,2.383e-11,2.108e-11,-0.2583,0.0,-0.162,0.0004244,8.572e-14,0.0,0.0,0.0,0.0002614,2.654e-14,0.0,0.0
7.309999999999999e-06,0.00196,5.11e-10,598.9,2.851000000000001e-13,385.3,-0.0196,-28.43,-24.08,-6.593,-35.99,-26.23,-9.105,-40.12,-31.78,-13.17,-47.4,-44.12,-18.87,-57.23,-59.83,0.06682,0.1854,0.1624,1.269e-10,1.311e-10,1.311e-10,0.1619,0.2016,0.1936,1.36e-10,1.378e-10,1.378e-10,1.0,2.0,-0.0291,0.0879,6.492e-11,6.494e-11,0.101,0.01745,6.424e-11,5.233e-11,0.08993,0.1009,4.846e-11,5.232e-11,0.0,0.0,0.0,0.0,0.0001036,0.0,8.784e-12,-0.1386,-0.1163,0.009259,6.924e-13,0.0,-0.07663,0.0,-0.09381,0.0001024,5.833e-14,0.0,0.0,0.0,0.0003971,3.356e-13,0.0,0.0
1.409e-06,0.001742,1.9870000000000003e-09,520.7,6.415e-13,1260.0,-0.01975,-9.571,-16.3,-6.58,-9.84,-9.385,-9.07,-12.2,-11.59,-13.13,-15.95,-14.99,-18.82,-20.67,-18.57,0.1041,0.2139,0.1775,1.134e-10,1.177e-10,1.162e-10,0.04524,0.0891,0.08874,1.032e-10,1.073e-10,1.072e-10,2.0,2.0,0.01172,0.1094,4.262e-11,4.515e-11,0.1102,0.04568,4.029e-11,4.766e-11,0.1424,0.0882,4.374e-11,4.689e-11,0.0,0.0,1.584e-11,1.547e-11,0.03542,0.06656,1.497e-11,-0.05807,-0.02452,0.05674,1.087e-11,0.0,-0.07074,0.0,-0.112,0.0002323,1.769e-13,0.0,0.0,0.0,0.004916,4.253e-12,0.0,0.0
8.771000000000001e-06,0.001512,1.53e-09,1037.0,6.106e-13,974.7,-0.01956,-44.61,-41.17,-6.6,-58.14,-46.16,-9.11,-59.18,-52.07,-13.17,-62.27,-60.89,-18.87,-67.61,-72.19,0.2569,0.3166,0.3161,9.894e-11,1.069e-10,1.069e-10,0.002335,0.004915,0.004879,8.717e-11,1.01e-10,1.01e-10,1.0,2.0,-0.02515,0.1359,4.466e-12,1.653e-11,0.0001724,-0.003381,8.219e-12,3.365e-11,0.1416,7.426e-05,2.842e-11,3.127e-11,0.0,0.0,0.0,0.0,0.001321,0.0,2.601e-13,-0.2436,-0.003493,7.938e-06,2.265e-13,0.0,-0.002899,0.0,-0.203,0.0008014,2.391e-13,0.0,0.0,0.0,1.19e-05,3.281e-13,0.0,0.0
6.524e-06,0.001269,1.979e-10,1000.0,6.852e-13,546.3,-0.01962,-33.95,-27.97,-6.59,-40.86,-28.04,-9.1,-44.36,-34.29,-13.17,-50.62,-45.33,-18.88,-59.0,-59.43,0.5143,0.5441,0.5438,1.264e-10,1.291e-10,1.29e-10,0.02071,0.02862,0.02858,1.145e-10,1.216e-10,1.214e-10,1.0,2.0,0.2062,0.4275,4.92e-11,4.942e-11,0.01568,-0.003749,4.737e-11,5.592e-11,0.4275,0.01567,5.31e-11,5.565e-11,0.0,0.0,0.0,0.0,0.0002789,0.0,1.325e-12,-0.3946,-0.02405,7.492e-05,1.621e-12,0.0,-0.0175,0.0,-0.2585,0.001267,3.563e-13,0.0,0.0,0.0,2.601e-05,5.754e-13,0.0,0.0
2.153e-06,0.002214,1.586e-09,612.0,4.63e-14,1368.0,-0.01972,-26.64,-31.87,-6.58,-31.67,-33.24,-9.072,-32.87,-30.97,-13.13,-36.21,-31.45,-18.83,-41.83,-35.83,0.07527,0.103,0.09547,1.325e-10,1.356e-10,1.356e-10,0.03532,0.06025,0.05211,1.388e-10,1.399e-10,1.399e-10,1.0,2.0,0.08411,0.09979,6.94e-11,6.94e-11,0.049,0.006508,6.883e-11,6.419e-11,0.1009,0.04477,6.254e-11,6.419e-11,0.1019,3.015e-11,3.013e-11,2.876e-11,0.09179,0.04949,3.009e-11,0.0683,-0.007544,0.04744,2.99e-11,2.949e-11,0.01117,0.05043,0.003962,0.05348,1.28e-11,1.281e-11,8.16e-12,1.163e-11,0.04804,1.058e-11,0.05357,1.061e-11
1.555e-06,0.001712,1.1220000000000003e-09,558.2,6.995000000000001e-13,915.7,-0.01974,-9.908,-14.15,-6.58,-11.42,-9.128,-9.07,-13.86,-11.47,-13.13,-17.9,-15.46,-18.82,-23.6,-21.01,0.1278,0.2674,0.2278,1.19e-10,1.226e-10,1.213e-10,0.09507,0.1567,0.1564,1.067e-10,1.126e-10,1.125e-10,1.0,2.0,0.03254,0.1429,4.536e-11,4.73e-11,0.1737,0.09402,4.405e-11,4.994e-11,0.1793,0.1451,4.68e-11,4.942e-11,0.0,0.0,1.493e-11,1.001e-11,0.03983,0.08079,1.406e-11,-0.07911,-0.05362,0.07007,1.047e-11,0.0,-0.1539,0.0,-0.1598,0.0004079,1.269e-13,3.551e-13,0.0,-8.461e-12,0.0002856,1.646e-14,0.002318,0.0
3.064e-06,0.001548,2.167e-09,1487.0,9.208e-13,101.6,-0.0197,-45.04,-33.27,-6.581,-52.43,-39.64,-9.076,-53.71,-41.02,-13.14,-54.68,-43.14,-18.85,-56.54,-47.98,0.1585,0.438,0.3619,1.071e-10,1.172e-10,1.171e-10,0.000473,0.004006,0.003005,9.504e-11,1.086e-10,1.085e-10,1.0,2.0,0.06637,0.1889,2.952e-11,2.958e-11,0.001701,1.577e-05,1.677e-11,3.967e-11,0.2359,0.001221,2.984e-11,3.959e-11,0.0,0.0,0.0,0.0,0.006869,0.0,6.214e-13,-0.1318,-0.0009123,5.586e-05,1.235e-12,0.0,-0.002557,0.0,-0.238,0.0016,9.254e-14,0.0,0.0,0.0,4.473e-06,7.234e-14,0.0,0.0
4.28e-06,0.001298,1.354e-09,499.1,3.579e-13,1360.0,-0.01971,-7.272,-12.65,-6.58,-2.566,5.3,-9.088,-5.203,3.062,-13.17,-10.93,-3.908,-18.89,-19.96,-16.1,0.3117,0.2945,0.2942,1.226e-10,1.276e-10,1.276e-10,0.08721,0.09322,0.0863,1.094e-10,1.009e-11,1.202e-10,1.0,2.0,0.2312,0.3167,3.871e-11,3.882e-11,0.1031,-0.1268,2.5e-11,5.405e-11,0.3174,0.1014,5.041e-11,5.402e-11,0.1336,1.715e-11,0.0,0.0,0.1302,0.0,2.752e-12,-0.05521,-0.1461,0.03535,1.646e-11,1.646e-11,-0.4599,0.0,-0.2595,0.0005674,5.615e-14,0.0,0.0,0.0,0.006565,4.663e-13,0.0,0.0
3.917e-06,0.00173,1.807e-09,1282.0,3.367e-13,52.49,-0.01968,-44.9,-32.24,-6.583,-50.63,-38.09,-9.081,-51.69,-39.6,-13.15,-53.67,-43.37,-18.87,-57.39,-51.1,0.04368,0.3373,0.275,9.069e-11,1.057e-10,1.056e-10,0.0002382,0.004086,0.003169,8.462e-11,1.013e-10,1.012e-10,1.0,2.0,-0.03457,0.09936,1.669e-11,0.0,0.0,-0.0004109,0.0,2.411e-11,0.1071,0.0008524,9.162e-12,2.406e-11,0.0,0.0,0.0,0.0,0.0006724,0.0,1.763e-13,-0.1883,-0.001988,1.239e-05,4.419e-13,0.0,-0.002429,0.0,-0.1944,0.0002602,3.212e-14,0.0,0.0,0.0,2.8e-06,6.999e-14,0.0,0.0
2.022e-06,0.001936,2.22e-09,725.9,1.7950000000000004e-13,761.9,-0.01972,-26.14,-26.76,-6.58,-30.4,-25.42,-9.071,-32.54,-26.22,-13.13,-36.5,-29.64,-18.83,-42.22,-35.01,0.2368,0.2688,0.2652,1.364e-10,1.381e-10,1.38e-10,0.07794,0.1085,0.1083,1.41e-10,1.414e-10,1.414e-10,1.0,2.0,0.1917,0.2262,6.76e-11,6.76e-11,0.1083,0.09316,6.617e-11,6.629e-11,0.2566,0.1076,6.562e-11,6.628e-11,0.1811,2.994e-11,3.15e-11,3.004e-11,0.157,0.09803,3.136e-11,0.04142,0.04866,0.08885,2.979e-11,2.905e-11,-0.02245,0.03739,-0.06134,0.0434,8.76e-12,8.908e-12,9.202e-12,6.201e-12,0.03735,1.106e-11,0.04355,1.107e-11
7.955e-06,0.002495,2.5630000000000004e-09,162.7,5.814e-13,674.4,-0.01968,-9.179,-18.26,-6.584,-1.845,3.102,-9.117,-4.813,0.09376,-13.18,-11.92,-9.787,-18.88,-21.9,-24.07,0.00683,0.04843,0.04167,1.138e-10,1.188e-10,1.186e-10,0.01447,0.02572,0.0257,9.857e-11,1.124e-10,1.124e-10,2.0,2.0,-0.02327,0.01563,2.468e-11,2.482e-11,0.02473,-0.01586,8.7e-12,3.726e-11,0.01631,0.02367,3.744e-11,3.723e-11,0.0,0.0,0.0,0.0,9.911e-05,0.0,3.075e-13,-0.03229,-0.04403,8.93e-05,1.245e-12,0.0,-0.03242,0.0,-0.02356,9.233e-05,1.754e-13,0.0,0.0,0.0,0.000151,5.461e-13,0.0,0.0
4.0490000000000005e-06,0.002042,2.537e-09,1209.0,3.375000000000001e-13,595.8,-0.01968,-49.45,-43.38,-6.583,-55.85,-43.25,-9.082,-55.96,-43.41,-13.15,-56.35,-46.03,-18.87,-58.85,-52.81,0.204,0.2683,0.2549,1.411e-10,1.411e-10,1.409e-10,0.0001725,0.001366,0.001062,1.111e-10,1.203e-10,1.203e-10,1.0,2.0,0.1057,0.2017,3.983e-11,3.992e-11,0.000655,0.0001682,2.583e-11,6.905e-11,0.2221,0.0005262,6.858e-11,6.905e-11,0.09615,2.76e-11,0.0,0.0,0.09598,0.0,2.575e-13,-0.047,-0.0004621,5.405e-06,2.756e-11,2.394e-11,-0.0009513,0.0,-0.1055,0.0008467,3.031e-13,0.0,0.0,0.0,4.226e-06,1.305e-13,0.0,0.0
8.782999999999999e-06,0.0007341,9.888e-10,213.9,4.248000000000001e-13,1397.0,-0.01969,-12.22,-24.43,-6.588,-3.544,-0.5069,-9.11,-7.981,-6.789,-13.17,-16.32,-19.44,-18.87,-26.57,-34.34,0.3081,0.3341,0.3338,9.02e-11,1.044e-10,1.044e-10,0.1472,0.0,0.0001761,0.0,0.0,4.301e-12,2.0,2.0,-0.02524,0.1406,1.713e-12,0.0,0.0,-0.2167,0.0,2.869e-11,0.143,0.001607,1.74e-11,2.867e-11,0.0,0.0,0.0,0.0,0.0009719,0.0,1.069e-12,-0.3647,-0.2191,0.01038,1.454e-13,0.0,-0.2422,0.0,-0.2903,0.001813,3.221e-13,0.0,0.0,0.0,0.003497,7.735e-13,0.0,0.0
6.554999999999999e-06,0.001582,2.8310000000000003e-09,1371.0,8.836e-14,1199.0,-0.01962,-51.1,-47.72,-6.591,-37.7,-27.4,-9.1,-40.37,-29.36,-13.17,-46.58,-40.6,-18.88,-56.2,-56.24,0.1681,0.2306,0.2245,1.323e-10,1.353e-10,1.353e-10,-0.0009663,0.0,0.0002079,0.0,0.0,1.595e-11,1.0,2.0,0.1264,0.2161,3.575e-13,0.0,0.0,-0.006883,0.0,6.212e-11,0.2174,1.369e-06,5.889e-11,6.212e-11,0.1455,2.454e-11,0.0,0.0,0.1448,0.0,1.281e-12,0.06854,-0.004391,2.097e-05,2.449e-11,2.182e-11,-0.004175,0.0,-0.1502,0.000509,1.986e-13,4.521e-13,0.0,-6.895e-12,1.761e-05,2.795e-13,0.002874,0.0
8.208999999999999e-06,0.0006205,5.082e-10,204.5,9.347e-14,1117.0,-0.0197,-11.66,-23.33,-6.577,-11.13,-15.73,-9.088,-10.09,-11.07,-13.17,-16.38,-19.57,-18.87,-27.27,-35.79,0.2086,0.3345,0.316,1.344e-10,1.367e-10,1.367e-10,-0.06533,0.09964,0.0844,1.248e-10,1.314e-10,1.314e-10,2.0,2.0,0.2462,0.2971,4.624e-11,4.628e-11,0.05825,-0.1232,3.442e-11,5.936e-11,0.2999,0.05245,5.568e-11,5.934e-11,0.07717,2.08e-11,0.0,0.0,0.07497,0.0,4.284e-12,-0.08212,-0.1585,0.01889,2.066e-11,1.775e-11,-0.1449,0.0,-0.1772,0.0007339,1.357e-13,0.0,0.0,0.0,0.0005676,9.027e-14,0.0,0.0
8.470999999999999e-06,0.001502,4.61e-10,274.7,9.417000000000001e-13,424.4,-0.01965,-2.041,-3.956,-6.6,-0.3832,6.338,-9.117,-5.988,-2.177,-13.18,-14.95,-16.04,-18.87,-26.17,-32.88,0.3878,0.504,0.4846,1.215e-10,1.252e-10,1.251e-10,0.09498,0.3887,0.3883,7.843e-11,9.69e-11,9.683e-11,2.0,2.0,-0.08044,0.169,1.019e-12,0.0,0.0,-0.3676,0.0,3.866e-11,0.1703,0.001801,3.127e-11,3.861e-11,0.0,0.0,0.0,0.0,0.001602,0.0,1.708e-13,-0.2627,-0.4946,0.003485,4.433e-13,0.0,-0.4054,0.0,-0.2132,0.0001059,2.75e-14,0.0,0.0,0.0,0.0003355,1.144e-13,0.0,0.0
